Sample	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	gamma	A.1	A.2	A.3	A.4	Theta.1	Theta.2	Theta.3	Theta.4	psi.height	psi.treeLength	D.treeLikelihood
7140000	-6602.220164212243	-6152.888909381306	-449.33125483093653	0.2092893029111972	0.3197814729159432	0.21978700275656557	0.2511422214162912	0.054305893821888315	0.3393666153526044	0.05609871451407535	0.03109866355635676	0.48240069189761753	0.03672942085745881	0.3679962735900958	14	44	1	3	5726.6873380308825	135.56814943097018	593.7989464848037	38.35078303995418	360.93570523176373	5432.55263656209	-6152.888909381306
7160000	-6608.998180255656	-6152.766939400758	-456.23124085489815	0.18940717845646693	0.34383072630386585	0.24636049629051254	0.220401598949152	0.06319194418467361	0.3409133072506788	0.07170866408432627	0.025354553137512222	0.4612435165827126	0.03758801476009771	0.33935568761994517	13	45	1	3	5659.608708447262	182.6480139216629	441.12631286404184	192.13763986009198	361.01528768827194	5213.482229358647	-6152.766939400758
7180000	-6624.758161699506	-6164.510383440133	-460.24777825937235	0.2044701234893728	0.3006484918439219	0.2261438763592714	0.2687375083074314	0.05881865349364521	0.36103916374726724	0.05037602571552933	0.035576163169095315	0.4604473584225878	0.033742635451876314	0.37330689139083706	13	42	4	3	7458.635456190935	210.12046130239952	425.20690196809437	32.75379290745907	444.90658530617634	6023.260580152021	-6164.510383440133
7200000	-6617.808640368083	-6170.386197532521	-447.42244283556147	0.2163085685961437	0.3102779300920114	0.2310106864332123	0.2424028148786301	0.059021370196841436	0.3122914337955079	0.05732859182221774	0.03659112988907773	0.5005197083709355	0.034247765925420795	0.37434323912024603	11	32	15	4	11950.816868817315	171.6664588707742	87.84172125660423	415.09230048841306	428.9420335175857	5551.137980252655	-6170.386197532521
7220000	-6632.038388456681	-6161.2136918209935	-470.82469663568696	0.1977264158554816	0.3223050079637498	0.2326458379271302	0.24732273825363577	0.047392893552005794	0.34555554348864037	0.06886642302017887	0.029367260632884966	0.47462080256269523	0.034197076743595886	0.3415764945251714	11	16	27	8	8387.979832637053	769.7695822183306	148.16680103872065	215.9133272792736	428.50480987236017	5787.409833374772	-6161.2136918209935
7240000	-6625.91186724031	-6161.393911228897	-464.51795601141276	0.1729529090017932	0.37253454033346717	0.21122418218565756	0.2432883684790796	0.040980164189240824	0.4198239942033957	0.07101952980432492	0.024955489654576796	0.3966176926645942	0.04660312948386869	0.35896928925012334	10	18	14	20	8499.356009379373	638.0058503339991	156.09342274607081	224.3783433354486	443.9785266466983	5725.354614845743	-6161.393911228897
7260000	-6623.377864408857	-6153.586288656681	-469.79157575217613	0.1851557894293647	0.31202330545639756	0.22884346561140553	0.27397743950282966	0.051185539134366125	0.35079173119279883	0.05090040263932555	0.03520228358583037	0.46283146049154833	0.04908858295613198	0.3936854853470997	17	20	10	15	5822.968069255491	208.69856803263096	125.19548306397449	202.62048647254517	474.9955556113122	6071.667641415288	-6153.586288656681
7280000	-6617.586151879442	-6145.008857968202	-472.577293911239	0.20706586816776185	0.3249223307172665	0.21362977048485576	0.25438203063011333	0.04354273302861897	0.3542463838113156	0.06324695826026255	0.02776877265303421	0.4658184151963929	0.04537673705037702	0.35130646522758746	16	25	9	12	6357.819632958763	185.84663035776018	118.53299103863988	265.8804702517415	429.95572569516173	5582.040767078431	-6145.008857968202
7300000	-6620.567509418699	-6162.139427721232	-458.4280816974665	0.18941210084646565	0.35430812437087633	0.2115851882448549	0.2446945865378007	0.054089598163943806	0.39989496388396817	0.04725904408337614	0.021007502734955753	0.4282531543788291	0.04949573675492834	0.33207468997307704	15	27	16	4	4787.654374555489	193.16195562192448	150.3576967719205	423.154438418326	366.6413824567983	5286.086952255271	-6162.139427721232
7320000	-6608.858309334765	-6156.560222097466	-452.29808723729883	0.17297236420998188	0.34239911080544555	0.22927613368114133	0.2553523913034289	0.06407113943037988	0.3624341149824137	0.06513797139622568	0.028559879581924436	0.4464067920458928	0.03339010256316472	0.36709163681181767	11	44	1	6	3925.9555904815475	130.39493000851505	423.3193668903597	392.50721196489826	398.2928269413782	5368.154157272334	-6156.560222097466
7340000	-6636.367847995635	-6169.938167401625	-466.4296805940102	0.2294238256160714	0.3018903332848617	0.22386705980209373	0.24481878129697096	0.044648157252020454	0.3501537630644537	0.04994032352406601	0.024598600831226537	0.47215427640743335	0.05850487892080103	0.34309345553157594	11	25	20	6	8194.560236308422	416.0494632339931	95.96498336196551	475.37356627550594	421.48080529431485	5783.815527007372	-6169.938167401625
7360000	-6631.328025325654	-6159.409414470908	-471.9186108547466	0.1802650478544197	0.33031701920096257	0.2252992179772973	0.26411871496731826	0.06192806221959443	0.35208408568934024	0.049647847665893474	0.028091698117262386	0.46344748148342885	0.04480082482448176	0.3592538822843761	11	35	12	4	9628.533355588828	308.48973684334567	128.04579300806216	511.3027396582419	431.5507390828301	5934.951568362434	-6159.409414470908
7380000	-6617.13740722632	-6162.2694445423695	-454.86796268395034	0.18576235749849312	0.30883618294484116	0.22032813019018166	0.2850733293664817	0.05560071131858418	0.3790699197167711	0.06947931793603328	0.027702508028616943	0.4328737295800518	0.03527381341994391	0.3280713084448934	9	17	31	5	7974.802229531585	562.8264075347281	157.08069548577674	362.4664403946131	376.8215148650431	5098.775483638026	-6162.2694445423695
7400000	-6626.393231011934	-6160.387050308871	-466.0061807030638	0.18593052761574289	0.3307022201223184	0.23911596504185095	0.24425128722008532	0.0626667786204203	0.3429509286575633	0.050681389811250234	0.02334173418506618	0.47839838188375106	0.041960786841950266	0.31421863181251297	11	10	33	8	7385.332188063175	1640.8491243506198	148.54984371570492	260.06033490843885	359.70314386156144	5202.568795137667	-6160.387050308871
7420000	-6634.022475938917	-6174.8373197258825	-459.1851562130345	0.19331046177427422	0.3332503333990604	0.21256925308407554	0.26086995174258726	0.05240983713696708	0.41532784340430146	0.050491891941564046	0.028983622100680426	0.41654608641920127	0.03624071899728708	0.34771743963621476	14	6	38	4	8245.167614345186	1030.1120321803505	100.52968144986427	607.9560921858998	431.25963807983516	5666.5435324022255	-6174.8373197258825
7440000	-6648.526927265729	-6177.974728504407	-470.55219876132196	0.18468259600252554	0.30549367353838264	0.25161676643126274	0.25820696402782656	0.060776373917656966	0.3309754996925755	0.050363171550889554	0.03457237873059645	0.4800365570686002	0.04327601903968265	0.39701454207824566	9	13	36	4	10332.403672363154	954.7888557569057	246.03729606642366	375.5458361906597	374.43584192975544	5957.461003449126	-6177.974728504407
7460000	-6646.6726348057955	-6174.414919038982	-472.25771576681353	0.18959374201389165	0.3570941186000793	0.206049140500278	0.2472629988857485	0.046820988135741516	0.3732217055412303	0.06707832860654771	0.02811589379748488	0.43243599362469726	0.052327090294299564	0.3430582222936064	9	10	42	1	8057.0382713847985	1725.5905439725361	233.15114457168877	22.86011382535199	391.2709643646304	5586.960442946134	-6174.414919038982
7480000	-6636.954435486505	-6165.983255514491	-470.9711799720136	0.20137877491991488	0.2979333737586203	0.22538768561673128	0.2753001657047312	0.04843027702102434	0.3082033760251904	0.06425144371521976	0.031003878301838185	0.5098365375078959	0.03827448742883285	0.33325154573316745	9	9	43	1	9485.403359000276	1421.9042793550293	194.5041102217834	145.11800410937656	366.30372003555976	5360.221952408265	-6165.983255514491
7500000	-6623.386776480803	-6160.503207264803	-462.8835692160002	0.18246325720804127	0.35054496781179323	0.23944413672672707	0.22754763825343594	0.051518851255177175	0.346070536585815	0.060743225779002354	0.020862706261276717	0.468262083967689	0.05254259615104127	0.35959182566696624	12	14	32	4	6253.027153431165	701.3656894471688	135.0163597481342	302.4774309759357	401.9960119657823	5439.279766422962	-6160.503207264803
7520000	-6622.401653391944	-6154.664428282991	-467.73722510895243	0.18299314327235802	0.3268008849973975	0.21686835726322112	0.27333761446702093	0.053346526024594346	0.35958312361057215	0.04548698256215389	0.033924440214552855	0.46560560775031223	0.042053319837816155	0.3426119516833349	10	26	22	4	11477.597799909912	558.7670337694619	75.28207146833729	359.7434258907727	537.7670245303004	6518.401491412213	-6154.664428282991
7540000	-6625.916149665494	-6151.597228967345	-474.31892069814995	0.17672809455997998	0.32221828295914406	0.24137049136379124	0.25968313111708236	0.060667031152098844	0.36518284647690297	0.06447336603368191	0.02492282291022399	0.44268712303719565	0.04206681038989836	0.3939150306381156	11	30	17	4	7781.567093673136	430.4291979490596	159.91449251525805	490.2526606758294	473.87695842861154	6080.186287408675	-6151.597228967345
7560000	-6639.142074512325	-6169.584313797939	-469.5577607143858	0.19465608015182465	0.3174419492206822	0.20829743666769282	0.2796045339597979	0.05865142070629446	0.3713468894817633	0.058322320132069005	0.029185291090381257	0.4496981305344798	0.03279594805501401	0.3595712191558624	10	25	21	6	16491.782189858845	813.2733332841826	93.47318729557496	448.48544811008725	446.10795143372263	6067.980348776994	-6169.584313797939
7580000	-6621.895356935055	-6159.14048629089	-462.7548706441648	0.19872560453595578	0.3259349866328928	0.21616576172064494	0.25917364711050406	0.050100313637684746	0.3842517370092794	0.06062211305627128	0.0326895038446719	0.42611018349967855	0.04622614895241605	0.3607951982544837	10	24	12	16	6737.023004015931	430.0679155336777	136.80808756675222	191.4626132135974	420.06538486334085	5348.6819219804665	-6159.14048629089
7600000	-6641.732552262744	-6175.057624219169	-466.6749280435748	0.1930666695029645	0.32275245637700695	0.22037677182200804	0.26380410229801804	0.04799522233709295	0.3553370908028017	0.04339088973826363	0.023120469726597585	0.4867169426194157	0.043439384775830245	0.28475112805499925	9	12	36	5	9711.385773655144	715.3866727813144	213.93830371509193	311.31119815018815	486.7755497112255	5942.872795124751	-6175.057624219169
7620000	-6645.173069605435	-6168.184237095781	-476.98883250965326	0.18774545777530469	0.3378930706308981	0.20040390749289608	0.2739575641008986	0.05921038524193113	0.3534970522511055	0.0617681192062671	0.028781962835030095	0.4653473212442585	0.031395159221409424	0.3453078542345231	8	19	30	5	7980.871889870785	536.0879645118854	247.51531067242465	347.83720948127535	478.8025331776693	6513.474968720265	-6168.184237095781
7640000	-6618.3916408064615	-6154.479861761194	-463.91177904526734	0.18017663146076948	0.31779156840871303	0.22449180102782126	0.2775399991026937	0.05820871677205976	0.37516589151423757	0.058342664323728574	0.02942097111146381	0.44300717005147133	0.0358545862270408	0.3629505276235878	10	15	32	5	7313.5501068273425	612.8437682235659	140.8132004805409	209.35413210800144	409.42995581471837	5521.327715187462	-6154.479861761194
7660000	-6630.507378478905	-6163.4930389906485	-467.01433948825655	0.22182341217350104	0.32558747665035154	0.21074962292322888	0.241839488252916	0.039455709828675356	0.3515825060978055	0.04401423425940418	0.035814209772214944	0.48022631574527486	0.04890702429662685	0.3480158341245115	8	15	33	6	13613.799847162898	1365.330688793754	189.97403391026546	330.1647649507868	381.92319061578144	5088.573685424708	-6163.4930389906485
7680000	-6634.43688300305	-6171.689502214549	-462.7473807885005	0.18333355270964735	0.3306135309540904	0.20457349486337317	0.2814794214728868	0.05875796071647003	0.37451249863668296	0.055836579708440484	0.032861068323159014	0.4432274989396311	0.03480439367561811	0.32380152724522565	10	7	43	2	10145.77546139238	572.3802826241634	184.15115792677858	72.5657305099941	412.90689951046886	5775.982087398772	-6171.689502214549
7700000	-6616.306940370068	-6160.058026148278	-456.2489142217904	0.17086596346626973	0.3352106393406629	0.1918895939210863	0.3020338032719787	0.051436661402038696	0.4261245036197001	0.0647255863115155	0.03319408801958823	0.39068019565689527	0.03383896499026391	0.3262765725838024	13	7	35	7	5780.018293811957	655.9706866123571	132.04369896628927	336.3131595829359	460.1895838799304	5527.01225299237	-6160.058026148278
7720000	-6614.986480606804	-6155.805723951583	-459.1807566552215	0.20223685697973645	0.3090924345705462	0.22136043262440053	0.2673102758253144	0.04852566113273552	0.3428687591470284	0.06158396959235564	0.030585113383477455	0.46804445336646705	0.04839204337793785	0.3780695224016234	14	4	40	4	12994.63578003993	69.92301644320507	160.51048056614252	263.0682478869397	412.11381806261	5884.945283934342	-6155.805723951583
7740000	-6619.835137578605	-6171.40103598322	-448.4341015953852	0.18672250641560942	0.3326098815432844	0.24368650094641228	0.23698111109469158	0.051680678809033986	0.3150002476612867	0.05503742908493623	0.02950681484998466	0.516701017149888	0.03207381244487234	0.3250296114437289	12	21	25	4	7191.371088580195	166.84713644680795	157.65550211683967	396.1179808642342	441.15268634190954	6118.7356692595795	-6171.40103598322
7760000	-6621.0107341117155	-6174.16867387698	-446.84206023473496	0.20892380301729568	0.30953371282633046	0.2480035247492982	0.23353895940707337	0.05133525465435772	0.35141706109129905	0.05266360986914628	0.02271922297007648	0.48076387422040334	0.041100977194719224	0.3372641407279969	14	14	30	4	4652.527516685031	138.8289147003976	134.85181380243597	619.7510702101793	495.3064350803478	5832.594988806643	-6174.16867387698
7780000	-6624.818563778209	-6165.83759304729	-458.9809707309184	0.19092397695609947	0.28400256119913436	0.2586336969543937	0.26643976489037047	0.06638276362458774	0.3653164473945023	0.040508004066018614	0.024266179182713777	0.46464231139276724	0.03888429433941239	0.3811861169640927	12	19	28	3	7283.881181625675	301.0206971280059	321.81635811127336	53.7984462542989	388.1705054152655	5679.295984420389	-6165.83759304729
7800000	-6636.552185602892	-6172.395593284307	-464.15659231858467	0.19056685341530857	0.32984683343869925	0.2113432282433362	0.26824308490265386	0.04901497550122037	0.38471461407074403	0.05574775673436159	0.04024160359539506	0.4364335435747	0.03384750652358117	0.3673113935944812	13	7	38	4	7057.208922186957	87.44441580816132	171.87724125775762	276.11357630303274	456.351923661336	6313.78166767201	-6172.395593284307
7820000	-6622.650760703185	-6161.585411003843	-461.0653496993426	0.19324795933499456	0.35097485141269763	0.2067138770487533	0.24906331220355254	0.039849145429431104	0.3725104029467284	0.06811706701838283	0.024968439034891002	0.4440020488753509	0.05055289669521811	0.3287350770883384	3	10	45	4	14521.396216809646	14739.502157421783	149.687900326347	410.8741887410399	488.7727324237833	5535.525870793581	-6161.585411003843
7840000	-6610.246999091512	-6152.163848052258	-458.0831510392545	0.18585164224042783	0.3062194251084152	0.2500067312704213	0.25792220138073363	0.05511462504507791	0.31143932137812863	0.0599597645764589	0.018928664760374487	0.5113014842362495	0.04325614000371287	0.3297857463443362	5	8	45	4	4879.3157186933395	7946.120714381538	191.1418848626275	1103.253659592408	466.24797343428	5604.584188403106	-6152.163848052258
7860000	-6626.184409097532	-6166.488672158716	-459.6957369388159	0.20374470788033947	0.3414393374623935	0.2069946210037488	0.24782133365351597	0.04849046334167553	0.32373237866082105	0.06569190274852421	0.031249665070737	0.4855983246600002	0.04523726551824443	0.4032426755369305	6	7	43	6	5056.050592503405	7135.678960991288	145.16333629609622	167.01037560130263	450.8397026644457	5973.207566031788	-6166.488672158716
7880000	-6627.249341622184	-6160.511141278851	-466.7382003433335	0.17706743511061535	0.37368620574642425	0.20485231227136136	0.24439404687159702	0.051349918610485996	0.4197940139453452	0.08053288097693972	0.023176774303715127	0.38954360821447115	0.03560280394904536	0.3306996529660358	1	12	43	6	4834.7071762316655	7598.409415156325	158.57139874940253	413.00796979099346	457.9343780346477	5863.697031503268	-6160.511141278851
7900000	-6628.885942635415	-6151.593656796449	-477.2922858389656	0.20557299441184584	0.323233817512185	0.24086776117612874	0.2303254268998384	0.0541465103682321	0.3683823991737052	0.0481588495499592	0.02657585496944305	0.4550708072895976	0.04766557864906552	0.3277017197230241	11	5	40	6	9344.075026515853	1258.3698614894124	334.30228676943864	316.03574578796787	373.1568109408138	5109.999787200696	-6151.593656796449
7920000	-6642.673441791784	-6161.03456014398	-481.6388816478036	0.1867160681678517	0.29944880563679943	0.25375049606818917	0.2600846301271577	0.06278684789983391	0.3278193993961854	0.05282747431012752	0.02613121968776464	0.47970933989806885	0.05072571880802241	0.3437219011544945	14	5	39	4	8829.150188880616	5144.56599889162	172.02289167408412	451.8240983602807	478.9348880471978	6365.482896262759	-6161.03456014398
7940000	-6628.046187612629	-6147.316341829446	-480.7298457831827	0.17856486972435756	0.32951169823625437	0.23424924441719905	0.2576741876221868	0.04854361429264313	0.3694059454483904	0.06171899884444995	0.025444649973253086	0.4560475032664403	0.03883928817482578	0.3335834002898273	9	14	37	2	6594.609712610313	1800.8088579383157	275.0520052789715	37.334390803519625	374.0505286232966	5340.122754195369	-6147.316341829446
7960000	-6650.276487343548	-6178.105617534374	-472.17086980917463	0.20796637346301955	0.3166420478799338	0.20093834015123332	0.2744532385058109	0.03964020803859894	0.3763129374482588	0.050389036658283	0.02884183829239592	0.4580471875144618	0.04676879204800437	0.35575062434570526	9	16	8	29	8062.073207695157	929.0182499195621	130.9331729039694	237.7545909996684	524.8618002776419	6627.175460228331	-6178.105617534374
7980000	-6635.204932069102	-6170.926563668453	-464.27836840064856	0.18935161204373493	0.3294953125996197	0.24266460031828252	0.23848847503836038	0.04934299623135474	0.3480137943044437	0.06713364829391123	0.019428387973388736	0.4701637277979905	0.04591744539891407	0.3640885156621677	13	3	6	40	6976.924121370996	1445.5619612243624	454.6403298471067	205.28123114236274	353.8952956523876	5103.781025638519	-6170.926563668453
8000000	-6636.708798983906	-6163.30454467107	-473.40425431283563	0.2077631683592667	0.31800399962395837	0.23024933524825483	0.2439834967685175	0.06014731745639852	0.34205509106507065	0.053248159927141055	0.029774812977323418	0.46914203427413587	0.045632584299933325	0.356066226343394	7	5	10	40	6557.258657658903	8245.178276635224	549.0084292640793	229.6540797922397	381.95122221343865	5458.859301195619	-6163.30454467107
8020000	-6638.069803904606	-6168.1575732642295	-469.9122306403762	0.17818644182599552	0.34757438328400825	0.19629313052639819	0.2779460443635953	0.05660404745874005	0.36540042370772696	0.06517635714049289	0.02578537448519646	0.4326118878428909	0.05442190936495562	0.345369937868571	5	6	8	43	7242.731088278857	5184.435880347454	298.2042812586195	244.11559233227297	455.8988388032632	5707.2374147002165	-6168.1575732642295
8040000	-6635.906146868316	-6156.26162983286	-479.64451703545564	0.20458437378474725	0.32244407900135824	0.2254722123879654	0.24749933482592643	0.04992983537743712	0.36611316195083343	0.052067934652516336	0.03652065268344507	0.4552865390435558	0.04008187629221496	0.36062299457473795	10	9	32	11	7620.649333957445	1147.1779143629915	322.82533154450596	366.7729698912441	361.7827379297921	5331.262885412751	-6156.26162983286
8060000	-6640.497250780298	-6167.908951431439	-472.5882993488587	0.2169742366240675	0.3137540614902652	0.22357252789648152	0.24569917398918312	0.04253279627886465	0.37404178162508195	0.05128312696358799	0.02378686064022956	0.4686506609322125	0.03970477356002621	0.36707993988149257	9	7	20	26	14741.204578443765	1335.6049694831759	385.20891212748995	155.75063922136675	409.6276254371652	5371.68630174844	-6167.908951431439
8080000	-6630.96682909184	-6165.688508265444	-465.27832082639515	0.1812696005658611	0.3585714173561583	0.22510719108054542	0.23505179099743254	0.051236005087321373	0.4032950556078664	0.0629960139737702	0.028687687264099097	0.40690787533329625	0.04687736273364954	0.3554189976920084	10	7	5	40	7297.444967395991	736.5668900401926	113.8359987755499	245.8075722787923	371.4095983601049	5739.539205929646	-6165.688508265444
8100000	-6632.549670392267	-6168.833513905241	-463.7161564870264	0.1918353366729854	0.326496693013301	0.2284258037451491	0.2532421665685619	0.03654801692321826	0.3817457761207254	0.08440454288555417	0.02326037220877735	0.43129312078507576	0.04274817107665186	0.36796444303999076	8	6	7	41	8588.917555124603	993.6112823123943	202.38152086777893	215.25694489929614	349.60448282952086	5118.357659296357	-6168.833513905241
8120000	-6651.3842346390475	-6158.937802200449	-492.4464324385982	0.19740542485815912	0.33927339509540944	0.21194841756157504	0.2513727624848538	0.035559231588243645	0.34322579349575505	0.06009144391770484	0.031006496639045877	0.495028600764132	0.03508843359512128	0.3920674983384969	11	9	8	34	13498.532502710304	1378.4263887232432	860.3399124710504	241.20667224669032	474.5836177333672	6392.400464520297	-6158.937802200449
8140000	-6646.013742825035	-6174.223754517874	-471.7899883071601	0.18112394313079877	0.3390047117386498	0.22635821639692624	0.2535131287336224	0.05621805420655887	0.3778895076053969	0.05666079360309391	0.023431070864580586	0.4431308091699268	0.042669764550445737	0.33397396571289445	8	9	9	36	9730.14773222858	643.8851567261553	861.4292413775936	215.71853408370427	406.1977125632554	5690.250623446229	-6174.223754517874
8160000	-6634.588846928909	-6163.16972616595	-471.41912076295966	0.21911697629765878	0.31884194865348153	0.22458555437647043	0.23745552067238654	0.044151873965251255	0.34508309195456427	0.06296274870372093	0.028547484114278186	0.46508393795560615	0.054170863306582245	0.3359769360364708	11	1	17	33	6594.020118127338	758.9756456238819	564.4132132989158	177.96481952209774	376.46665544557436	5447.181867692641	-6163.16972616595
8180000	-6632.418990660009	-6164.5368615878915	-467.882129072117	0.1817414579178326	0.333455046820198	0.23348729482895741	0.25131620043300923	0.06711814728545802	0.39694781307226606	0.05825758284366846	0.033111066458781015	0.40663904144845464	0.037926348891374945	0.3441737534351495	12	3	15	32	7145.256044565737	3989.537608074014	263.1250086383459	208.54128442228125	348.3723355402553	5123.925873335372	-6164.5368615878915
8200000	-6626.736281018284	-6163.384455756382	-463.3518252619023	0.1899484038249702	0.32898574285750243	0.19629215793025115	0.28477369538727354	0.05440603911400661	0.38937728514400916	0.05723256638330319	0.029239303860743075	0.43291154189111397	0.03683326360682719	0.3572340521540542	10	7	5	40	7525.132492359395	6923.401493469792	394.506028640456	123.36004540276005	369.17315101553964	5438.786271228845	-6163.384455756382
8220000	-6615.874857037643	-6154.849270434062	-461.02558660358085	0.19266655874394176	0.31729725704928324	0.22753901136350133	0.26249717284327123	0.060844841673683765	0.32492978584160714	0.06311343702909816	0.03236707840386096	0.4810361462710325	0.0377087107807205	0.3464385676320969	10	11	2	39	11049.514067118946	1437.1972223850332	183.9442539866757	172.86182352069017	371.3730484363434	5323.4490373607105	-6154.849270434062
8240000	-6653.565701805433	-6173.825596711748	-479.7401050936843	0.20189646548403867	0.28115024326803145	0.2390792808946319	0.2778740103532956	0.042597737354707066	0.31914749963670824	0.0529144369693934	0.041458606211705634	0.5049555718286519	0.03892614799883677	0.3102311217010876	16	6	27	13	8202.18930277643	5029.561207920868	198.5026877005908	165.30760747191425	408.7306178621634	5734.181355594024	-6173.825596711748
8260000	-6625.1714775536475	-6161.755022331055	-463.4164552225918	0.2213703234765691	0.31098961654525203	0.21439942235438433	0.2532406376237922	0.04899103904131963	0.3260618547904389	0.06580188204988864	0.027682823393536646	0.4937187571599127	0.037743643564906386	0.31875132324777267	9	14	35	4	9151.579524320943	2631.5851897806547	126.86231256753433	671.5158989274556	389.6118197437495	5550.882628403447	-6161.755022331055
8280000	-6610.3667810726865	-6147.907970263816	-462.45881080887034	0.19401501862933865	0.3389226754243377	0.22504345153955035	0.24201885440677093	0.059758395705623746	0.37053023818384695	0.06924113372948398	0.026379351323140735	0.4361973336318304	0.03789354742607714	0.3637115318210208	9	14	35	4	8394.029617833576	1257.9763857175897	84.55271443140992	462.2223729356822	402.3872977607161	5437.076441034894	-6147.907970263816
8300000	-6615.181912647104	-6153.247589238825	-461.9343234082785	0.21343053142303126	0.3201115097540249	0.21206223432375412	0.25439572449918735	0.04505574959742314	0.32897581917180346	0.05548134803725645	0.03514235878563864	0.4870432272505743	0.048301497157307055	0.35477615826632797	10	9	39	4	4839.693282803879	2530.6633168399153	155.3965077726165	234.86572250965546	343.99607158657767	5081.373158103336	-6153.247589238825
8320000	-6639.08264532194	-6171.056136819738	-468.02650850220226	0.20661567971519548	0.31811937240728416	0.24013477148061754	0.23513017639690043	0.048194374250498634	0.29604143338110966	0.08125804107890243	0.0157442784487516	0.51456401748309	0.04419785535765092	0.35693091619861256	10	8	38	6	9685.24512393238	1041.6768908473289	189.58873247042268	511.2917733289544	523.297637671212	6174.275922280065	-6171.056136819738
8340000	-6616.6865485847475	-6162.937174786145	-453.7493737986026	0.20306872765486714	0.33502542275288444	0.2027631847323772	0.25914266485986875	0.04668671933313339	0.3599510341415923	0.05749921173552494	0.02716882126486228	0.45050232488564557	0.05819188863924481	0.3896053046239095	11	5	42	4	5513.4016192608005	1026.065941134489	129.85405415462878	324.5119111177369	385.418776797628	5465.245566243422	-6162.937174786145
8360000	-6623.215555932466	-6164.595022977508	-458.6205329549572	0.19799074779118805	0.31142009542970456	0.21713265083143177	0.273456505947673	0.049580647527754734	0.38122386850182577	0.05799392144630619	0.04014395212949314	0.4306946803705607	0.04036293002406261	0.3223480500318812	14	1	37	10	7598.957337934374	677.7133037802762	137.81963871671448	140.76800920941824	378.3726123524412	5059.403958841483	-6164.595022977508
8380000	-6629.032041301829	-6159.606685912339	-469.42535538949005	0.18829583395538252	0.333274927012716	0.21382085965982428	0.26460837937207443	0.0510073634591568	0.39358226068554475	0.05693348440276843	0.035604016958891975	0.41194553570834813	0.05092733878529292	0.34564787724980095	9	1	14	38	9488.403467398919	3162.8255304728305	748.5041444582664	171.94866413132695	361.43057990189726	5190.554147539334	-6159.606685912339
8400000	-6629.148077326704	-6158.571624978118	-470.5764523485857	0.205152759252558	0.3099170653322153	0.2439996686509131	0.24093050676431102	0.05654887618120842	0.359749333328809	0.05075324675691937	0.026676708019509728	0.4676268753018809	0.03864496041167558	0.3319187428076461	10	2	19	31	8211.282808236383	2880.475052797831	377.97075193662704	194.16123697675928	407.2203375162364	5432.446782716067	-6158.571624978118
8420000	-6615.623180393674	-6150.2357107126645	-465.3874696810098	0.18032626120656606	0.33272942073499956	0.22891810615024047	0.2580262119081914	0.05419810390239733	0.42004564089839924	0.061897554564838156	0.030887616266237594	0.3936740976459183	0.039296986722212456	0.33923624032443617	12	3	6	41	6017.597454584949	1396.1518863830108	983.5470067784684	184.9468932376958	351.89240678171717	5265.3136721115125	-6150.2357107126645
8440000	-6626.055943391456	-6167.754561176004	-458.30138221545184	0.20769130697881086	0.3248843046494347	0.22068229197402608	0.24674209639772599	0.041906854128781104	0.38540806324673044	0.05372225616193902	0.03293660746266891	0.444952277539114	0.0410739414607698	0.33577257756752926	9	16	6	31	6836.7506752582085	430.1216282191638	186.19947046491004	161.43997866071888	291.7084084714367	4505.2280035418335	-6167.754561176004
8460000	-6630.49570381741	-6153.114032318968	-477.38167149844156	0.20706393330999773	0.2979935267862053	0.2231283686513369	0.2718141712524576	0.039757156066689	0.3203876713487652	0.0558576693593825	0.03055719633734769	0.5020156229285464	0.051424683959272306	0.3404134310214074	10	17	3	32	12060.183003849179	530.4224747413276	875.2017687124093	225.05111901917573	402.0064153330404	5455.724261023551	-6153.114032318968
8480000	-6653.931441229998	-6181.530177808963	-472.4012634210345	0.18673580739127366	0.3258892505727694	0.2335189353398512	0.25385600669610336	0.06210603200288958	0.423345080020532	0.06162880930710886	0.018011377255500928	0.39724597393132666	0.03766272748264511	0.37039968419272473	11	6	8	37	9269.284160221638	1853.4997954359987	562.7567465225154	207.71146138585797	457.6896703398587	5304.68084704932	-6181.530177808963
8500000	-6619.929457316882	-6165.939622433817	-453.98983488306504	0.18480987796757228	0.323395309329114	0.232754291141438	0.25904052156187335	0.05042714325256234	0.3442058808980218	0.0904734864810841	0.028449581315584744	0.4558770839563184	0.03056682409643175	0.2947795988455135	9	7	6	40	8919.811877286063	418.22622576408367	154.14885494890035	160.82848583841718	303.8545590050541	4683.795079832459	-6165.939622433817
8520000	-6639.719841027287	-6174.891197691251	-464.8286433360355	0.19794386539172254	0.3083256819529109	0.22091439068460036	0.27281606197076386	0.04433597941620495	0.39832379968896764	0.054561814050607775	0.033561505358273444	0.42262710333793746	0.04658979814801177	0.3683622589660482	12	6	34	10	6707.52861852075	478.985284176903	89.78536963971692	309.2892524350824	444.0715053548087	5169.0874919308735	-6174.891197691251
