Sample	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	gamma	A.1	A.2	A.3	A.4	Theta.1	Theta.2	Theta.3	Theta.4	psi.height	psi.treeLength	D.treeLikelihood
23480000	-6618.9753983139435	-6163.147375638751	-455.82802267519185	0.17999887435881667	0.33508861382905064	0.21758822380749107	0.267324288004641	0.04246920385031239	0.4230454154224985	0.06619250245059294	0.026190240004083855	0.4012534327930684	0.04084920547944805	0.3351958343661435	10	16	32	4	8284.004534729787	597.2668806722356	121.64459117823284	368.61614508773704	428.3325205022284	5669.516160612041	-6163.147375638751
23500000	-6639.7609854115835	-6168.67013198828	-471.09085342330286	0.17608920130582786	0.3136110503215864	0.23361146959941764	0.2766882787731672	0.0634974349683436	0.38007626306330355	0.055077156634014746	0.04051878508415133	0.4298773283797621	0.03095303187042859	0.3878865238983115	10	13	35	4	14267.812869764084	1479.8798525047016	159.11643500877364	521.4219694136165	472.5123451919671	5967.37681330121	-6168.67013198828
23520000	-6628.99037817019	-6167.0333414820125	-461.957036688177	0.16832420205494286	0.3377720396559688	0.22715989859054447	0.2667438596985428	0.056138952688345206	0.36154853183162733	0.06128253381718737	0.025636261360455527	0.446105633578759	0.04928808672362954	0.4111097096073998	13	9	36	4	8458.63513025522	881.6861098822841	104.55665172024568	466.21451873550996	374.2884412081002	5481.872581585973	-6167.0333414820125
23540000	-6632.0816548919	-6168.868957831144	-463.2126970607558	0.1854481543501866	0.30233412015577055	0.2405750766998673	0.27164264879417443	0.06204449541474772	0.36207309161935314	0.060884327958485036	0.032870797005860056	0.44253881545843815	0.039588472543119944	0.31808217516210013	9	13	17	23	10581.467248491837	1355.6134171883605	148.22092735664117	216.27100345598447	383.76818196599424	5554.7959486305235	-6168.868957831144
23560000	-6637.6198125890405	-6172.257762678182	-465.36204991085793	0.1863772810396142	0.3058208950197259	0.23049144879467778	0.2773103751459809	0.05513788323194023	0.3881305713172788	0.05297480815041593	0.03132873265540816	0.43759254051120644	0.03483546413375451	0.34017044600313806	11	6	3	42	9017.841538416866	1795.4062531661673	108.53369592820741	170.8254348286756	340.83284523682613	5131.559923034993	-6172.257762678182
23580000	-6632.208607732201	-6159.501227742451	-472.7073799897495	0.20021835819841743	0.3039340392421202	0.22456819375700673	0.2712794088024544	0.045846099585983985	0.35710304381035934	0.06646657611590265	0.03765484674929723	0.4469218158247627	0.04600761791369819	0.31143839312599747	8	13	20	21	5092.271866086423	1551.7383449003858	271.08131997921765	167.88367539803073	372.77080300064506	5160.561227199337	-6159.501227742451
23600000	-6635.873310668809	-6167.117513594171	-468.75579707463737	0.20875147084990223	0.3110254812479567	0.22581145557762647	0.25441159232451327	0.04362570336014079	0.3395434342764825	0.06100905447431114	0.036645188411916496	0.4698054736148352	0.049371145862318	0.42573743471939085	11	14	33	4	4811.122943018046	659.0564238281379	128.59285027481704	330.7208818441284	496.40628546053836	5952.647955513034	-6167.117513594171
23620000	-6637.7873830401795	-6159.306061310573	-478.48132172960663	0.15344130273319975	0.34541848613297216	0.2306530437389675	0.2704871673948592	0.0490156442905642	0.4070973084567442	0.06426825369556274	0.030220296592882927	0.41490863308014747	0.03448986388410258	0.34484428821972773	9	15	35	3	8481.441625977026	1542.6254704070748	161.3870210373221	171.115686584939	379.56209991668993	5661.162440476659	-6159.306061310573
23640000	-6632.2973848971	-6164.27294396981	-468.0244409272904	0.2107546590335515	0.31007481989061847	0.24236631063721786	0.23680421043861083	0.041294867682366766	0.3602025400352979	0.05440824548141245	0.024599328321050124	0.4904727425910505	0.029022275888826308	0.3465220460702191	9	18	34	1	8398.780875005978	578.9307497047747	301.18256520049215	341.27039526878815	413.8533246609154	5281.784353966994	-6164.27294396981
23660000	-6631.454711053665	-6160.357565984788	-471.09714506887633	0.17527443800200468	0.34584966720528953	0.22309279293279521	0.25578310185990916	0.07213123095393414	0.40220480884188275	0.055097768327439206	0.021076732143299845	0.39719670175869826	0.052292757974749846	0.2939694821628912	12	22	24	4	6602.866762773141	493.52392595626316	170.0199344825787	456.9074469461322	335.66345921582604	4878.654412596178	-6160.357565984788
23680000	-6651.448762211152	-6176.66043842229	-474.7883237888618	0.21229802972121495	0.3141954890519517	0.21948345456894935	0.25402302665788246	0.056026064515854235	0.33485541309593203	0.057752337068876	0.034168256336782755	0.47412040264570804	0.04307752633685101	0.35659853536838493	9	23	12	18	10611.598976427038	499.4252652597803	226.85305441830988	184.33400965994718	371.1135024429891	5481.155395479721	-6176.66043842229
23700000	-6638.118585955787	-6172.281223428747	-465.83736252704045	0.1958515647558903	0.3100924351186418	0.26144043607302103	0.23261556405244532	0.06670275376658769	0.3042013738769393	0.061234650334241546	0.025543156777302796	0.4996962728125656	0.042621792432367016	0.37883907782403453	9	10	35	8	9567.313185232786	658.9241305125297	197.74212231475545	252.23335326318835	378.99140163968394	5164.442919474486	-6172.281223428747
23720000	-6611.344005430929	-6160.7666461030085	-450.57735932792116	0.1996279887426755	0.29992966596731496	0.24616986530180282	0.2542724799882051	0.06791391677426194	0.35425384500373336	0.05472793500293215	0.029074394763631824	0.44984668454447174	0.04418322391097295	0.2959534554991499	11	9	37	5	6904.978377015281	1602.9984800462844	123.1342125248526	219.28312292742964	395.92570802845074	4873.643953648013	-6160.7666461030085
23740000	-6638.612546210856	-6166.915499825204	-471.6970463856515	0.18423743702224418	0.33016947159613935	0.23285481382206627	0.2527382775595485	0.056213785997552626	0.35332357253317126	0.0517078749396362	0.026247719042986138	0.4493302533283616	0.06317679415829619	0.37739867076912836	12	15	23	12	5866.948297566694	1011.8305755800611	182.4673255981003	249.465207108241	391.8211400224519	5299.186348034083	-6166.915499825204
23760000	-6616.272492042193	-6147.140595513404	-469.13189652878884	0.1936799356715488	0.3213929416048146	0.25815848552478915	0.22676863719884566	0.04726141367241938	0.340311965590957	0.05505718791612382	0.03403573567746589	0.48632301933527255	0.03701067780776527	0.3562078500699089	13	34	10	5	6936.48814592646	313.6917929219482	109.44438344911312	480.8469533316556	426.8834457206063	5726.571048999657	-6147.140595513404
23780000	-6609.077095412414	-6150.438951364091	-458.63814404832306	0.16979079374562575	0.3513758442426724	0.20522389421492238	0.2736094677967776	0.06708527349776634	0.4137083045405487	0.050465099298528375	0.030171741443700106	0.4034156284233848	0.035153952796075506	0.31377851778547	9	27	18	8	9989.764527955622	323.23981632972806	120.60130541631496	345.6701407415517	366.02467565910206	5177.819155024038	-6150.438951364091
23800000	-6618.778354965217	-6162.923762217506	-455.85459274771057	0.20251050670401174	0.32740128232186183	0.22641344594395135	0.24367476503017327	0.05636067582235977	0.38646624120749673	0.056209932271924425	0.02994766615635946	0.4284322973672804	0.04258318717458303	0.3837555786037513	9	30	19	4	8603.249581153681	465.4556368198207	102.21211474354598	350.54803998189465	392.3391873625839	5077.816082732268	-6162.923762217506
23820000	-6645.547282671253	-6161.02885733432	-484.51842533693303	0.21433391557903972	0.3075734679895391	0.22443540444713514	0.25365721198428437	0.04510294485275794	0.32237733882496045	0.05280873283369308	0.039178754257819234	0.49660346646296666	0.04392876276780643	0.3821374415182331	10	5	9	38	8037.190687552873	1501.3201891171166	890.9802548829575	251.23000946062487	390.0982835061809	5680.84202838368	-6161.02885733432
23840000	-6632.293787806853	-6162.050228125979	-470.24355968087434	0.1947177426607195	0.32951440420492517	0.23389287456381927	0.2418749785705344	0.04145379343409974	0.33332125145798547	0.08047866109795643	0.02384075131855766	0.48082078160685365	0.04008476108455083	0.35209496555584013	11	1	4	46	7086.22436424189	834.6246656186548	384.0658057324701	259.63810774827584	369.25440759897697	5688.0125967961485	-6162.050228125979
23860000	-6635.701471636057	-6166.0246667230695	-469.6768049129878	0.1950357015107062	0.3280339830663263	0.22047067865737727	0.25645963676558853	0.05814562452232609	0.3820684948983427	0.05388675611799047	0.025888687437031627	0.43652967164226114	0.04348076538205182	0.35358486515099175	14	21	19	8	5539.334289993951	207.13667386301415	248.04499040331856	385.898144251529	388.9480515243905	5284.263519316811	-6166.0246667230695
23880000	-6634.70366218698	-6165.067496867133	-469.63616531984724	0.18753441230584067	0.35421351853963196	0.20517378602878528	0.25307828312574054	0.05155372238322737	0.4109388903982925	0.04775125166493936	0.03369091937847353	0.41807460999372764	0.03799060618134355	0.35452311591842645	15	33	8	6	7393.827755109827	160.86161791162817	97.55962245277483	437.91725012245115	376.96453590772177	5660.054085268063	-6165.067496867133
23900000	-6622.766799511971	-6162.8081080989605	-459.9586914130106	0.19753267731866564	0.30736879315523796	0.23625846146896523	0.2588400680571295	0.04708191513560213	0.41610013197726076	0.047812274505832114	0.037826569248695936	0.4088910794810688	0.04228802965154415	0.3521705226389092	13	32	12	5	9636.754088250766	153.81447212535898	137.27919147610663	403.51588379371185	413.0157272353859	5798.124019988467	-6162.8081080989605
23920000	-6610.337026591671	-6155.102111433935	-455.2349151577368	0.20337584009440238	0.3313747360775437	0.2324121104995485	0.23283731332850374	0.04612857469578373	0.3401959768444434	0.07247570725446933	0.03500525762832574	0.4708193534569218	0.03537513012006011	0.34261334408184746	15	35	8	4	6973.749195515435	160.0160132433848	215.7770101415892	424.13602783019564	384.32161120116353	4899.1182387863755	-6155.102111433935
23940000	-6607.962577375838	-6162.0532610974105	-445.9093162784277	0.17382116272382858	0.32777033255924176	0.23075710799122967	0.2676513967256983	0.052782780366780475	0.3972180285190378	0.06136095187150411	0.021708053358473096	0.43066452773096836	0.03626565815324036	0.3013364599715387	14	37	4	7	5182.074984963595	105.94754051643623	178.3163002669185	639.642076217384	397.3130518201987	5107.650475071682	-6162.0532610974105
23960000	-6606.986459860425	-6168.444543645966	-438.5419162144589	0.20335777229938148	0.31671531109337353	0.22624595722309337	0.25368095938414986	0.05961319257075811	0.38788311656388635	0.059455204634972426	0.02085753360015405	0.4358885614732205	0.03630239115701283	0.3108345978462133	14	25	18	5	7105.947897205587	85.80453358889739	93.60155592529857	269.5845524694259	405.6061741271384	4976.1971821978705	-6168.444543645966
23980000	-6614.21666429861	-6152.089958027334	-462.12670627127625	0.20286992006911703	0.32297045325527246	0.22721248610304004	0.2469471405725685	0.054121548656703836	0.3799115767423659	0.06149513009794993	0.023694167581821076	0.4410112566152836	0.03976632030587998	0.330347069896277	14	11	34	3	6402.114300413076	208.52318878821708	207.7928708878364	101.17071220530629	399.9201558344469	5229.35218773255	-6152.089958027334
24000000	-6625.385053531543	-6161.508725439217	-463.87632809232593	0.20763389051068049	0.30089556702811654	0.25073549390215677	0.240735048559044	0.04720296093722555	0.31462234843746906	0.0620481211636419	0.03222957694312122	0.505560996415607	0.038335996102939626	0.3514186111140379	13	37	7	5	5883.307551505436	131.44833811303377	102.9740877555943	294.0347709531456	440.38740321219365	5605.699834111981	-6161.508725439217
24020000	-6633.323926413146	-6176.825069252965	-456.4988571601816	0.16523394898745045	0.33984300483676605	0.20901102949849001	0.2859120166772913	0.049752485941572264	0.4045535876226898	0.06845495504161626	0.036182361739816614	0.41834746899165837	0.022709140662651072	0.37537283847608593	13	45	1	3	5905.0777378560015	157.37171394206283	641.9986416683569	295.00086897229846	469.28674500925564	6128.095702839529	-6176.825069252965
24040000	-6632.1779374319485	-6175.366066233659	-456.8118711982902	0.19084780833738765	0.33148918166109326	0.21402341676680298	0.2636395932347139	0.06018684130996481	0.34474355120527744	0.054902248058794054	0.024915793533789105	0.47920464666187174	0.03604691923030728	0.3882902834204285	13	44	2	3	8520.353011923333	159.89938940255678	335.5641586845061	98.56072577983777	463.5345140324312	6301.420467299584	-6175.366066233659
24060000	-6620.2342744410835	-6157.747289608368	-462.48698483271494	0.1933596653835836	0.33639634833165905	0.22106428235498898	0.24917970392976604	0.055293604936579054	0.375241395428382	0.0577862125081156	0.032441522152868614	0.44210643133354666	0.03713083364051248	0.34073041043410435	13	21	23	5	6682.523467840079	273.30160153705435	119.1744367254697	263.75881336726064	404.8634534392538	5554.438647697596	-6157.747289608368
24080000	-6623.562567277828	-6166.303345969596	-457.25922130823153	0.16672306975587253	0.3367446563148216	0.23934721990984112	0.2571850540194623	0.0576864417916354	0.38796014547676816	0.08863270093874212	0.025350325383924344	0.4045592770475172	0.03581110936141726	0.3201251573055607	11	21	20	10	10469.226946123106	308.58222851906635	92.90002646094418	145.7865729888572	390.3639122748898	5639.516839677939	-6166.303345969596
24100000	-6609.287136429648	-6154.022347391072	-455.2647890385756	0.1826366565291202	0.3294949707795387	0.22389800096908072	0.2639703717222579	0.045216137788315444	0.386547407613114	0.06414800498961128	0.03303950756762901	0.4405962174157038	0.030452724625630975	0.3233183584555703	11	19	24	8	7804.165904758233	288.3920008883287	159.13542774728006	418.45547035968053	431.6331140796905	5239.534361628904	-6154.022347391072
24120000	-6622.0099506208335	-6156.9133717282275	-465.09657889260615	0.2137870457627602	0.29952417343657145	0.21987069366932724	0.26681808713133903	0.054389483769141225	0.3278528211939454	0.05320889790865681	0.03205077574421951	0.4856062180778759	0.04689180330616551	0.3355477157755129	12	9	36	5	6958.042721761153	504.40153469300697	152.43907363726714	375.816443818978	476.42117871134985	6448.01151986444	-6156.9133717282275
24140000	-6632.2686091276755	-6172.188424290775	-460.0801848369002	0.2103796521666159	0.32273844514364547	0.23597754643109142	0.23090435625864522	0.04535314752954645	0.35793685768806593	0.04154711608409107	0.02841216846683553	0.4803013642023128	0.04644934602915267	0.3436099719250727	11	7	39	5	20379.92180561244	501.13822602453126	124.41815508968484	164.63069229441933	438.45004519009296	6163.974743747457	-6172.188424290775
24160000	-6628.117608343309	-6153.487925550881	-474.6296827924284	0.19562886850896516	0.31738410439565323	0.21820889885584566	0.26877812823953406	0.05533750871806268	0.37979474091081844	0.05214861426901983	0.02416586527200164	0.45398652504066384	0.034566745789437914	0.3374144309306171	10	16	31	5	8770.607752112146	839.1608547869201	274.3891979525509	446.3519630796988	421.7882691141422	5916.486515504006	-6153.487925550881
24180000	-6633.385736800057	-6157.239856717532	-476.1458800825244	0.19477381848156913	0.31339234884167494	0.22011259336744396	0.2717212393093101	0.047224968371818686	0.3536599560902156	0.06714753875278061	0.021917798399679073	0.47321613081324165	0.036833607572268806	0.3365893884828474	9	24	25	4	10323.172356547637	569.6560404644393	229.28735471521134	1102.8455302614577	457.91266425666754	6157.2006586793905	-6157.239856717532
24200000	-6634.326905342505	-6161.699943877557	-472.6269614649475	0.18091301937933307	0.31476329326343755	0.23062665732538543	0.273697030031842	0.05128412164753889	0.40277698665362294	0.055067671624117485	0.031127282413774687	0.4205783173362114	0.039165620324738984	0.3215742413052515	11	21	24	6	13814.365816024047	427.01415988296145	114.85400454179944	355.1206271150122	384.51392277352767	5513.284128265819	-6161.699943877557
24220000	-6644.259327974259	-6164.013881569535	-480.2454464047236	0.18886261526969134	0.3281755618423202	0.22882718548886272	0.2541346373991235	0.04775293868619194	0.3333353121129218	0.06864646148756412	0.029407490795145135	0.47891147453585053	0.04194632238233096	0.4052726988453567	10	18	29	5	22880.462079267065	687.6778870303783	104.20540152019203	577.3392177221411	483.02539516945626	6160.542093598009	-6164.013881569535
24240000	-6636.462779557121	-6163.9236539032245	-472.539125653897	0.18583000499296476	0.32224148523376184	0.20716503200422787	0.28476347776904354	0.05078275391037243	0.4075793341184942	0.04364399682876906	0.026608802954056765	0.43379049290529553	0.03759461928301656	0.3698690425523112	10	25	23	4	9520.55643915147	511.01804764664803	123.31774619500688	421.27283145460825	487.17827200840435	6004.2615070355505	-6163.9236539032245
24260000	-6644.908558981021	-6167.0959792024305	-477.81257977859053	0.20299702363994665	0.31341724776152957	0.2364031110184016	0.2471826175801202	0.04438899380959961	0.35626570607827973	0.07748087437846041	0.026466027589737366	0.4576887446986538	0.037709653445273515	0.35706236527334845	10	21	27	4	7876.2754659869115	598.1197121486334	198.97576536604655	500.8547277158168	522.8691670732637	6409.4065012457095	-6167.0959792024305
24280000	-6655.117879580279	-6166.088225035712	-489.0296545445676	0.1948786704481411	0.31744661160563864	0.2403006817053799	0.24737403624083848	0.04451160109387191	0.3761735893197695	0.0625039834443535	0.02729253086249791	0.4527370379503106	0.03678125732920097	0.34674810419337687	14	8	34	6	7168.329150082193	894.1663987481664	233.35344448110618	695.4999416912174	578.1540151575579	6689.183406036509	-6166.088225035712
24300000	-6646.171564234774	-6169.980822169495	-476.1907420652793	0.20059193486896504	0.3471785718695689	0.22292960999924546	0.22929988326221862	0.053511294179859954	0.33680135310185594	0.047986605696915	0.026930666877801112	0.4824383174482334	0.052331762695339096	0.35791718999137745	9	10	39	4	6047.207429743815	1372.777765495468	224.954732947571	533.101999049523	456.95218057312866	5879.752283070118	-6169.980822169495
24320000	-6632.783351505378	-6161.5942579349885	-471.1890935703893	0.19876189986935366	0.3312786215436137	0.2207062549469747	0.2492532236400558	0.041929889785297575	0.3744260616463292	0.05491741752455588	0.03311981379126355	0.4529574669360185	0.04264935031653984	0.3359666496682001	9	17	32	4	7643.64171130479	867.4058624329538	129.02646165930483	623.6112442812973	452.6013930179546	5870.984896293325	-6161.5942579349885
24340000	-6613.572849422499	-6164.348714423741	-449.2241349987576	0.2074494125045597	0.30959798041917236	0.20975854929381002	0.27319405778245587	0.05562280388882204	0.3802933196652991	0.057531810158744895	0.036379020597054994	0.43570516709176954	0.034467878598314045	0.3514136568557652	8	18	5	31	7099.956808654626	569.6064008435725	103.26707738546081	156.54834067730616	328.687166707233	4919.067971933733	-6164.348714423741
24360000	-6627.427671145847	-6172.4004259066605	-455.0272452391867	0.18279818910219436	0.31666976754853526	0.23285057050814548	0.2676814728411228	0.059205376698695404	0.3874649712288571	0.056103965977702515	0.02955695698986638	0.4231238040943124	0.04454492501057095	0.2991423951310884	11	16	25	10	6695.315934875006	500.4002699288982	99.30482536618389	234.15496846922326	384.950453721681	5073.004670783914	-6172.4004259066605
24380000	-6636.524211375108	-6162.824204625781	-473.70000674932726	0.20151151380537036	0.3121998355755709	0.22280978045225586	0.2634788701668007	0.059592890129475634	0.35634336256189936	0.0549287647828879	0.033451937577445745	0.46374348598691917	0.03193955896137689	0.38368869040100695	11	23	11	17	6788.947522524751	499.5841651802724	111.74397037968423	280.02271968606397	422.15581074191397	5704.449098519374	-6162.824204625781
24400000	-6651.045194930538	-6170.04279305457	-481.0024018759678	0.19138636612382667	0.3112357906398047	0.20100814212749388	0.2963697011088728	0.05626699420578932	0.3642794818516153	0.05447648242629553	0.03335525398840823	0.44849440111566424	0.04312738641223201	0.386497646829023	12	29	6	15	5643.943790110233	453.8750060668415	171.8438332981903	349.5964577712335	481.84241820570713	6107.574164013085	-6170.04279305457
24420000	-6641.938265407425	-6166.103036950774	-475.8352284566507	0.1865251937336103	0.3041438507150175	0.22293491083715125	0.2863960447142191	0.052782234562455635	0.3860131904824859	0.06190565913873973	0.02709025280405434	0.43412616200621107	0.038082501006058006	0.39966822660930723	11	13	33	5	8024.783374655175	722.7630841018685	235.19952778804588	796.6670165325188	422.9822483975632	6405.931559675461	-6166.103036950774
24440000	-6620.432502669586	-6174.510747452165	-445.9217552174212	0.17955181316668625	0.3436100610863058	0.23397564615431574	0.24286247959269017	0.05114337054260712	0.34198007990408436	0.07018023713136279	0.022433486600535905	0.46756359844785383	0.0466992273735607	0.40449778918520424	10	10	37	5	10095.511315311745	125.38771097761928	149.3034892138955	897.6344851427905	436.27474538506925	6126.336062729377	-6174.510747452165
24460000	-6624.255485033312	-6167.5833078734795	-456.6721771598321	0.20448916684972393	0.3466613313314953	0.21272012205029858	0.23612937976848034	0.04649545059484795	0.37916356947920377	0.04833761317813124	0.02967429090478024	0.4463259813222491	0.05000309452079237	0.3532343773263359	11	2	44	5	5754.5735453608095	6443.6961638076245	135.1142565947388	520.6950059332369	417.35132798549756	5410.7638784142	-6167.5833078734795
24480000	-6624.7337261244775	-6160.197624132559	-464.5361019919183	0.2126620170018077	0.3056237470142858	0.2148014896611401	0.26691274632276457	0.0582232404445795	0.3527782272096209	0.04170013806889143	0.027670077335450103	0.4693123204868041	0.05031599645465859	0.3613385441054162	11	3	44	4	6380.97472048193	5066.671238257754	163.61544963295333	366.53983052462735	435.81361710217914	5680.463982855708	-6160.197624132559
24500000	-6616.397602821817	-6157.869188186123	-458.5284146356937	0.18568277275863154	0.33338553420627914	0.20874516588074316	0.2721865271543445	0.0463126620248238	0.37546662195623476	0.07664801808903197	0.027579722209684777	0.4369895495632513	0.03700342615697783	0.34465350643324977	10	10	34	8	11906.140657799288	452.13655595623504	98.59344163227196	331.31494502874705	370.7376932537631	5017.581799631178	-6157.869188186123
24520000	-6624.759376763366	-6161.435779670329	-463.3235970930376	0.19715139902928297	0.3318074660173401	0.2035531310611527	0.2674880038922225	0.044539587859793825	0.391038409752693	0.045458291882358795	0.04415197536684509	0.4284132765290035	0.04639845860931002	0.3717084224287641	8	16	34	4	8397.329440832027	1138.492747138809	134.60623975626515	423.83941696347455	460.0906018267533	5827.257742228122	-6161.435779670329
24540000	-6638.506067592449	-6157.980282233894	-480.52578535855446	0.19742297051165802	0.2997930774188692	0.2624103811942091	0.24037357087526184	0.03923884497688297	0.3305347923305836	0.058084768101144296	0.03268493964204107	0.5082957455935262	0.03116090935582611	0.35900706578796354	14	16	25	7	9250.100334182363	300.7698140112494	201.13442263659272	447.53452370657084	419.377569968807	5826.981135907488	-6157.980282233894
24560000	-6625.026523304552	-6151.41029074825	-473.6162325563014	0.19679563959640406	0.32791070961831653	0.21165098882075067	0.2636426619645267	0.03863089207402269	0.3817837230763383	0.0556871377649493	0.036031904115015	0.4385652012573326	0.04930114171234633	0.3585940783410587	12	26	18	6	11812.7046642183	468.82746082379225	108.23688014751524	424.2296017731407	401.0149447642846	5460.578162251189	-6151.41029074825
24580000	-6662.918948965296	-6174.956103901244	-487.96284506405254	0.2217970544435247	0.30190675215917717	0.23841834637336773	0.23787784702392822	0.04367887937881447	0.30202210564023246	0.04931250701621912	0.024814772790387983	0.530127412105128	0.05004432306922194	0.3524795151321022	10	13	34	5	7201.717461818866	872.9315679819315	195.69327546500554	466.80994189570924	525.7185446223787	6543.049821516038	-6174.956103901244
24600000	-6633.187900041017	-6167.880574831488	-465.3073252095292	0.1916605629162243	0.3275244986938402	0.2426642048371103	0.23815073355282307	0.052770618885161866	0.38029642462977126	0.0764213944890486	0.02228444019051382	0.4165361505457326	0.0516909712597758	0.3514934444748364	10	37	7	8	4914.872393745046	385.2668542865158	74.6607361341687	353.8890420105675	395.209469469437	5298.572637783465	-6167.880574831488
24620000	-6632.61972855568	-6165.734155185873	-466.8855733698077	0.1957588345435241	0.33218844854622853	0.2274625067054218	0.2445902102048234	0.04645156223659663	0.35247731374220914	0.07526561454488268	0.024838789754628863	0.44962150372885773	0.051345215992828964	0.39409792747033096	12	17	21	12	11688.463808237453	230.64091350872036	150.5164277372625	195.74670866243017	351.52426907864026	5083.339245684403	-6165.734155185873
24640000	-6607.848331217973	-6158.2876336831805	-449.560697534793	0.2036948062101247	0.31932533956424847	0.22399425313655222	0.2529856010890724	0.035955955528820846	0.36326324329392873	0.07298706052138153	0.03314808915606876	0.4541995031032372	0.04044614839656703	0.3472777483555143	10	6	42	4	7987.371028317214	546.631917627561	187.4246470572359	634.0830425235467	385.9816903599681	5169.360050542526	-6158.2876336831805
24660000	-6619.19758517836	-6158.0061420529555	-461.1914431254041	0.19411202258021112	0.3292087605834247	0.20912518404019223	0.2675540327961699	0.051525451281085426	0.39081146321021454	0.05904469268628786	0.030185068268686298	0.4209822093425761	0.04745111521115388	0.34218543843829746	9	3	43	7	8020.924313726234	5192.563887902227	138.98035141271208	760.2428150112642	420.0342432814523	5457.137394306618	-6158.0061420529555
24680000	-6641.74386347616	-6175.7857170579	-465.9581464182605	0.20878479391397436	0.3082845851916294	0.21248865164327205	0.2704419692511221	0.04862631500803526	0.3763537392921502	0.07120549317414032	0.0364210379260242	0.4049487285238955	0.06244468607575847	0.41167753409667995	10	4	44	4	10182.148934645937	897.7582021625111	176.5321364795157	558.4901741282894	372.4079768018024	5351.547847732285	-6175.7857170579
24700000	-6627.536654380224	-6154.640403832136	-472.89625054808755	0.1868903917368702	0.32761226243825964	0.24250584543261475	0.2429915003922534	0.04905090766543321	0.39125359221890305	0.05725141886527286	0.02792119027838426	0.4408216128031375	0.03370127816887331	0.38906792061441614	13	11	7	31	6738.870548651017	336.2637075137886	416.4725962600476	206.64465171671011	422.2160696313077	5517.9220593341915	-6154.640403832136
24720000	-6646.981559033081	-6169.911581645287	-477.0699773877941	0.17468816731041428	0.3215847077954253	0.23392418794489347	0.2698029369492652	0.04790228247838566	0.3719430813781471	0.04699306349884519	0.04331830982533567	0.4523414205257384	0.037501842293552114	0.3642699774714704	11	4	23	24	5245.798798133472	479.17016911076763	470.8565271900903	278.45744535211327	459.95687360946675	6114.176534148971	-6169.911581645287
24740000	-6637.523824546588	-6171.432961263663	-466.09086328292466	0.1991577423090746	0.3561424081384657	0.21966980080640744	0.22503004874605048	0.04817059576673463	0.3669342897749161	0.07157858234806692	0.029181846450997938	0.42781019109138346	0.056324494567905004	0.3861462029651179	8	11	37	6	9296.798079267426	905.7288186432517	243.69407325435108	432.29235959499556	341.39133730016033	4867.8115413306805	-6171.432961263663
24760000	-6625.558995719688	-6154.4463424288615	-471.11265329082664	0.18685521351791282	0.3320758377706581	0.21357121116365743	0.26749773754776995	0.05637976417410994	0.37953944483259033	0.05995544232310761	0.02904826377537522	0.42864901422577034	0.04642807066905059	0.4124324427801894	9	19	30	4	7505.2245043974735	873.1429706203713	188.71786331189193	444.174882088876	420.45786874469854	5756.646183099354	-6154.4463424288615
24780000	-6628.5254296335825	-6156.113348141234	-472.41208149234853	0.19731109745796616	0.3070880376297195	0.2414221560319756	0.25417870888033706	0.06591439117433714	0.34871567312683294	0.05067826838070193	0.03625254608621366	0.4563262104414122	0.04211291079050649	0.41091382311212993	13	4	41	4	6774.8206267630885	634.5359324861896	257.28523200560755	474.3665271291738	384.33594779187916	5471.236170995878	-6156.113348141234
24800000	-6654.648297095577	-6178.952232411272	-475.696064684304	0.1700034978498079	0.32660754085239985	0.24410877172292686	0.2592801895748636	0.05685654261802596	0.36804807585898536	0.075297714174548	0.023986506854681976	0.43051869388848973	0.045292466605273314	0.38505821931297657	12	15	3	32	6656.6461646687785	605.7836185562373	198.32776819436245	197.35006273077497	337.8714281316583	5353.533444243574	-6178.952232411272
24820000	-6635.7733187677695	-6162.370000623232	-473.4033181445376	0.18546181276602355	0.33098408186955175	0.22490250294966327	0.25865160241475965	0.059405592676812044	0.35577261740336186	0.08507565085220506	0.026428165143122708	0.4395152848515591	0.03380268907294352	0.4193684614905568	2	6	6	48	5203.789857052055	12419.875460459123	2960.7346973174663	269.6322182687464	440.28168598363743	5347.982431290692	-6162.370000623232
24840000	-6628.734343629241	-6150.848901675146	-477.88544195409503	0.16929796226755928	0.33601169209037896	0.2205749084122233	0.2741154372298367	0.055486070585312776	0.3954801938504912	0.05233885180687397	0.024087673449318014	0.4317782059210581	0.0408290043869503	0.38217742729265497	7	3	12	40	8952.356620543978	12413.628964353027	1159.9064625795695	248.8849533363419	387.83922912271186	5370.918760568581	-6150.848901675146
24860000	-6630.506890519648	-6152.555177210205	-477.9517133094425	0.21252406371916827	0.28805233842033123	0.22800455087948468	0.27141904698101393	0.06855487255568406	0.31872976192124625	0.03482826776248339	0.03357566724480506	0.5028626832797578	0.041448747236027456	0.42915029984041375	8	5	7	42	12927.572735916681	7459.680701830518	795.8962169058423	218.80063354050958	419.9326558728841	5844.1880870092855	-6152.555177210205
