Sample	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	gamma	m.Hong_Kong_New_York	m.Hong_Kong_New_Zealand	m.New_York_Hong_Kong	m.New_York_New_Zealand	m.New_Zealand_Hong_Kong	m.New_Zealand_New_York	Theta.Hong_Kong	Theta.New_York	Theta.New_Zealand	psi.height	psi.treeLength	Mascot	D.treeLikelihood
300000	-1944.793753546811	-1904.1984041066726	-40.595349440138456	0.35546173279929955	0.2384288245462928	0.20598894565449222	0.20012049699991502	5.505581975407622	0.002944880117365266	0.4770981177758107	0.3620046057540712	0.0980649502828732	1.7659455420283905	0.13215911510488784	0.24883666225322768	0.03266288285855453	0.6511562579303177	1.5013829046186469	1.944237130237599	3.535275358702094	19.17150634432088	-37.13210597376102	-1904.1984041066726
315000	-1961.8698720352081	-1910.21430846734	-51.65556356786816	0.3013703249113508	0.2407751474387091	0.22008342702990424	0.23777110062003545	3.3020229848579885	0.0033213256835244206	0.5728509693129205	2.751779234818306	0.5144203491605296	0.04487283452716739	0.2979563629249976	0.17581358722712467	0.9615955742641776	0.9105675754253053	3.3161738678704737	1.3432440452649526	4.462410234747045	24.942224479588447	-46.328709608989186	-1910.21430846734
330000	-1954.7168246002066	-1914.6693134574743	-40.04751114273212	0.3346249640297695	0.20468067704357426	0.2097390800066401	0.25095527892001596	8.496910936616876	0.004854283629014754	0.0696973316567499	0.6990804990774582	0.07456488498056418	1.5350936871940275	1.0422252903059979	0.11868252524121656	0.6576267269301488	0.6421462906726209	1.0210636586634403	1.2626135660656654	3.4008644766827474	19.751952652005063	-38.38189799537622	-1914.6693134574743
345000	-1953.0368569428263	-1904.0688310901826	-48.96802585264362	0.32886953805776314	0.2174443516255259	0.2219244992029255	0.2317616111137854	7.837181914249451	0.004672223925469633	1.4879326255042051	2.229908268506501	0.10388623071682714	0.5701086258610982	3.1903731644729745	0.7467354375115861	1.111442418466982	2.5130939386565863	0.40527013322444855	0.18813150012687674	3.4877960601839386	18.432385553134925	-40.8102777345793	-1904.0688310901826
360000	-1945.968859313229	-1908.3703348721767	-37.598524441052156	0.33742389586176996	0.23827447877366967	0.1973866369195568	0.2269149884450034	6.3936988293722194	0.004711926362190794	0.49913960779512506	0.09862779056273689	1.341328225520676	2.0513331070313083	0.27372399281707777	0.25137681731746603	0.25622800462065226	0.38696910839929316	0.990545298174415	1.1726778836546576	3.3295894467364686	17.761762805950337	-35.39140785572023	-1908.3703348721767
375000	-1950.484601625903	-1909.374747489377	-41.109854136526224	0.3445000026461791	0.2319801947619798	0.22532551993257643	0.1981942826592645	6.029810188716788	0.003832158372436522	0.25181393655518186	0.06983547246410106	0.20460672162113988	1.3780135369255486	0.27868561635213207	1.007496569987182	0.589235997817616	0.8542990139473579	2.1355197551755123	1.02486437546242	3.8944099854244913	20.822468938502205	-38.640101572015794	-1909.374747489377
390000	-1962.3526599542024	-1907.1211456665096	-55.23151428769286	0.32420088282217535	0.21647552451315105	0.22896385323310656	0.2303597394315667	4.578793737209576	0.004730016176513323	6.813579555105993	1.5477699320712723	1.4974163396500093	2.169647935877148	2.194064690052962	0.058003968316044895	0.5302524448063717	3.1719256549794537	1.56225053826064	0.5852886066906563	3.18138938573695	18.412367918523564	-44.484131680862	-1907.1211456665096
405000	-1946.031320258466	-1913.9165124840285	-32.11480777443748	0.3326690797564802	0.22260215010599532	0.22639699099017807	0.2183317791473461	5.10960487093608	0.005451803174583339	0.18926601806197957	2.471044323611075	0.42424743334045684	1.6232387722368633	0.877686663100135	0.7800132450545006	1.3411661561602561	0.5068946360698086	2.6788751564250157	0.17467111134472021	2.4993851808945027	13.873385450440479	-26.38112097100411	-1913.9165124840285
420000	-1949.1513790633767	-1901.3657975292706	-47.78558153410617	0.3580033003916637	0.19673410376418893	0.2190738276605172	0.2261887681836299	6.044628757081377	0.004238804399416254	1.1269318770538141	0.5956992339561274	3.482539817184394	0.6483062471639564	1.3328413101162557	0.3580597654815817	0.1520255024079941	1.3204962774300801	0.6609352567796631	1.227850750899559	2.993732592317373	17.832742795477067	-41.944764247268495	-1901.3657975292706
435000	-1950.5219573309191	-1903.9330357307658	-46.58892160015337	0.3253858202907025	0.21057464922214472	0.22609454338334894	0.23794498710380368	5.5587028888691385	0.0037319541191235973	0.38879159461414897	2.5257921975653823	0.44910926593753403	0.87735839485756	0.3376515716958411	1.2007602595345752	0.796718157111568	6.259797392628142	0.6087930422874744	1.5513417388248285	3.713808964138334	20.7737580100558	-38.46017760345002	-1903.9330357307658
450000	-1949.5786624894438	-1907.8490594075263	-41.7296030819176	0.3246809724075284	0.2174359056163665	0.23093336469095027	0.22694975728515474	5.007074012044142	0.004166992273461875	0.38535745532694365	2.5248149281729484	0.8785195249176698	0.933243180156825	1.880694019439182	0.5671908051742525	0.21209448194012187	0.8467702784803872	0.5619100889471164	0.8258111510515458	3.843472190059826	19.06779055983203	-37.674614486795576	-1907.8490594075263
465000	-1951.3438542435324	-1906.995483238457	-44.34837100507557	0.3450014169632546	0.20884157381595034	0.22380952132724818	0.2223474878935468	7.314670397058558	0.004267552502425847	0.4298013169181145	0.32485839156292284	0.5163768702876174	2.024701606053771	0.645745822696045	0.23026709274393753	0.7733691913777003	0.28761086275218745	2.9435333664205108	1.7043987134366763	3.7791729492745625	21.027222059619408	-39.52272287936571	-1906.995483238457
480000	-1949.878162751124	-1906.24535817352	-43.63280457760408	0.34431220173236043	0.22049821887112142	0.19508520045886513	0.24010437893765302	6.662186900341571	0.0036466761409247616	1.6085890458672403	0.8088229278062135	0.7129546602964703	1.7428924697567287	0.06623175659643608	0.30596184767452095	0.4804162292872728	0.915612720928091	0.4270215080251466	1.9723804848937438	4.184904893057779	19.81098256685202	-39.17941361548482	-1906.24535817352
495000	-1946.8000303561023	-1902.7908577370217	-44.00917261908055	0.3454805120805156	0.22659578081196385	0.20028716615807565	0.2276365409494448	5.452467859831334	0.0046270290110025526	2.012933442386338	0.4475184329403871	0.4475704511502643	0.7025825980986454	0.180251763504668	0.020060741252660524	1.077424330187656	0.7465389729485135	1.874527531308921	0.7836766501370288	3.4358010299566395	20.17846614739095	-41.33322953671938	-1902.7908577370217
510000	-1949.2904047220604	-1913.860668314643	-35.429736407417536	0.3583635388195678	0.21576923444596363	0.2076350440901335	0.21823218264433494	4.918047308103776	0.004956927799551752	0.6253488995257596	0.14266425308902517	2.097377659903831	0.8804598689714036	0.7015032910174104	0.9258554646176538	0.3306807737429203	1.8538290153303127	2.9021475379130663	0.19427526044125995	2.587139083275344	15.44224194375184	-30.076998923821122	-1913.860668314643
525000	-1945.1927203482385	-1906.2036973454185	-38.98902300282003	0.32335111094729624	0.2313441739201894	0.21062742557866312	0.23467728955385125	7.586947670051161	0.004529941867937244	0.26308024033267063	3.4356084329674945	0.6995805981361596	0.5629128958539842	0.019850973235409512	0.6234596918276551	0.16060371390602315	0.43165086973114014	1.83113971746808	0.42879612735328454	3.5105785629078587	18.47794293843248	-35.62345241619845	-1906.2036973454185
540000	-1959.6962083544208	-1907.2731625689948	-52.42304578542596	0.3187014641181795	0.22778430877738737	0.22877122049372262	0.22474300661071053	6.832143633621185	0.00338878549341901	2.584181016490726	2.162664339491473	0.7566039075455208	0.5929402461127213	0.09361541733503229	0.20965007751042156	0.39004784495963213	3.9066612375415852	1.6837947286539994	0.9575940915844131	3.6005454046092877	22.67558004963941	-44.42224741483653	-1907.2731625689948
555000	-1960.587875445971	-1906.9550151410158	-53.63286030495511	0.35804505770155653	0.2323873704103102	0.19502067832887754	0.2145468935592558	7.216800953396021	0.0038319756980708746	0.33846929386398045	1.0443758832174823	0.09704717746256726	3.2999581614922096	0.365047973559016	0.3002711156266985	1.1461430911448536	1.4121791818781493	11.486118650688706	0.6639733223359783	4.390677209664434	24.608938227978584	-43.353339275234006	-1906.9550151410158
570000	-1946.6351300482245	-1912.331620387094	-34.303509661130455	0.3643518765828688	0.2129951183924568	0.20228579901721508	0.2203672060074593	9.16702280095754	0.0036415620592321735	0.5184214391210026	0.20238234677289305	0.6983772162771349	0.5707220101332808	1.4721106403269328	1.3688264879854588	1.3784154195594476	1.2024746277832896	1.0590863115425135	0.07846408232425557	3.4275617251236437	16.088907328607878	-28.197658303201983	-1912.331620387094
585000	-1958.9958493866793	-1914.4297462576865	-44.56610312899291	0.3479718511372102	0.21893930304255788	0.21773104830453746	0.2153577975156946	3.674795809856096	0.0037738058571925312	0.8075988913670663	0.03785707994904302	0.1231731423903334	0.32754882767946714	0.5860980963063174	0.6796733300995106	1.4402690157001914	1.7683045507915733	2.3682806292500476	0.4403253687899999	4.0639523102988075	21.864218151228368	-41.55836381120233	-1914.4297462576865
600000	-1954.2812482829406	-1906.4976251432558	-47.78362313968471	0.3249608863437431	0.2140241495355908	0.2104698388927718	0.2505451252278946	7.8483502814024755	0.0040586636153805275	0.6821593968196901	0.524073089878706	0.45880382579367496	1.645902105367797	2.956333046559499	0.0490908966565618	1.7220062096575504	1.5819848725630978	1.2474083092523076	0.4598471318673819	3.2456862376352293	19.54517270485455	-41.06835455557369	-1906.4976251432558
615000	-1949.6867828849945	-1906.4884018996338	-43.19838098536059	0.34373953235330784	0.21234736941518054	0.21151835791019144	0.2323947403213205	4.74783981385789	0.004905331887590044	0.1605608315419515	0.5087463587813168	0.005687107433828075	2.0204450861909145	0.015210192829181523	1.4479037116048807	0.04173060123147561	2.8841608763656974	3.9300249817447597	0.2463951862682526	3.194460953197124	18.80147313438023	-38.572321616775085	-1906.4884018996338
630000	-1948.3242249002897	-1906.5310875732416	-41.79313732704798	0.3406909706055489	0.22694506724806487	0.19192830115092524	0.24043566099546138	4.7043016444620855	0.004740679877856238	1.7511723622661672	1.010027295640555	0.02673743024633604	1.053323621718009	1.0223216438133158	0.4271696460689482	1.6835619439051854	2.071804947852602	0.3066322960870112	0.5887203539034828	3.039363570566246	17.899031697166922	-37.37927019114775	-1906.5310875732416
645000	-1953.115634739082	-1908.7938694838367	-44.32176525524531	0.34071340862252153	0.24338580871801796	0.19697783416614675	0.21892294849331437	3.7631296028534815	0.004830356855945471	18.876016678002802	1.0371494629190798	1.1919926784301895	0.793508108174398	1.2628017934511935	1.0970066707752524	1.835615527970956	4.165322862753613	0.9191154715503366	0.32952432251241254	2.9402395114117783	16.62280092424658	-33.02899579771835	-1908.7938694838367
660000	-1949.027908505419	-1903.6654460009427	-45.36246250447636	0.3339027638283901	0.23337721528261132	0.18218126016420028	0.25053876072479897	4.8021724887649055	0.0033224480714524915	0.10135022135715206	4.072134985360699	0.5645712698859942	0.917646357723612	0.07225926207563467	0.773131594175811	1.0275875286812692	0.5286903920229916	2.194351976302617	0.8563569378876426	3.7319964865713264	20.17003595578573	-39.59025142075919	-1903.6654460009427
675000	-1949.3424641015276	-1907.0055575539263	-42.33690654760137	0.32807151439579496	0.23404592347962766	0.2102547855884596	0.22762777653611838	3.948815427965561	0.003954678934851125	0.35072214870535473	0.9277715872975144	0.2439267548704931	0.1119105957078642	0.015981173449156002	0.043976339485888354	0.7449491595397411	1.7291605161726493	0.8169147243429192	1.2698600584529793	3.717209988385225	21.819414551899442	-41.92452184146977	-1907.0055575539263
690000	-1949.1151351818867	-1902.7341925599892	-46.38094262189758	0.3408379006507373	0.20956090294726987	0.22728527538147658	0.2223159210205168	4.52555839447164	0.003644433694451273	7.495717628210933	0.273318905013831	0.09826939560029267	1.1157162256653188	0.6836413503433333	0.26026146891235685	0.39296376009547673	1.5603524816941605	0.5766450273825878	1.7882413674820394	3.7662335644663205	20.76587342404268	-41.2174546895612	-1902.7341925599892
705000	-1953.5496159902211	-1908.2987153600566	-45.250900630164544	0.3239637478783572	0.23898877318936743	0.21028862188326666	0.22675885704900942	9.931754669149985	0.004199494425765829	0.7701233715984289	0.6989682521429975	0.06950858510627636	2.2844836881578368	0.6065859397448182	1.7415661513607934	0.5706555072713498	1.8504955643696954	1.3882850109615594	0.9375492479670694	3.985889961710041	18.982358785496185	-38.68279481405688	-1908.2987153600566
720000	-1950.8187253762626	-1902.0986888084944	-48.720036567768254	0.33711406034215224	0.23370579594216517	0.21935633982725555	0.20982380388842756	8.004990680587802	0.003331521691038445	0.629459589049863	0.28733783028327453	0.14086473900229954	1.1752665295733773	0.15006376746850922	0.960793581881912	0.3540651724268093	0.7997031150862105	1.3405840859072373	0.8829411492325476	3.7983559761136587	22.32640300839047	-45.85909959591191	-1902.0986888084944
735000	-1944.73039209378	-1902.7548519680445	-41.97554012573554	0.36310745285581975	0.22129928812453806	0.20412618734567434	0.21146707167396842	5.232892004873944	0.004662248284215578	2.0487533986817934	2.0001413905187855	0.11779300570284566	1.9640302913075511	1.0999432886463436	0.11989962765512613	0.36781528852473827	5.101852810338528	0.16090711094708426	0.6454069491121261	3.1181493077400892	17.71498724725016	-34.421144135624175	-1902.7548519680445
750000	-1956.4197077830295	-1914.8937773662165	-41.52593041681294	0.33238189387838013	0.23965835085773476	0.1927748466428681	0.23518490862101765	6.926107601834466	0.0046248745887801845	2.1365874688809563	0.08269483091278754	0.24423356883035097	1.6681322407352281	0.8908464949837274	0.6471592821169021	1.2985129444811445	0.7372349721201908	0.766096410982792	0.39513999870757605	3.9687230020911035	20.830750009676173	-37.819798227259845	-1914.8937773662165
765000	-1947.4268258283687	-1905.0565879657388	-42.37023786262992	0.34862319248231455	0.21021374606473453	0.19978508136221518	0.24137798009073624	6.468721851635761	0.004811773932374256	0.20198428226841902	1.0897352572652699	0.24322102315448837	0.5625687916049139	0.5027752468199016	0.40849900115917004	0.40890890491016463	1.0678696404932162	5.775206658715289	0.30740922682340166	2.9743641374137786	18.837733014277223	-38.612681345806976	-1905.0565879657388
780000	-1946.5739680186193	-1903.7233091304713	-42.85065888814792	0.30730798644625784	0.22993102452746322	0.21765277560813182	0.2451082134181477	6.320244409258664	0.004670505743584704	1.0907502748437412	2.2079080304974954	0.5118765067746193	3.5726847656166916	0.5363070466994656	1.0026174315998955	0.5973941828760873	3.550130812167119	0.2617923398141195	0.4807746502987567	2.7912778471936166	16.15849456248446	-34.32889876537621	-1903.7233091304713
795000	-1953.3625522819543	-1908.7218783875987	-44.64067389435561	0.33173057621199903	0.21953140715579286	0.2081510202617325	0.24058699637047637	5.626538596841647	0.00395731833253807	2.1057020234681754	1.3482951560646115	0.5459774493878357	1.2346194608884	1.6105020932842324	0.10663736270847571	0.11086730196455877	0.3117182193383359	0.9679932636595086	1.1240493888868526	3.8430584858713495	20.38395031703143	-40.32857553674455	-1908.7218783875987
810000	-1954.1704354969227	-1903.792315626098	-50.37811987082481	0.33994401274480385	0.2299976456296393	0.19574668824627153	0.23431165337928628	7.711417809391984	0.003728947371565147	12.924521669765532	2.158998960082462	0.5836927508069883	1.910144813395434	0.37434318884283707	1.9789201928237112	0.8995949764474261	0.5590710332489801	4.801393545700983	0.40354721436717467	3.247636891406802	19.366211269984614	-37.565261663976464	-1903.792315626098
825000	-1945.755948430453	-1907.0357968127464	-38.720151617706435	0.3291786758898607	0.220016158208228	0.19823333787589872	0.25257182802601325	5.871947588535447	0.004186985917554287	0.11045296564822846	2.6918160880802104	0.05574021710692996	2.350572863636248	0.17032389274517204	0.5437573169346442	0.6851867118128274	0.619088625705507	0.6425775516926312	0.6026815152009538	3.700078952325611	18.920545621885708	-36.03124507011338	-1907.0357968127464
840000	-1952.1643852843067	-1904.8298017946677	-47.33458348963905	0.3198700297387827	0.22979085005471087	0.22732061953678276	0.22301850066972417	5.041166650497308	0.003534441764889956	0.3781412566866222	1.507340721252608	0.8556266258694796	0.4646387203043917	0.6926016765926041	0.28870621012251724	0.9931306675357195	0.8568112989688675	1.8468526712424929	1.1632729750843733	3.691048119105624	20.2542359584311	-43.3953898929761	-1904.8298017946677
855000	-1940.4117953803739	-1909.9019206725536	-30.509874707820195	0.34751677014078897	0.21311005167666833	0.1806676775162679	0.2587055006662753	6.597440209285739	0.004787303382089434	0.007554277387507703	0.4433086428404306	0.994799982543175	2.437296458341753	0.21034766067698268	0.43283522792146206	0.593943734823687	0.30397308499176656	0.9516888954908265	1.010068500953425	2.8902286672650104	15.101139502989659	-28.822981007395455	-1909.9019206725536
870000	-1949.7622826218824	-1909.280883133988	-40.481399487894336	0.3249684408211525	0.22595517174111565	0.2224257643844779	0.2266506230532544	5.408115886190281	0.0039575919480325	0.024335858220263674	0.45112115466825503	0.5682348194627478	1.1540409156650546	0.14516633131807333	0.5020543726123764	1.3963577477512408	0.6045690345951276	2.519396700961115	1.0477787045562224	4.257388301139076	20.805771846849048	-38.36913292732438	-1909.280883133988
885000	-1961.6591851208873	-1912.0260454516151	-49.63313966927217	0.34914538835526676	0.22434172263839436	0.21616599286729077	0.21034689613904833	6.493826170040399	0.00466213581980578	0.14828693726359982	0.15589090634436278	0.23127574028731224	1.7432732901303467	0.3170606148146697	1.3033128595922359	0.3391207931147751	1.979721665405521	4.113548166197976	0.6217719126643895	4.032362250715807	23.07132115488738	-45.08739547634844	-1912.0260454516151
900000	-1956.8340088629475	-1916.7414522403863	-40.09255662256134	0.34783254578184286	0.22949370620425125	0.19770028482226984	0.2249734631916364	6.0620649761613	0.003894927786605251	1.2477315501272004	1.160969969875436	0.6058016475664686	2.2553964263874953	0.6079539932612829	0.2676027629987761	0.2865802624364814	0.46207988042528364	0.8640508536265138	1.730736157642278	3.6493043213114924	19.590990578089556	-35.47196403562379	-1916.7414522403863
915000	-1949.1958332546642	-1906.8019757669424	-42.3938574877217	0.33879880269300594	0.24141667120945892	0.21114531007211693	0.20863921602541866	4.847306571429569	0.004957163388191999	1.5761972707304943	5.073773294740504	0.29285464211298995	0.8773567970536837	0.39818640295745567	0.3004682853925469	0.04193683223474728	0.3468180452978588	0.3793692693648792	2.134080824389866	3.0295395754140158	16.475883748709244	-36.35722482679915	-1906.8019757669424
930000	-1935.1018335699132	-1903.5464214087388	-31.555412161174548	0.3427615828637798	0.22741003030118986	0.20483151577825398	0.22499687105677693	4.623334754827509	0.004565494768772123	0.5713246701754315	1.2100429810197286	0.21188309070365036	0.9207545988246646	0.14176843011460488	0.13202736433032525	0.3506973644566789	0.45887931612128247	0.3233525398148898	1.4998836406621394	2.5848790084881164	14.084182792862924	-31.142398497461812	-1903.5464214087388
945000	-1949.1627651453036	-1906.4668519180234	-42.69591322728035	0.33302193884396797	0.23306603629106895	0.20461585572335697	0.22929616914160658	3.7885019060158833	0.0039647128458371195	1.8658232470408875	0.3414628073680055	0.2765535308651722	0.43373179623578356	0.40155587210281485	0.8622162832303139	0.9689749756979316	2.154179964047751	0.7144138119051087	0.6517597325908666	3.6624941846127834	19.79802830041808	-39.89091044865217	-1906.4668519180234
