Sample	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	clockRate	shape	b_m.Hong_Kong_New_York	b_m.Hong_Kong_New_Zealand	b_m.New_York_Hong_Kong	b_m.New_York_New_Zealand	b_m.New_Zealand_Hong_Kong	b_m.New_Zealand_New_York	Theta.Hong_Kong	Theta.New_York	Theta.New_Zealand	tree.height	Mascot	D.treeLikelihood
717000	-1948.079160247725	-1900.6770820491793	-47.40207819854574	0.3440635096496998	0.21591623480612968	0.1947753553816149	0.24524490016255646	6.321948022838712	0.003731526331551766	4.849569825455148	0.07948995948314107	0.18055770502208907	0.6544261521282351	0.5559628808221814	0.9898851534770952	1.0171449281068028	0.9755431581219162	7.0986127917900905	0.31404393255009305	3.471339198414022	-39.33832552841239	-1900.6770820491793
718500	-1950.8823884414744	-1905.1581014105348	-45.72428703093969	0.3119008088932874	0.20942079066970087	0.22617522427206396	0.2525031761649486	5.770752628661209	0.0032594182032897414	3.790953221450331	0.2030929524656675	0.2039272531343251	0.7541870445326893	0.2956886218976345	0.15068506674466578	1.0171449281068028	0.9710931979772404	1.021538499172186	0.5188299586396611	4.373877771170796	-42.20866609650524	-1905.1581014105348
720000	-1943.7784053712483	-1902.2728528142395	-41.50555255700877	0.35327616276801455	0.22326436688206164	0.2174680697141992	0.20599140063572538	7.352230637867221	0.00420352139438936	1.2333548230351326	1.9460445823534012	0.2832568297131687	1.800972879440781	0.2537181307056308	1.392758022134446	0.7385951265347144	1.368485228869305	0.49225185200887506	0.7242878803024327	3.258643765743515	-35.99447534660395	-1902.2728528142395
721500	-1951.499323849951	-1908.3761670401398	-43.12315680981115	0.31677607000664443	0.2509828713562056	0.20336642016153178	0.228874638475619	3.482483667391466	0.004180594614579527	0.4559207261286806	1.0846940976675126	0.35303273128810747	3.209909046944864	0.22195592469772807	0.025953431879853092	0.8188907318572624	1.3484316315685299	0.6464606076988816	0.5120997717094049	3.359077761185802	-40.394802926304536	-1908.3761670401398
723000	-1961.0892113193715	-1906.6148084154013	-54.47440290397029	0.3452917785643069	0.2194315003066108	0.21231918880410452	0.2229575323249786	7.5118696062091805	0.004195607923278554	0.14529805830752934	1.709502122516686	0.11256192933277663	0.562632833420346	0.6333295752088915	0.006051665191592704	0.24121850431886507	1.3576941052388087	9.291437157405062	0.4064589257009048	3.9556788746351	-48.832522949468924	-1906.6148084154013
724500	-1957.7814645360475	-1902.8364314136577	-54.94503312238967	0.3262241608478682	0.2412311910789607	0.21231918880410452	0.22022545926906745	6.160124391635667	0.0029123765528588064	0.13095674649749942	0.8885786396351857	0.3817058816014172	2.895911094175156	0.43455969534748146	0.5884633782573492	0.16913322314887166	0.8423429287701747	9.291437157405062	1.5209683278880801	4.616361541182181	-45.382565132276966	-1902.8364314136577
726000	-1952.5442721280085	-1905.9134569908654	-46.63081513714318	0.3281406598725492	0.21661268500511616	0.22804393152499963	0.22720272359733593	4.397384553716389	0.0036395429913697965	0.4742975554388861	0.8885786396351857	1.1582985443550795	1.5567306334901168	0.2702274476610286	0.06350786411270125	0.17938669006034502	0.7461022648702753	0.9730543181851762	1.908501560834309	5.034331910229334	-43.74204248874242	-1905.9134569908654
727500	-1961.3618118320048	-1900.6518789338513	-60.709932898153426	0.3414429097654077	0.2191829534575337	0.21050913719085407	0.2288649995862054	4.350318744403825	0.002976550742312254	1.6563208916448473	1.8742135813249192	1.2812562767335218	3.888588041227699	1.3649313984430975	0.01075794532936514	0.5699980729288285	1.1448507499602085	1.111330484263257	1.6245273094981292	4.375366696515258	-50.30270708380165	-1900.6518789338513
729000	-1962.6672080397295	-1912.7303438254862	-49.936864214243286	0.3156423830303606	0.23304053946735392	0.2076358039967154	0.24368127350557103	8.09340614321127	0.0041349220327138074	0.14001012911916214	1.5771621513845469	1.4281938815409236	1.5364959654387742	1.3649313984430975	0.18604431488846565	0.22328331304959592	0.3132209234096695	1.601417631661593	1.9183786612447593	4.307846769939264	-44.759863831381466	-1912.7303438254862
730500	-1955.6790906570113	-1910.1770325823359	-45.50205807467538	0.34931229077837644	0.2079303770000479	0.18953349822865037	0.2532238339929262	8.821957378305477	0.0041321546058295374	1.0649638325314321	0.3062359527374075	0.7228061979613031	0.9363887533974349	0.7701447780550993	1.064344187371808	0.08649647504083322	1.0892494529728636	0.723939906836582	2.3430504906386878	4.283856494991543	-40.9190204855527	-1910.1770325823359
732000	-1959.5517969391929	-1909.93177351436	-49.62002342483281	0.34664932526172865	0.22701685807627758	0.19421971081757392	0.23211410584442085	5.381953979826465	0.0046728028971038385	0.35673318643691326	0.3213489306670442	1.8128745106622874	3.0102957002637543	0.5898318877711662	1.064344187371808	1.0080663950485342	1.2951839494757555	0.9657659251049341	0.3914615567488972	3.631377116105331	-44.28814000666531	-1909.93177351436
733500	-1967.183282797175	-1909.075858734614	-58.10742406256103	0.33253047449386913	0.21382241496959728	0.22849495689042615	0.22515215364610838	5.7380964001420045	0.0033158893367089995	0.03259528838556456	0.5345766290261129	0.6857555586111894	4.371730997414606	0.16324904341991314	1.093853048957505	0.3534837172416015	2.6782831297846292	4.0314041990591925	0.6252042899850734	4.176656646594712	-49.688664961033716	-1909.075858734614
735000	-1946.251529752166	-1900.8585551083945	-45.3929746437717	0.35261946143753903	0.21202344853629454	0.21106768184113722	0.2242894081850301	4.653469323057857	0.003137961034477771	0.3615505465396572	2.622272053470695	0.12465008338931076	0.5933846692543707	0.3243275379950304	1.59434960067162	0.5341862320248278	0.6071404967239301	3.412518084602915	0.30848319148342734	3.9650042418032476	-39.59919729140839	-1900.8585551083945
736500	-1963.9333425426996	-1910.394386303002	-53.538956239697754	0.3420362008645368	0.2020156410676322	0.22107548930979953	0.23487266875803234	5.5925973257724815	0.0027335105933975036	7.055010246852115	2.336841457025942	0.14252570716317214	0.630909976615568	0.019031189082084916	0.5465590920144913	0.8787650118551057	0.5878241472142064	3.9456445871220067	0.37102416955635337	4.3720856595103275	-44.07427705076353	-1910.394386303002
738000	-1958.6985164148844	-1913.415566168049	-45.28295024683521	0.3116439227546715	0.21769797119273648	0.235705368063372	0.2349527379892209	5.92455263690168	0.002984082632501409	0.6323011472875971	0.8718218700714666	0.24429777263308688	0.4574530068976189	0.49974120348349776	0.7862955858554209	0.5075129356395781	0.6495426992929442	2.721387142077531	0.5594865030633109	4.36850656895326	-41.200867512140086	-1913.415566168049
739500	-1957.6052805407637	-1911.310943666106	-46.294336874657844	0.32821026986076396	0.23517299705298805	0.20641143695633088	0.23020529612991805	5.183648114801054	0.003931012369944384	0.47327495672203196	1.5080034996919043	0.10796937184932531	1.5809898884874736	0.05396492448542087	0.6512704216839721	1.2334355985134655	0.39159090462990853	0.6309718148168068	1.56315519806918	4.326114987422269	-43.312106245348545	-1911.310943666106
741000	-1955.0832375269583	-1909.734286213827	-45.34895131313132	0.3568120612763593	0.22943239438323054	0.2144241643451602	0.1993313799952509	6.317460192900024	0.004540804700720453	0.8336937699698541	0.11039739747133977	0.9852050108036776	0.23222938500058374	0.31647813054235974	0.3137013157127247	1.2334355985134655	0.7786111097730158	1.0874042580593486	1.8687110257659956	3.4332996465375807	-42.721448285389044	-1909.734286213827
742500	-1949.8498577488886	-1913.157429219754	-36.692428529134595	0.3620077889277792	0.23130141711312424	0.21999633449489026	0.18669445946420726	10.399351150847831	0.004963737483624887	0.6198945827335388	0.39327860649204605	0.6849811607311075	1.9121578457286705	0.12153325106691938	0.6350403265209575	1.2334355985134655	0.3449764523941527	2.0757301862857664	0.6420416578922356	2.8300847880023388	-32.20378490145306	-1913.157429219754
744000	-1945.7242861673412	-1911.0203649993405	-34.7039211680008	0.32898586794428164	0.22697219803877322	0.2229932605521084	0.22104867346483775	4.665791365349243	0.004965902429331605	1.5018135312842673	0.04650721986475303	0.7994333951476317	1.0500771583845059	0.09687562878382831	2.4483855482478725	0.7201288155085175	0.606219511010585	0.6782261786370811	0.5958029035528245	2.930517781339205	-31.735054012480916	-1911.0203649993405
745500	-1951.03568847765	-1914.2155408378112	-36.82014763983868	0.34016484468289904	0.22108849990279072	0.20858510796508245	0.23016154744922873	3.5842928140007806	0.004893987576786621	0.3705315703045888	0.09499222169097082	0.7178911443389557	1.417087099649685	0.9894664611933829	1.8619712112589477	0.2400899090048517	0.5608881534789993	1.8219637221116463	0.8773637639170591	3.069198225319783	-33.99428532283084	-1914.2155408378112
747000	-1951.8170179085446	-1914.638351840347	-37.17866606819761	0.3493110536888567	0.20023692548543315	0.20131987622066147	0.2491321446050497	5.4465404112478994	0.005468249276831011	0.9115848272905369	0.5140341695361802	0.2114160440337463	0.8094960104018907	1.6355918956941595	0.8246746150064908	1.8370623297801894	1.0677216536988268	0.9922045681149824	0.26962976960672075	3.467225295792126	-32.95419722093127	-1914.638351840347
748500	-1948.7982469776439	-1909.232134637253	-39.56611234039083	0.30761302450102845	0.22871464494817534	0.21822791305316386	0.24544441749763335	5.4202105406776955	0.0052098279841282374	7.8378486196816	0.897386744598419	0.11915009606870097	0.9139764156071657	0.7909226756101689	0.5721114849337526	2.418655599886695	1.423683983034054	0.19679440248640342	0.5523412831751996	3.2430462630464882	-32.87290994364513	-1909.232134637253
750000	-1958.5705318081823	-1907.26732749554	-51.303204312642194	0.352687714587245	0.2374653619490072	0.20212569441633574	0.2077212290474131	6.411584467766098	0.0044044983133667845	12.050510934905457	0.2951365819235183	0.37008428223313816	0.9511315166897198	0.65772410768203	1.630567122338096	1.194101668014298	1.4997458260097412	2.0735381680860456	0.7362328152712343	4.016741805566636	-42.75093199687936	-1907.26732749554
751500	-1957.941620264915	-1903.1569218563052	-54.784698408609714	0.331796944071904	0.21957137932844276	0.1987544690742134	0.2498772075254409	3.888313176732974	0.0029118450790945973	3.9614097350039095	0.4910404853162289	0.519968542823083	1.1522386512912646	0.24942765987976429	0.14109773947705428	0.31331935830237967	0.3837540758458457	5.247032443789678	1.6212344109913701	4.6332813876687	-47.13029177477263	-1903.1569218563052
753000	-1949.4670439345255	-1903.3775150685372	-46.08952886598825	0.3556297152720502	0.2039836248566386	0.21617390303376274	0.22421275683754957	4.2999855529026485	0.0035618934453873936	0.31982116208874645	1.019098740491236	0.06519413272832414	0.08247314244499662	0.1417218556095373	0.1655335969464011	0.5070406246425725	1.0370706312586635	1.5709988056809627	1.3166602515128405	4.243443478527324	-45.20306563647806	-1903.3775150685372
754500	-1951.119743827785	-1900.5439430920405	-50.575800735744494	0.3378724527845523	0.22103564872370246	0.21533230061582598	0.22575959787592031	6.541350362591281	0.003435857290027669	12.455828181837772	2.634491695887374	0.2533308793956726	0.2640788408403733	0.04939559351524393	0.5760431958003753	0.6021895208416881	0.572044657829216	1.9772055593966158	0.7045502381917745	4.2546790766184746	-42.940109509084834	-1900.5439430920405
756000	-1953.5667454140316	-1900.9632072336808	-52.60353818035083	0.34023918928604613	0.23175846967789623	0.20594717739185492	0.22205516364420375	3.6925959914010336	0.0027850933866043915	6.239000352113422	0.38670249885251895	0.16437409940507838	1.0545355806949792	0.1099284186550229	0.09346977288419692	1.2857275719971757	2.478587488673478	0.31775905630537055	0.47459304649262263	4.830585190790679	-46.557473599607405	-1900.9632072336808
757500	-1965.3899715642456	-1905.5504630094924	-59.83950855475321	0.31352241886456617	0.24004205661760092	0.2280989369146563	0.21833658760317762	4.62976387972788	0.0032993187752701496	21.042296945443066	1.051513814534887	0.17032183641741425	1.335058893295465	0.9550941942327814	0.06629674660407527	1.9271615613856796	3.414589255230807	1.5168155042330165	0.558521877920854	4.699859511150631	-48.655769442533696	-1905.5504630094924
759000	-1960.9202450367015	-1904.2501674637736	-56.67007757292811	0.350724383281185	0.20271572706898108	0.20794741707409323	0.23861247257574159	4.498118476401609	0.0030212125386644703	12.551143891860706	1.3763983733245215	0.06233198988613948	0.897857704875103	0.25516247740231335	0.2657554566873959	1.7609102489562214	7.867012382367253	1.029710514276775	0.25195650261853597	5.041319368830187	-44.94931580803863	-1904.2501674637736
760500	-1960.277545890465	-1907.7103398435818	-52.56720604688328	0.3494969758033475	0.22278245098997038	0.20794741707409323	0.21977315613258977	4.937836765902118	0.0027269546791792018	0.9512500355600146	2.0309113987964493	0.02844801018341023	0.3316107089452088	0.23673437960881022	0.24133179828745832	1.7609102489562214	1.598542394188517	1.6712478623521478	0.2860011996986359	5.104829757862869	-46.32395883481889	-1907.7103398435818
762000	-1959.3479582400448	-1910.0742888044085	-49.27366943563621	0.3305307015991066	0.22670886410466154	0.21873464348656163	0.22402579080967108	4.937836765902118	0.003838558733510295	0.42293630424566586	0.7739300812490021	0.05198982715971075	0.37328178749622265	0.4026370084368119	0.26604216875911874	0.6318307769430651	4.1601222539541585	0.4707363536059545	1.1391166762060894	4.105727521395212	-46.59702104406232	-1910.0742888044085
763500	-1958.587324349197	-1905.7190670995003	-52.86825724969661	0.34538519196973855	0.21811018098705617	0.21255304017528456	0.2239515868679216	5.06311166552272	0.0034848611616373885	0.23652265521359606	0.608358832744812	0.40258516702409397	1.866371393885651	0.8903074337169662	0.026020660360622748	1.5463878481256963	1.2087388927042044	0.4419801407090653	0.36652719306850967	4.001401831184187	-50.20561583032341	-1905.7190670995003
765000	-1957.4834556837516	-1907.655905880626	-49.82754980312549	0.369046591420746	0.22350512251390986	0.18759091312320783	0.2198573729421372	6.272906072412339	0.00296063441778838	0.2826495527452199	0.21819734433324878	0.06159742188614845	2.902690907897198	0.6731616614460868	0.0029836709171510854	0.2872294401060724	2.2315797171900487	1.5505462227457132	0.47583027142566114	4.251221222118855	-44.91377984050761	-1907.655905880626
766500	-1949.2593541632577	-1900.0947821002817	-49.16457206297595	0.343590427741542	0.20309613335711027	0.21107390172788917	0.2422395371734594	3.7394635457913394	0.002969428329869434	0.5704205544926991	0.17109519562465603	0.21054626852153702	2.6878274269314444	0.6731616614460868	0.026043502807717195	0.3044790488498274	1.6549656878426597	1.6037273655324167	0.7137588298412186	4.729938746410604	-44.818129687695745	-1900.0947821002817
768000	-1947.662023189427	-1906.7854697929738	-40.87655339645314	0.325384157719247	0.22636580546822532	0.22282615704220513	0.22542387977032347	4.515760013240349	0.003949392509419702	0.2529808721037976	0.06441272458218415	0.042716375305571784	1.3275579854050163	0.06439237692469298	0.2569960879610866	0.9975049444194737	1.1254229791580235	2.1571243502818214	1.3288055641806187	3.9825156118805007	-39.12709105604298	-1906.7854697929738
769500	-1954.98629988932	-1911.81727630272	-43.16902358659995	0.3416468347343843	0.22404785010918277	0.2030305256745085	0.23127478948192534	7.546334568973341	0.004109545849822238	0.9079162014725299	0.22392834504841314	0.2162839788722232	1.1210344964490222	0.030339972968979067	0.3151853880219744	0.6627358808277025	1.0361750636393452	2.5943783927287525	1.8471056042037264	3.8551149949081265	-39.133271905929746	-1911.81727630272
771000	-1947.946173406722	-1903.8015648678684	-44.14460853885364	0.3396057202356536	0.22404785010918277	0.2043837074219854	0.23196272223317912	3.7833752643254543	0.0035713379776966124	0.6914593927854275	0.35306600448701886	0.20275269547599556	3.2952829442556646	0.10505913687801917	0.17725099263987262	0.12339787833187449	1.9028792591883126	0.8589707644036996	0.49531544990505494	4.431731386053065	-41.2040338269066	-1903.8015648678684
772500	-1955.4827413911717	-1905.7882240481538	-49.694517343017914	0.3362807469949878	0.2198070560199633	0.21760322646136465	0.2263089705236851	7.817181891637092	0.002897476493086534	0.23387431721427057	0.7504458672625698	0.017994104530658854	5.465773926385659	0.12977534549618994	0.3827880592307516	0.1655981997850619	1.787001693096478	2.493696464803797	0.9512447930550997	4.98687178821973	-40.85178046167365	-1905.7882240481538
774000	-1948.628466716651	-1901.5688453525956	-47.05962136405531	0.30962175272376685	0.2244314103261975	0.2284461081554649	0.23750072879457163	8.103880141092375	0.0032552511179428866	0.22713741170176222	0.6745316822661599	0.5274626645946768	3.1002180989194232	0.06442078826240995	0.4129535090045775	0.18415487932345287	1.4876548129857126	1.2228029266289167	0.862461121385139	3.64725959483352	-42.42157792513966	-1901.5688453525956
775500	-1953.150635349891	-1903.4126345230068	-49.73800082688416	0.3304651360769542	0.21506875485855032	0.20660742848167343	0.2478586805828229	5.379781857400268	0.003236489992876967	0.4398100287714274	0.3845115436815425	0.08718353494146651	1.6430816067367977	0.1760695924349169	0.09859350839599808	1.1493180581611084	0.7905895687900957	7.962375904091145	0.4021941747860095	4.2011754686029965	-43.664229363657654	-1903.4126345230068
777000	-1953.4450833691842	-1905.2553328499828	-48.189750519201326	0.32675781682359345	0.21707030493753102	0.20556674729694105	0.2506051309419353	4.423488518669952	0.0032367882557189044	0.9095785360788866	0.46804292563516564	0.30790044598255506	1.048295893793868	0.5851532530002224	0.4064863991587797	0.2639983898203205	0.7641056333674002	0.3488881103128516	1.4272655124282712	4.169529620379555	-46.04089849519608	-1905.2553328499828
778500	-1956.6995037624783	-1901.8215630936284	-54.877940668849966	0.35202843012196966	0.21286699567991482	0.21331325030396958	0.22179132389414677	4.03322279821709	0.0029527845391296792	0.44792345579023174	0.5152890246533639	0.8868091950618889	1.048295893793868	1.0272620521302123	0.37196796749234634	0.7061574210753035	0.3784632345149468	1.5372350167331836	1.4233596232904726	4.300967929477175	-50.604626784025925	-1901.8215630936284
780000	-1955.3515514205624	-1908.164607837022	-47.18694358354047	0.34170628613568066	0.2262058076790276	0.194580188015225	0.23750771817006752	4.00602765651329	0.003460809722693995	0.5363724239309879	0.12318604657020461	0.5062639041882909	0.21555659311746553	0.1528103260961545	0.32185677211825164	0.6471901470850013	0.8587385562997052	1.6123841650562805	0.26947192153026056	4.588526798221366	-46.78732753643193	-1908.164607837022
781500	-1949.178536719683	-1900.1583900650342	-49.020146654648904	0.3388810454598802	0.22521459715652942	0.217135767699074	0.21876858968451712	5.560687777870425	0.003492824836490364	0.5990172984096072	0.6691126503334	2.325564898506979	2.0504846191586297	0.7068123018411856	0.684470626976419	1.0363469137714616	5.702498371754467	0.8757494972328795	0.20206571054511865	3.546226677072466	-39.82293922267756	-1900.1583900650342
783000	-1958.4798292650632	-1913.5852627846705	-44.89456648039279	0.3726058503671352	0.2068498624722966	0.1845013469590863	0.23604294020148267	4.41367867088792	0.003465341121927287	0.1672427461117811	0.7993832387070717	2.1679902160993443	1.308084147897916	0.49402374806094446	0.23084588712758625	1.0154573118337606	4.3411502636572035	0.7707810669969373	0.5370696596791982	3.175431624429254	-39.18892289252843	-1913.5852627846705
784500	-1953.0963896180638	-1903.8327194029496	-49.263670215114274	0.3316632925744326	0.21158579532994948	0.2106169494368478	0.24613396265877088	6.553476796761431	0.003988278712786429	0.3910009686204965	2.4052033891757576	0.8654517891636465	0.9023328584721741	0.3811349362096874	0.13553935096448572	1.3796017139782863	2.9353951481641634	1.233588225646543	0.7040709747075589	4.578616279707345	-43.275681619613934	-1903.8327194029496
786000	-1955.6338975413912	-1909.2757984813713	-46.358099060019875	0.3243553254896673	0.2221430223911818	0.2220836291948584	0.23141802292429328	7.029854574113297	0.004318046474062252	0.7869935061431428	2.342276540547398	0.8654517891636465	0.8409210019555052	0.29889607349068614	0.05423451434083796	0.9499840169518453	0.5071787290213359	2.015872228472803	1.4149258021280684	3.783397693151541	-41.249124851129714	-1909.2757984813713
787500	-1947.6020566405448	-1907.8803186454081	-39.72173799513668	0.33694473030246935	0.21643053921669494	0.2125825907195302	0.2340421397613063	3.6714275724163747	0.005034650323830342	0.001928845235915623	0.5949943324554948	0.05593934530726964	2.2171319360068678	1.1263169162236624	0.6731419925897186	0.5434993417897781	0.23472936393650637	12.509283988307885	0.8868591115663154	3.0929564496947783	-32.495453826685186	-1907.8803186454081
789000	-1952.455181707064	-1902.9401003469948	-49.51508136006923	0.33460410101179144	0.21131422810396516	0.22594880967195963	0.2281328612122846	5.108377989780605	0.004303659115610119	0.07146664769477047	2.2725349397075965	0.031806922555049987	1.8485784112963952	1.1263169162236624	0.19869227714662957	0.3283976081052445	1.3533944364102517	9.995394929827158	0.6506432020594066	3.865641303589507	-41.8904593987178	-1902.9401003469948
790500	-1949.1982960204825	-1900.405030707321	-48.79326531316163	0.3479192086857572	0.20713350422434573	0.19992606910923127	0.24502121798066662	5.9419665417498315	0.0033937316662226162	0.6259486368471474	1.4528468087629172	0.2566369578849028	1.8485784112963952	2.1932750076147602	0.06671133779934212	0.5585761615386745	1.5391183878541246	1.705467411827014	0.5863385299981057	4.274498535394232	-42.388485576706195	-1900.405030707321
792000	-1962.8904962334166	-1909.2128556709758	-53.677640562440736	0.34994040320132563	0.20539091661507805	0.2047088134999669	0.23995986668363023	6.492717091409465	0.002636043947590163	1.0748565931636807	0.8839643302416333	0.38002935039073366	1.1454521461580691	0.40498377739844904	0.5552184759277354	0.12553225949990768	0.6796515989099846	0.6308045376917724	1.277924893847892	4.737986177375586	-48.87931478096268	-1909.2128556709758
793500	-1965.524037269402	-1921.391004818776	-44.13303245062605	0.3105491123157087	0.24808149755151065	0.20191794166801202	0.2394514484647694	4.157851534810283	0.0045020777276052115	0.6214164973822939	0.7240276000387241	0.7781761218267319	2.699956611908147	0.3794542943721988	0.6188671863276121	0.6011972753523146	0.45500140887201224	6.447152240148202	2.0047917762970324	3.8624830830098107	-36.439264175926326	-1921.391004818776
795000	-1953.7273340570232	-1909.032346250101	-44.69498780692221	0.34741508802821197	0.22401665682589264	0.1997299550344097	0.22883830011148648	4.6428389810488975	0.004283338258780851	0.3380376474440264	0.13857379683767185	2.261557879443315	3.230216279297187	0.504568299747544	0.4965471921752862	0.772211526173654	0.4396899749170905	7.122842435697702	1.4644515536157867	3.0997054482161763	-35.84460237622786	-1909.032346250101
796500	-1948.9040729480175	-1909.3491929813395	-39.55487996667811	0.3529866521919288	0.2129758342999859	0.19025495552562122	0.24378255798246487	5.684739352016034	0.004758727855464173	0.2734618676335032	0.2769133514742109	0.4429786311896092	3.230216279297187	0.06783388167946118	1.0308251439923821	1.6952854177952141	0.3684013172047384	2.9101451541825716	1.8781162642302358	3.1997255990103146	-33.16840238340621	-1909.3491929813395
798000	-1943.6754737656265	-1907.1159109716646	-36.55956279396207	0.36216074267289894	0.2129758342999859	0.20247918544111304	0.22238423758600293	4.16526765984221	0.004689469701611964	0.001955250407466869	0.01895132996236705	0.5478756365235988	3.6160937274389924	0.24990941704987196	0.09490371150494203	0.8922134921292937	0.8024667833906658	1.4926020408449523	1.0756528502570792	3.2815571125229313	-33.8164733800376	-1907.1159109716646
799500	-1948.2105448933507	-1914.9541934405597	-33.25635145279103	0.30577107332151604	0.23460639487611282	0.20247918544111304	0.2571433463612589	6.5381041694692215	0.004538413102760219	0.1302205399226061	0.054225293069114534	0.6001428326591687	2.2563958528477945	0.5224458477903531	0.043566211083908436	1.8012833899851777	0.5392130606465315	1.4139644673262748	1.0219040976595906	2.876988755424607	-30.583003092200325	-1914.9541934405597
801000	-1952.6117157458161	-1914.8025647297482	-37.80915101606791	0.33245430129044573	0.23254171885710567	0.21436355430235193	0.22064042555009744	5.417519404676959	0.004348955376209291	0.006966202889679567	0.9952965756782058	0.6171129633763119	0.7788372871049518	0.36152172700386315	0.040716462481909875	1.8012833899851777	0.42934934959391874	0.8031380556751593	0.909984875493395	3.673884890406174	-37.180597312485226	-1914.8025647297482
802500	-1948.5347070388866	-1902.7291357311249	-45.80557130776176	0.3113095087072358	0.2281508583209252	0.22423654624040862	0.23630308673143113	4.907754382339564	0.003824942750560983	0.2101645196509129	1.6507487953421318	0.6171129633763119	0.17619120980786743	0.4223095379092127	0.6606966913131217	3.752832333252255	0.28873138858831077	2.015928229373555	0.4593146658948132	3.743654349978452	-40.967897275242514	-1902.7291357311249
804000	-1940.9416395713477	-1902.640099797625	-38.301539773722595	0.3410826867570766	0.22314809969530416	0.20902112021555824	0.2267480933320617	4.356830630336155	0.003203481871460213	0.4356085972664748	1.4772931390042345	0.1436557560219972	0.40446334252050903	0.05971154775177849	0.5659381909193981	0.4989717711105537	0.5975477524099042	2.381761764866957	0.369375230681661	3.7260615360171263	-36.00354527391845	-1902.640099797625
805500	-1946.2482224552305	-1904.9902645089605	-41.25795794626985	0.35765440909146035	0.22781445452204882	0.21597429364863693	0.19855684273785457	6.099615626418135	0.003929305133752752	0.40700013384380446	1.1053414473510856	0.27992249268079006	0.4616931194770218	0.26291921834900206	0.14057591843855888	1.672253078088228	0.7340560529018854	1.5793103612476507	0.32754934091649834	4.554561311396507	-39.20751293033172	-1904.9902645089605
807000	-1943.299369531142	-1907.3630491906174	-35.9363203405245	0.31929542483695583	0.24503188056125672	0.21346594778540584	0.22220674681638228	7.198438554269902	0.004328822415558392	0.40700013384380446	0.10750324265413085	0.014841093365728515	0.6784929000987607	0.43343026111495614	0.1937839879160205	1.1513821537306883	1.9556526520756852	0.6506351971416772	0.21774572519159796	3.8176823339833676	-34.84234301792636	-1907.3630491906174
808500	-1947.5791146433683	-1905.2135545649048	-42.36556007846347	0.3521451029775226	0.2052174369480449	0.21125178841228207	0.2313856716621511	5.968070479990677	0.0037344488171059866	0.11363365676446205	0.13481435668590902	0.029212944002310743	1.0306982090406118	0.5523865852877904	0.4897212137316055	0.628644060218313	1.9943142551735251	0.87569631282387	0.4979483885482876	3.764921907525612	-41.49194470564381	-1905.2135545649048
810000	-1946.348915349168	-1904.3178142874106	-42.031101061757525	0.33837010111033966	0.22178227941834333	0.20623798404072036	0.23360963543059726	6.6846317611729145	0.0036483543526945605	0.06212689010801999	0.11285613747898197	0.26176089549340154	1.1433942714627325	0.07865095900911333	0.24300074940453392	0.08005414983689567	1.5277277826420477	0.9925782613583658	0.9479282344746749	3.513058998502804	-41.98818255205504	-1904.3178142874106
811500	-1941.3659098635978	-1904.2317961422655	-37.13411372133241	0.328657972204669	0.22270259568629142	0.21104091655719934	0.23759851555184075	5.362845909796665	0.004520091758757798	0.1833434823342887	0.32305850632747213	0.2527287197268151	1.4507232276280357	0.019504525161942655	0.8073939845062683	1.091953676998404	0.6671485122536678	0.501024930845995	1.3038554278904577	3.404493156084098	-36.3640392042578	-1904.2317961422655
813000	-1947.8800359342254	-1903.4686621596395	-44.41137377458579	0.35615163908801123	0.22272276250647355	0.2025078177985168	0.218617780606999	4.392186664876422	0.003721072758541941	0.44937344144452973	0.3672554464042867	0.2527287197268151	0.9511714536675627	0.4374101731197129	0.2598489199205018	0.37323502090005156	0.8574770369025484	0.8580463215388715	0.7702459314915727	3.6307150137291386	-44.17036432774745	-1903.4686621596395
814500	-1950.2451053861591	-1904.8492373147162	-45.39586807144302	0.3425706883805281	0.20869998261627318	0.23171056429354994	0.2170187647096492	5.954196554598596	0.0041772719695551165	0.21890684893506754	1.5714063476539286	0.17291248118587813	0.31036678261468786	1.365000227417528	0.1448234498252501	0.17231780058529278	0.25561479415813937	0.7840153898949416	0.7805870390919619	3.2808649184792937	-44.845306402608394	-1904.8492373147162
816000	-1951.1029470216	-1912.418591704354	-38.68435531724595	0.30162762767134166	0.24631523298821772	0.2102476855178191	0.24180945382262187	3.695528862048767	0.004703311229989408	0.3216035445794276	1.1505777529982504	0.17291248118587813	4.308849805679991	0.6810607358108798	0.018170594234694085	0.3277254612770914	0.8380533696971084	3.1328979973477877	0.6958239035174779	3.4572345286072257	-33.55728643282239	-1912.418591704354
817500	-1944.355686336111	-1903.8596479272219	-40.496038408889014	0.3232330391896103	0.2419495726832981	0.19572729285828397	0.23909009526880798	5.166442387489637	0.0037825844486670886	0.23766171993037924	0.09873362469197008	0.8891383424276722	1.8589329725133723	0.4983936866005584	0.03243883050086172	2.3981888289909117	0.42791491354697825	3.4291530895354807	0.6198553818568198	3.7102577830092973	-35.809984458091826	-1903.8596479272219
