Sample	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	clockRate	shape	b_m.Hong_Kong_New_York	b_m.Hong_Kong_New_Zealand	b_m.New_York_Hong_Kong	b_m.New_York_New_Zealand	b_m.New_Zealand_Hong_Kong	b_m.New_Zealand_New_York	Theta.Hong_Kong	Theta.New_York	Theta.New_Zealand	tree.height	Mascot	D.treeLikelihood
1596000	-1956.4300753862503	-1911.2893038590066	-45.14077152724374	0.3372248742540836	0.2176542406752843	0.2123093806590458	0.23281150441158735	6.051497868788273	0.0036695691688590714	0.2192436681179851	0.8293890279833509	0.04718832533490645	0.47581953367059987	0.26938189286768915	0.23845796758060014	0.4684872257096234	1.9732228425839735	0.650949504653314	0.7756741964974133	3.4605237200083536	-44.38766554832585	-1911.2893038590066
1597500	-1947.7360426394923	-1904.64195304733	-43.094089592162405	0.3600022272639469	0.22307502585863576	0.20113520797871923	0.21578753889869914	5.0815950262499365	0.004183567585640789	0.46786796127425556	1.2012120513280056	0.02039149597001191	0.7650462515528886	0.05649979861210163	0.18535489171800015	0.7113589877017269	1.760842234398252	1.129972441790754	0.4412106642703537	4.139699446427279	-41.76260647866141	-1904.64195304733
1599000	-1945.8715022644708	-1910.8970311854778	-34.974471078992984	0.34113269887149233	0.21457084648623628	0.2086048334312618	0.23569162121101056	4.550570430749427	0.0036642216970834605	0.0050976048455507435	0.6746480202687376	0.06797579814217476	0.22717778711022346	0.002591705703373547	0.31309865034509043	0.7113589877017269	0.7010150532497997	0.7877520623520856	0.5303293140162253	3.6719369755833915	-36.79736801519714	-1910.8970311854778
1600500	-1955.877694769693	-1907.9954882807622	-47.88220648893095	0.3383651607562188	0.2328942453661195	0.20347999430502872	0.22526059957263384	8.079482727599494	0.0031514796171089672	0.030334043521500615	0.3568799135859879	0.27839541849718447	0.49803955436473024	4.910623283588073E-4	0.09931105398973475	1.4475168736165398	0.9517845769168972	2.029917597181907	0.5303293140162253	4.533565638772178	-46.13463519396526	-1907.9954882807622
1602000	-1951.682509947422	-1908.6973056669915	-42.98520428043052	0.36197793386241145	0.200493720790901	0.20500329580061483	0.2325250495460736	5.539519298555922	0.0030095026693446594	0.40155609737238585	0.4382479131088016	0.1102665857482952	0.8515397387191197	0.01236235502539371	0.6641001849362557	1.2985704006556493	0.7076250382993645	3.8092798532463616	0.5682791527061339	3.9192502721027767	-38.560580813282016	-1908.6973056669915
1603500	-1956.1424540244266	-1907.8482767916444	-48.29417723278224	0.34708900643706375	0.18717264010891183	0.2355733843755473	0.23016496907847794	9.230728503245166	0.0034923078513721902	1.2172596402974933	0.7732716438207973	0.1400319873367613	0.17372901349447256	0.017271163713622625	0.7466612858885331	1.2700635340361122	0.9425397980223943	2.8116509548279174	0.49188206367852366	4.001661241740096	-43.67600972584731	-1907.8482767916444
1605000	-1958.747361364554	-1904.2031270643613	-54.54423430019288	0.31418065279051255	0.23041920348113287	0.21400262056789907	0.24139752316045632	6.5366124239706025	0.0030736450699857835	49.27958829773277	2.7264550715419498	0.34064099066671444	2.5398777131587678	0.044285946491268866	0.6380151893460146	0.904228611751349	0.4109929757605425	4.6883704012586715	0.3140078665381505	4.160604837890395	-39.45441921754106	-1904.2031270643613
1606500	-1954.163460131796	-1900.0166848297208	-54.146775302075184	0.328452100313097	0.22092431454146733	0.22296263863691146	0.22766094650852509	6.0100510435324	0.002773030774341631	5.8997873253889015	2.825734121159829	0.11797749325793032	2.2734464562376053	0.10013846813160462	0.09545430222446982	0.8036176006011302	0.9473410074288511	3.422235769011124	0.3049410251822457	3.7280883591191403	-43.29708964288347	-1900.0166848297208
1608000	-1949.4527947604417	-1900.0598079576962	-49.39298680274551	0.33362207734887395	0.21293707581348498	0.21136852010318632	0.24207232673445558	5.826595541831764	0.0033879032479494486	1.134985507562559	0.8975514597126723	0.1539247577787879	1.4243945875597173	0.03270804693891157	0.059131514936332175	0.6517821852282752	0.49606203737714005	22.696671950534874	0.667673853834376	3.5858874317799896	-39.21570488317728	-1900.0598079576962
1609500	-1957.9442356150419	-1905.484513267279	-52.459722347762806	0.3608328180589656	0.2216538643371126	0.19448288755327156	0.22303043005065107	6.026656773846383	0.0037013080838659354	0.5840077706929562	0.17062810118937635	0.6085591922485171	1.0145860103092679	0.1433811472317839	0.4704429986876735	1.3441404369766878	0.5706428147212547	5.080882804301371	0.4542495863878616	3.237077472130148	-47.83705674790121	-1905.484513267279
1611000	-1944.7165495841518	-1903.2397758607588	-41.47677372339307	0.34044687816095337	0.23702412931091513	0.19859137348104108	0.22393761904709122	6.398213266130436	0.0042750007053507875	0.672145220989308	0.11694292919926036	0.6431660216839717	1.9718671231041407	0.9018734789147809	1.5916108852088273	2.62715209436772	0.5797190916794485	3.971359178385548	0.23330123424312388	2.9390277972351804	-33.48341034867778	-1903.2397758607588
1612500	-1945.7113328189128	-1903.054127549758	-42.657205269154794	0.3123392172449176	0.235698592358614	0.2210467564409235	0.23091543395554565	5.519744296790937	0.005139104342535317	0.01680191415136685	0.26581364314742245	0.5593383483223536	0.6326319679777861	0.05422848617323897	1.5093886270050203	1.112026838428015	0.7351608842489932	2.478321077559281	0.6659505307981715	3.2139565654002853	-41.08134006568736	-1903.054127549758
1614000	-1950.7279590859862	-1914.825432845285	-35.902526240701306	0.34579341416493925	0.21139579577744286	0.24124622492800105	0.20156456512961757	8.244485494352508	0.0037325643007509093	0.2786872046974291	0.44015430050747023	0.060957591913255525	1.2000675037276465	0.3096311636375329	0.7429578965806042	0.6621879908832868	0.277014412931411	4.196556915896776	0.3394262180307141	3.547204358386866	-32.297863957246044	-1914.825432845285
1615500	-1942.9487920321794	-1905.4695524481394	-37.47923958404009	0.36817561676990734	0.2077959331267639	0.18877837344824788	0.23525007665508166	9.219313857324671	0.003773292636216437	0.2062469265274255	0.564823507256016	0.21682002153143878	1.375521985215138	0.14522481355788297	0.13187566795969144	0.687977617842473	0.9149521775177089	1.552208393588524	0.31354975201714874	3.40918447302331	-35.70270814379338	-1905.4695524481394
1617000	-1951.6895978245932	-1916.6298800694835	-35.05971775510959	0.31795346548801984	0.23411843415567662	0.22518541369102305	0.2227426866652813	4.81858142355714	0.003811757713457739	0.1412407921674598	0.2301605104236978	0.09160219580187054	0.65256831456596	0.18534686275055062	0.3718105318179038	0.13479080228779677	1.206616563669905	1.3798477970800374	0.2013627006004495	3.7780174597006013	-35.80408064767944	-1916.6298800694835
1618500	-1959.1258701107301	-1912.912378690065	-46.21349142066524	0.2971449616621462	0.22166231947282317	0.2391603650702643	0.2420323537947671	4.047115093022922	0.0036256203598937138	0.22389956778511153	0.185814394951002	0.278325775921044	0.4940496324232313	0.16128899739924743	1.0227213964905808	0.8623473845305375	0.8825981625446941	1.7634750537828914	1.355530036973933	3.9585089243736857	-44.71902364770101	-1912.912378690065
1620000	-1951.661103358267	-1906.9792980069167	-44.6818053513503	0.3491278387705322	0.21482527308379987	0.21437853256889436	0.22166835557677436	5.686307088679863	0.0041456938135718685	0.3827753043181605	0.2092975750391871	1.558175875989463	1.5917126028063042	0.43649094905508823	1.0903501719312878	1.5290141277554807	1.006486674082051	1.8252796813860341	0.897031089725681	3.0418507775497545	-39.5615019898491	-1906.9792980069167
1621500	-1947.4085756646873	-1904.9922710343187	-42.4163046303685	0.34595386991842475	0.22035337420919224	0.2018462331771772	0.23184652269520653	6.435168256822186	0.005059753447366993	0.15854226181855127	1.1349710276730742	1.558175875989463	0.3779252546052622	0.1710785355506562	1.5346435492371497	1.3639980428828855	0.9575691111125947	0.9275702176804651	0.3563246441601512	2.986745784144869	-39.33908767036948	-1904.9922710343187
1623000	-1942.2651373064652	-1904.9316377793625	-37.33349952710265	0.3398486073196286	0.2194107269070287	0.20482852651449351	0.23591213925884993	7.9948128751763825	0.0038815329750362167	0.029762282332875208	0.32447277435074895	1.277838135487151	0.398395812242544	0.054914439483903156	1.100399625815583	1.9181558361443067	0.7242850636663053	0.936061622285084	0.5553759085718522	2.9369150469771133	-35.42117878973986	-1904.9316377793625
1624500	-1942.4589378171486	-1905.2626371151632	-37.1963007019853	0.3432010131602996	0.22394076845561436	0.20661720152052723	0.2262410168635596	7.895607411060439	0.0039089718746538	1.8272097936283045	0.235543278658661	0.9318730785764782	0.9250331040868293	0.3608701939531963	0.37098223097852395	0.6899136600718772	0.6173696309919948	1.1683677880542627	0.34307360258957387	3.327377057324007	-34.210698884403	-1905.2626371151632
1626000	-1943.0623585711235	-1904.751963774987	-38.310394796136464	0.3400926184620965	0.20449404710432514	0.22617321632250767	0.22924011811107148	6.890546918765145	0.0037833431990041983	0.25508625341760616	1.0921848914293093	0.34442305933009837	0.5313723042215918	0.16228811844299323	0.31378769735820516	0.3390939858658787	0.8886528213871486	0.5504698392543768	0.5899682969712171	3.1667924445056426	-38.18152544314037	-1904.751963774987
1627500	-1940.6567305483375	-1902.68798604946	-37.96874449887747	0.3198358080376432	0.23495154433853552	0.21246927684981096	0.23274337077401108	5.387859103119756	0.004904250176448765	0.48765418830831714	0.7649474048458658	0.34442305933009837	2.995390046240512	0.6381628937937524	0.7224314440058378	0.3390939858658787	0.8029145016831575	0.7876915919950721	0.49854983791732627	2.8935879794907855	-35.0444421894601	-1902.68798604946
1629000	-1945.588536507228	-1908.241177141753	-37.347359365474844	0.3208034636072739	0.2242095862381783	0.22289823020255997	0.2320887199519886	5.059115653347276	0.005599938616457846	0.8507781188250285	0.033481155093933235	0.33265401154455415	1.6602591498906336	0.7872403873044888	0.3403859491842188	1.3218421087646632	0.8029145016831575	1.0617578433381325	0.5076806320825086	2.88313398915406	-34.83758825579861	-1908.241177141753
1630500	-1941.8567940546598	-1910.1676771619705	-31.689116892689366	0.31859321046149225	0.2313572346012468	0.22565248882326652	0.2243970661139953	4.886462176198373	0.004895209628798657	0.9576785144807299	0.48929062695386244	0.5470646959871154	1.6406284643563416	0.21824654340596963	0.2733906348051753	0.1401162607695855	0.6917590984370137	0.8195337575410943	0.9337704327369659	3.246688368391821	-30.47946983356534	-1910.1676771619705
1632000	-1941.6138680763531	-1902.681472931462	-38.932395144891196	0.3410355436723526	0.2313572346012468	0.1936986498109387	0.23390857191546266	4.634968719092023	0.003935696417099424	0.3199991192018092	0.691832058524767	0.09646459907965016	3.0433540357251814	0.764350093002627	0.2325616256241323	0.19228916815313238	0.7217566731335321	4.413338226584409	1.4178483960346442	3.519754949723987	-33.46589884556955	-1902.681472931462
1633500	-1958.623494047054	-1903.814689517009	-54.808804530045194	0.33619802803430077	0.214741379774118	0.21873529390810395	0.23032529828347803	8.722586423017072	0.004035745504838894	0.0314874921675745	0.8276560340546849	0.11596065331686546	5.591840226504641	3.122305653557525	0.28698748146609465	2.092991228650543	1.1062968502289485	4.413338226584409	1.1813837034559422	3.8517223947844386	-42.26932264952027	-1903.814689517009
1635000	-1958.0058301845957	-1908.7298614677597	-49.27596871683596	0.3529907829509169	0.20212478967338668	0.18943066594857336	0.2554537614271238	5.38844476040638	0.004103250260260223	0.0035147114961544615	0.03499051108531422	0.5506239245848157	3.1792682931890455	1.008323981338258	0.40338629665461695	0.6254144789168654	2.242609775911505	0.9866667512458618	0.2161032697286895	3.8015347772720527	-45.53260085890267	-1908.7298614677597
1636500	-1959.2263265921715	-1904.94172011725	-54.28460647492155	0.3530462209892196	0.20181931469960923	0.21095086067584326	0.23418360363532853	4.312619484555557	0.0035504993552908336	0.3154570962594537	0.3646894010819677	0.11177318677746594	4.862108596575868	1.8466742609642597	0.2712709026555059	0.08629957328842913	1.678067456349597	4.05601924100835	2.0390180706885936	4.10445648043479	-44.734560569661745	-1904.94172011725
1638000	-1963.4682514910878	-1905.2898840947996	-58.1783673962883	0.3410731587974923	0.2043882937939459	0.21207435697566712	0.2424641904328954	4.721708513428104	0.00373204817399722	0.06859859306889066	0.861687273948786	0.5388265931975164	2.946450862402563	1.417988900469686	0.25338001525754195	0.06043658536538303	0.812414148325813	1.008912505199065	1.2703686619906662	5.000079794392711	-54.89657741806317	-1905.2898840947996
1639500	-1967.0481023696348	-1902.1788331919477	-64.86926917768717	0.3245070617432868	0.23267569523690604	0.23101685194204474	0.21180039107776308	5.258247859151183	0.00236441281106524	0.7129517976649861	0.7017677005398343	0.7055727037763897	0.28409026673030663	1.553764991753417	0.9589517564184786	2.180541305086992	2.1395072004036035	2.277408293046835	1.2567718211695749	5.281034781102279	-53.98041238724014	-1902.1788331919477
1641000	-1967.889260469107	-1913.152251577349	-54.737008891757995	0.3470755513877753	0.21347868103277884	0.21804770126835626	0.22139806631109027	3.7852707628247257	0.0031964311560686034	0.9366337241129884	1.1986047749660753	0.9489721955272532	0.08888917033468129	1.5532986335371435	0.021754497555516738	1.1488371172554812	0.5556209279770051	1.3182488476651293	2.716417551364849	4.53611264150005	-49.06762570750567	-1913.152251577349
1642500	-1952.9388233527084	-1901.4481502964024	-51.49067305630602	0.32584147618867243	0.2339885210470068	0.21432671001781856	0.2258432927465029	5.25920180579893	0.0037652795673667207	0.7698278803165233	1.79338110230002	0.2504588330750865	0.2361162890285252	1.5532986335371435	0.24243282788803133	1.4646815084521707	0.49352037679761657	1.1256327225525702	2.0925982828263434	3.6553124105200188	-46.54096507213797	-1901.4481502964024
1644000	-1975.8526856970943	-1923.8838779886116	-51.96880770848263	0.3144171950911189	0.20519107496917227	0.21384755283443033	0.26654417710527917	10.128275387769905	0.0033440620679561907	4.177031542963666	1.039896442766436	0.2810655937575458	0.5249905294636434	3.957756555679075	0.6496245051922452	2.1358746931629535	3.388793626248687	0.1690270005865326	1.7094861712932172	4.143803344716229	-38.65801716612842	-1923.8838779886116
1645500	-1976.467452335545	-1924.5451442119308	-51.92230812361402	0.33242229479041413	0.19749310901659428	0.2158675336170865	0.2542170625759057	3.021562007925826	0.0036233119095684337	2.303257138966324	0.1048067403721064	0.07776852002938639	1.750997703605965	1.1605956847013534	1.466882653707255	1.5906571879563696	1.1962311371825471	0.6430071575346459	0.9728376234338943	5.243039876297556	-46.560414530902825	-1924.5451442119308
1647000	-1947.7935122026136	-1907.8922856533018	-39.901226549311765	0.3173498951935526	0.23199047127519207	0.21775061616608177	0.23290901736517414	6.002572692371576	0.004054908481776411	1.954874158970306	0.1322079377518757	0.0339223574560398	1.1642524384114985	0.9261161226175242	0.20092573448749573	1.0646026621167428	0.9028980913473242	0.7723427319417883	0.39949319759597246	3.849727956951018	-37.52500918762853	-1907.8922856533018
1648500	-1950.7033767452754	-1905.618080874512	-45.08529587076337	0.30480485864041434	0.2498051097314117	0.21233664702527957	0.23305338460289496	4.416589690584256	0.004027635256767055	1.2709533107188757	2.5311620014948053	0.0014119656685457436	2.465080250905653	0.6729113660682411	0.6489714049962269	0.15222893814962377	1.3121281064445482	0.8565648932212578	0.664001792085816	3.923423239163467	-40.005393547962335	-1905.618080874512
1650000	-1954.3777893386339	-1907.6012757298668	-46.77651360876716	0.3345713410957065	0.1968576899820803	0.22116513304455865	0.24740583587765508	5.249340861823667	0.0036332170632504238	0.07545875608043424	0.05988143160719328	0.0035559232074000493	2.3136949413765544	0.746796479133936	0.6489714049962269	0.4498963808931934	1.8517817553578655	1.320021819048059	0.7421619047334355	3.9904820642976464	-44.29409936574065	-1907.6012757298668
1651500	-1956.2451243265502	-1913.6814377071387	-42.56368661941146	0.2844563391039635	0.2169657488456051	0.25575590302644946	0.24282200902398246	5.093341425982047	0.004132716587436635	0.2723190987344479	0.1893566582978229	0.423833980138875	1.7442325718933498	0.746796479133936	1.4519938999329096	0.7641797708157017	0.5871957829768004	1.8621900981146478	1.198719231191945	3.5819958218285644	-39.07131677121181	-1913.6814377071387
1653000	-1948.2818010840986	-1908.060152859272	-40.221648224826694	0.32751471741911914	0.21648066842896957	0.21698147113867516	0.23902314301323668	7.846904084291155	0.00430299555782535	1.2314712414175026	0.06859288687371133	0.5577095522408491	1.1461452828122882	0.9277714362947133	0.2527446854040998	0.8379110283083988	0.630085861290463	1.119835252941065	0.8603523836226299	3.649931452273341	-37.3154275952953	-1908.060152859272
1654500	-1945.0735977336856	-1906.66822560649	-38.4053721271954	0.34341103149906654	0.22062026922331834	0.21789335014494593	0.2180753491326698	6.131184947851331	0.0042013920226471125	2.4713260353848363	0.9445682239514895	0.6407342986272002	1.142316149715938	0.21840906844848465	0.3373758590508802	0.7768830512721627	0.501755172994914	3.0638201348676337	0.8750543592891473	3.132552942474828	-33.22674045937418	-1906.66822560649
1656000	-1951.9357727707784	-1910.456927095347	-41.47884567543126	0.3130300899339296	0.2273749568450008	0.2065704528476492	0.253024500373421	5.92439950923224	0.003608297059113749	0.8809375751597912	1.1949246013683312	0.4912512398339618	1.842555610688125	0.7641073421068483	0.013126350976861179	1.155798371487419	0.31661282541093005	1.555156649301424	1.015012674991727	3.5318126425431835	-36.76232990124575	-1910.456927095347
1657500	-1952.8480197100953	-1910.5461559884175	-42.301863721677876	0.357732595893763	0.21478364120417273	0.2121595051371027	0.21532425776496225	7.626146508069616	0.003974250451933805	1.1817746168893495	0.7227050066310091	0.7730952799143846	1.2111160018707752	0.3540483992553263	0.6587017031522301	0.6387246628306614	0.4967703835883516	1.6983159649837987	1.6736810878453607	3.7066023267213364	-37.472625822371306	-1910.5461559884175
1659000	-1952.871994230209	-1903.2483473579846	-49.62364687222441	0.3345450188342997	0.2044911110355707	0.21510377925303187	0.24586009087709845	4.747610244287764	0.003001579133654141	0.7064994245665667	1.0203078950944804	0.414901841856922	0.9787510897958452	0.4531474477668959	0.50083858252751	0.7253708205850563	0.44794588082511166	1.0919531590955056	0.7255317037343538	4.147492324087116	-46.44614908808618	-1903.2483473579846
1660500	-1947.2227594442068	-1906.1488852091002	-41.07387423510651	0.3453376960537654	0.21965094544783714	0.20927985896945242	0.22573149952894578	3.3130256484218554	0.003438337322508395	0.35144447340310947	0.2093941841013301	0.1388364369708923	0.8766955274789278	0.2896317667242568	0.8220782424194769	0.575069838477566	0.8586568558993984	1.3753514378691165	0.3611349001113381	4.268773065448035	-40.5311590499942	-1906.1488852091002
1662000	-1950.5999346272092	-1907.6747700142648	-42.92516461294447	0.3302487320005199	0.21985118498986742	0.20927985896945242	0.240620224040161	5.432463268350057	0.0036284654327799416	0.31627761370086505	0.17418370814133757	0.24944938653036208	1.039898945745861	1.9373415238679783	0.12678181357355847	0.6741780411427564	1.8751276126486205	1.5046101936191651	0.35822023974896616	3.703053513782991	-39.7094917941475	-1907.6747700142648
1663500	-1953.2098238210176	-1903.140365038721	-50.069458782296564	0.3419321915773796	0.22025729504141167	0.21350204522840693	0.2243084681528025	4.282763834511921	0.004253294457915842	0.2352565166086513	0.47266312688948026	0.433725956558886	3.493547606316846	1.189162783623376	1.0728453246713703	3.6443933669204056	1.2230457502380943	2.923092071728071	0.6238357478190294	3.6852117133169813	-41.02525733207388	-1903.140365038721
1665000	-1952.6650819425631	-1913.0979392736003	-39.56714266896288	0.328424494305427	0.2298749584697919	0.21691159785975317	0.22478894936502863	3.797202535605678	0.0034956551158106084	0.22093085552766803	0.4764121912565882	0.433725956558886	2.9592876947025144	1.1613915956114875	0.6994211420052947	0.5189073978447528	0.9176595136532174	0.42692316171996125	0.8576585942202251	3.63752161598864	-36.39241166042708	-1913.0979392736003
1666500	-1942.4402276545868	-1904.0177170898135	-38.42251056477339	0.32152877666324187	0.2121813325100394	0.2278268216768547	0.23846306914986468	6.1420654010023625	0.0034398219320213104	0.5146053935236786	0.5173035505395115	0.5133654319062539	1.9060567096483982	0.6283067562666995	0.2013882450875777	0.6166011270301887	0.6367636839109869	4.251259161675322	0.9300505862996603	3.7041796723658877	-32.980986533330174	-1904.0177170898135
1668000	-1941.7046183387326	-1907.9343030624273	-33.77031527630528	0.326578975123562	0.23490510930834982	0.20868948138072893	0.22982643418735998	4.32721210805377	0.0052715263939673	0.587539707222185	0.17576584673573142	0.4600513595652916	2.605652280495975	0.8242118454856092	0.2346842160748121	0.5283556430855096	0.459540611125306	0.4348278716083178	0.9511565203089154	3.0569514600258185	-32.01392760125743	-1907.9343030624273
1669500	-1944.8440056379345	-1905.4854362277988	-39.35856941013562	0.3362575176400127	0.22719569401497328	0.21692386664740015	0.21962292169761455	5.591923381546756	0.005796535969239141	0.35755866283654936	0.16237485120713058	0.4069444761068397	5.25055709581598	1.4654130280108901	1.1720478261127452	2.0301555731145684	0.524546842849282	1.1329724722341974	0.9511565203089154	2.915514265757345	-31.074839086321052	-1905.4854362277988
1671000	-1945.0334799926466	-1906.056501787856	-38.97697820479064	0.3141994027954445	0.2274710294635594	0.22970589356686816	0.22862367417412857	7.428537691593118	0.004984411645483979	0.3178675191497743	0.17787021968122063	0.15480202396460438	1.1350791607671624	2.0570838054821095	0.8358300150940118	1.4414669628859433	0.4766685909287397	0.8904321413604194	0.6682986912246347	3.070364681549723	-35.923369167933146	-1906.056501787856
1672500	-1948.7289694789083	-1908.6006656275604	-40.128303851347916	0.3344915988315018	0.2140231753831021	0.22212163882060096	0.22936358696479578	4.309723597282145	0.0036984573421517063	0.17542142064465702	0.3864531190189029	0.016764886425387707	0.5939921958785611	2.0570838054821095	0.8432664677616452	0.6489278474559752	0.9165867936132557	1.0399912091947014	0.34402315688120544	3.6884737721007728	-38.69464297870534	-1908.6006656275604
1674000	-1938.2911734120473	-1904.0890613019171	-34.20211211013013	0.3400424245838641	0.21258813431032994	0.20824207141349874	0.23912736969230794	5.575240852156365	0.0041837824269712115	0.06878962735125366	0.20628210998853883	0.014528212252936226	1.1692666185833032	0.6997820756169099	2.2852658782924187	0.7007410710826651	0.8320078350388744	1.1363835947142262	0.7369942706350171	3.487181994794562	-32.389651673636195	-1904.0890613019171
1675500	-1951.6028449325431	-1906.282143759346	-45.320701173197264	0.3441211199516815	0.22909389703159208	0.17826197146228057	0.24852301155444653	4.5378255672323755	0.003289082205469837	0.25180612738663355	1.0995871155734045	0.24520306318645313	0.5595810235303145	0.6626720462476219	2.09648608126795	0.19573746614274326	0.6054830696069644	1.4395669870094057	0.5936140817316774	3.699207341925991	-42.47309313857122	-1906.282143759346
1677000	-1950.5085639791355	-1912.4725356766703	-38.03602830246519	0.3320629597207741	0.22385555376461008	0.2225793338926006	0.2215021526220158	3.7343367408691264	0.004361315217914867	0.09854204773673853	0.75653537354217	0.09545930971035026	0.4122129313203627	1.1486773106346981	0.8139229055741498	0.908602306530636	0.5353510732787038	1.7656550269376725	0.6168396457388878	3.4720731348249676	-37.42017855859781	-1912.4725356766703
1678500	-1953.6668318510597	-1911.7575325609996	-41.90929929006014	0.3247157787480952	0.2292329338003685	0.2290405511878678	0.217010736263669	4.739390834782039	0.00477720563151536	0.47804607710163755	0.4001841614837002	1.2880399540269334	0.5336269429998028	2.042520868258593	0.17164749420752978	0.6457432960187575	1.191693496914122	2.2636026049481774	0.7048742882611438	3.891895645407172	-37.998945704494105	-1911.7575325609996
1680000	-1947.566395461805	-1907.936246780667	-39.63014868113811	0.3326239207507294	0.22643398010224813	0.20784643580540182	0.23309566334162124	5.803013620813089	0.004857362942714155	0.2663095344955193	0.418572941519594	1.2616312552639755	0.21101526301542678	2.042520868258593	0.2148227269925796	0.805889692590538	0.7986046569370693	2.093201609835792	0.4166991878404038	3.7394042902278692	-36.70649390330257	-1907.936246780667
1681500	-1952.1951633105405	-1912.4590459840192	-39.736117326521196	0.3328856854132894	0.24027151286320966	0.20584064325484697	0.22100215846865454	5.488985862066065	0.0041977115176270886	0.07442129892332225	1.3015569212161575	1.3154457356584652	1.85751944670209	1.2221871008916227	0.3607219677624742	0.8263211828219245	1.1235501890811483	1.7681987780438502	0.3378741371400691	4.037468896095459	-35.47957375075503	-1912.4590459840192
1683000	-1956.9657128230951	-1915.381243814062	-41.58446900903316	0.3374386645449699	0.24045770756788	0.2126707618637311	0.20943286602341954	4.876430932813168	0.004377817039526315	0.9495913822674809	1.45465164358644	0.5417799996132224	1.85751944670209	0.3486214614789328	0.11478399516475189	0.26896685910387436	1.560789649767963	0.8265646782106354	0.6490117222454383	3.08135804332169	-38.470581516719264	-1915.381243814062
1684500	-1953.5429742663302	-1910.786637708336	-42.756336557994345	0.34904892959482425	0.2125672586056976	0.2071084520625371	0.23127535973694152	4.374839963984926	0.004355477564567949	1.4708886548977602	0.06436684861809434	1.002473987358356	0.9552616508704236	0.17783214101773703	0.30447635406863266	1.8255027698434885	1.0948480731930468	0.7160279073131787	0.24725991752332138	3.67033939083433	-40.20329919340403	-1910.786637708336
1686000	-1963.3510747664202	-1907.5007880478809	-55.85028671853936	0.3366384320611206	0.2220658498239475	0.2045941867828636	0.2367015313320689	5.604993764066061	0.0027748097032219356	0.1069835542308407	0.06436684861809434	1.002473987358356	1.713054382125387	0.23686902096414844	0.10923544176424321	0.7702791201370454	1.323977622992481	2.742819646000652	0.9502673540631649	4.762627162792927	-50.85557973966244	-1907.5007880478809
1687500	-1960.9480860239464	-1910.6292608903475	-50.31882513359883	0.33972595023804486	0.22271183041068307	0.20893173430396417	0.22863048504730848	6.206821469911977	0.0032729275017721396	0.015344172435461746	0.2966685179506622	0.8772333886184523	3.0184186391982095	0.34580931181654107	0.05819777538226491	0.430807613519555	1.4030042635494908	0.9291495377563129	0.8276389167954002	4.620549679596662	-47.232134508871916	-1910.6292608903475
1689000	-1960.4229281490504	-1904.019739997484	-56.40318815156648	0.31416232437816943	0.22246338625825385	0.2387531239675782	0.2246211653959991	8.340932385052243	0.0031645535083587367	0.3549508146305794	0.3337497832468228	0.8772333886184523	0.5928241373947634	3.405616072285952	0.06432651189469656	0.46035506314760327	3.409267220959331	0.6174260924883868	1.2028007938490628	3.8901633379641702	-49.20746474954663	-1904.019739997484
1690500	-1950.5811681387556	-1903.9446154371635	-46.636552701592095	0.3417718345467842	0.21169446009495818	0.21598420412023778	0.23054950123802034	6.879140552653299	0.0034518184239403188	0.05440997754022648	0.4423570420054468	1.2485323624413511	0.7724157825760039	0.6121050407499357	0.041379645433876525	0.841847340848228	1.63609238639839	1.3830484217674892	0.5534548587905508	4.34364947591778	-44.17565570573982	-1903.9446154371635
1692000	-1955.3255760116651	-1904.7711136187418	-50.5544623929233	0.33716776504828255	0.21785985384182555	0.2163337742955669	0.22863860681432552	3.2864958686696775	0.0030415154120352686	0.5081169016123466	1.9640259883911833	1.2572499462134676	0.2898596871870112	0.45545458887689716	0.0519036597067005	0.0940358837467083	4.5893198499862065	0.3226551572127973	1.6191262870496803	3.364754843553381	-44.74917789490993	-1904.7711136187418
1693500	-1948.967216888443	-1902.9301894417529	-46.037027446690146	0.3396334010911185	0.2316623032922565	0.20867037542165537	0.2200339201949702	6.212860522906012	0.0037967997469595858	0.4449915677752065	1.9640259883911833	1.342607957726728	0.5417107923174991	0.5350026208019035	1.3490725167601578	0.26903066653074204	0.537100922168692	0.4877534022383353	1.7758997413902649	3.6084087716591253	-41.69160884254837	-1902.9301894417529
1695000	-1958.1201156937148	-1915.2491474881392	-42.870968205575466	0.3267935672164433	0.23806503564258802	0.2187717048505419	0.2163696922904274	6.19121410648847	0.003608487773164273	0.05482448672153731	0.752021395874565	1.342607957726728	0.22844210543865295	0.6230447797112332	0.26733779678857283	0.7980521669836889	1.6334495470413697	1.2258122807790437	0.36410674248174124	4.455760473821858	-40.98301733161623	-1915.2491474881392
1696500	-1956.699703570374	-1914.240204204029	-42.459499366344964	0.35324096971064717	0.20909380368600727	0.20668282662115736	0.2309823999821888	3.330674541810251	0.003615420024689052	0.285986617420898	0.3109223559981393	1.1105206037940918	0.5396785282097316	0.0774284539780317	0.16100314302349794	1.5685882562941007	0.7059668172548319	1.2579503366887042	0.7880759907391895	4.218875993316814	-41.38633352811533	-1914.240204204029
