Sample	posterior	likelihood	prior	pi.0.A	pi.0.C	pi.0.G	pi.0.T	pi.1.A	pi.1.C	pi.1.G	pi.1.T	pi.2.A	pi.2.C	pi.2.G	pi.2.T	kappa.0	kappa.1	kappa.2	mu.0	mu.1	mu.2	clockRate	Theta	psi.height	codon.0.treeLikelihood	codon.1.treeLikelihood	codon.2.treeLikelihood
2002500	-6083.316513492336	-5482.190950203709	-601.125563288627	0.49802439780687907	0.2504205245794594	0.07706456560507892	0.17449051200858118	0.2867497285083125	0.427255477870958	0.07035854957546267	0.2156362440452682	0.3207231589472551	0.3665441957386268	0.07567631600869767	0.23705632930542161	9.668505868971257	8.437002061302916	2.507453189622384	0.5646252152753344	0.9799868291288497	1.4533147423352177	0.0021720174591430084	36.19640349126458	56.993952081842565	-1438.2255034135005	-1789.826724175144	-2254.1387226150646
2010000	-6085.27237911676	-5478.944217704626	-606.3281614121344	0.47681061520798657	0.26913907925510755	0.10619427718162819	0.14785602835527611	0.3322397618027378	0.39947674726136084	0.07500889192651683	0.19327459900938593	0.3262513283109796	0.39648303498268644	0.08669723082827491	0.1905684058780603	11.30891905961592	2.2777310552260457	1.9318835692029468	0.6710219642700792	0.944093709781636	1.383317763873376	0.0022594188122467547	37.864374521997064	56.25972192615973	-1439.909278194856	-1776.6892152973674	-2262.3457242124027
2017500	-6098.4404851382305	-5489.6258981325245	-608.8145870057059	0.5000961691543888	0.2152440092869487	0.1067192471870252	0.17794057437163563	0.257720688719846	0.4542981577236741	0.10432066048791834	0.183660493068563	0.29539890261752166	0.3713145099731997	0.09669133034635816	0.23659525706292173	11.30891905961592	7.482384327601195	2.655458639887869	0.6346802492855527	0.9261017735401633	1.4374783593137346	0.0021624423820733223	38.29528186415378	56.25093362030567	-1440.4234656642573	-1792.3425700229593	-2256.859862445308
2025000	-6076.8672319639145	-5464.546306015607	-612.3209259483075	0.47088275952991365	0.2595194378135694	0.08958765286045324	0.18001014979606217	0.30011035137206893	0.43103163328307414	0.07840573114714917	0.1904522841977092	0.2924192224622229	0.4190566828082838	0.08171812611366093	0.20680596861583356	9.893517809268447	6.6070513842664385	1.7940724643334403	0.6142348223319103	1.0324771005876499	1.351451100043921	0.002196945585485832	43.29090779078778	59.16167089493685	-1436.3685223417765	-1787.98658294774	-2240.1912007260908
2032500	-6088.596074006131	-5488.32734768974	-600.2687263163905	0.4766405547397803	0.22963100723894841	0.11763042566533619	0.17609801235593361	0.33706007486270173	0.40308754494008353	0.08281488903693852	0.17703749116027767	0.3347755788759452	0.38530520883930436	0.05879569239268989	0.22112351989206183	8.691973818062541	2.4490662553522453	4.557080152570832	0.7146235431553858	0.9025011250775434	1.381516396258283	0.0020746785347325702	38.23995906294738	59.38199342520585	-1438.9748771878424	-1788.8051616642913	-2260.547308837606
2040000	-6090.224868117635	-5492.615105456702	-597.609762660933	0.5233723061873383	0.2060399838432635	0.08510900407137836	0.1854787058980184	0.3283983896179403	0.39892925781354643	0.09607181230307146	0.1766005402654432	0.3573476896328857	0.3153644117536899	0.08361851567855318	0.24366938293487256	10.30490479938369	3.1923762361301025	2.1856011400042323	0.6930376329029624	0.9225472391737966	1.382953402365633	0.002250183603268366	40.50028667017994	54.20073972529106	-1440.4646301629134	-1790.566683585381	-2261.5837917084073
2047500	-6082.1007780489945	-5479.629766899395	-602.4710111495993	0.47078781014690924	0.27877264509361366	0.08567384627296906	0.16476569848650655	0.3267775941149617	0.40196447175098443	0.071580920606858	0.19967701352719724	0.3254802087722093	0.3761692223064891	0.08406198316555236	0.2142885857557506	9.636846662071633	2.506472447221516	3.238830858888494	0.7125360197613929	0.978792322177465	1.307302781964765	0.0021650179179671294	37.80375979704035	55.392779416633516	-1438.7065165079196	-1778.0797447077646	-2262.84350568371
2055000	-6101.565147986217	-5509.131743999208	-592.433403987009	0.45121094598430844	0.30058772485586643	0.0788408553929141	0.16936047376690952	0.35051921811179326	0.3830356309515285	0.08694931957722686	0.17949583135945277	0.3402646591495143	0.3599789241581578	0.08467239509756448	0.2150840215947647	11.907167760255666	5.627720988676572	2.786837855276502	0.7530148134199205	0.8648664034359825	1.3809426632079986	0.0021578601624062353	32.9696401730914	53.627810755795316	-1448.3979046704512	-1796.509967507178	-2264.223871821579
2062500	-6074.304705172904	-5482.03375905231	-592.2709461205931	0.4744628355014001	0.24871112885305138	0.10929487905436536	0.1675311565911816	0.2814342197909985	0.4301067886325615	0.09034563125392425	0.19811336032251714	0.3317555044850397	0.34585851892902236	0.07769029091156711	0.244695685674372	8.463913599111445	1.3004773366998073	4.395421539325575	0.718756833347132	0.8740226078622714	1.4058813056160566	0.002338368700772585	40.21109063579987	55.46339104645776	-1439.5068316851225	-1784.9523910300238	-2257.5745363371643
2070000	-6064.058336442609	-5470.699153943082	-593.3591824995278	0.49095193838928736	0.23642005481992645	0.10614751005262639	0.1664804967381582	0.3375159743114787	0.4032265765081527	0.07779597266893871	0.18146147651143135	0.309563811781901	0.38258973330414814	0.1041396712226854	0.20370678369126666	11.471641639722769	1.7229067621020382	1.3472652425602463	0.6142273775266803	0.869519340355394	1.514416269629955	0.0023183045272503495	36.56339460521038	56.362285603146056	-1433.7678745205938	-1773.2805280963894	-2263.650751326099
2077500	-6073.931005972578	-5479.913484363411	-594.0175216091665	0.486422575791345	0.2273648773222405	0.10375762674232025	0.1824549201440926	0.3079408138585943	0.4215719304130982	0.10498629481480934	0.16550096091349956	0.3068478670874565	0.3982690345361342	0.08387163484210128	0.2110114635343092	10.028562748434556	1.5536025762198131	8.845517101380846	0.7156105782815119	0.9493479810552761	1.3336872053216926	0.002219401031888917	29.148610438064168	54.669830358472275	-1441.3557764882567	-1781.4108722248802	-2257.1468356502746
2085000	-6074.473137745913	-5484.3809769031595	-590.0921608427537	0.4666040749518856	0.2420265041234887	0.09950868920439526	0.19186073172022877	0.33404446911406926	0.3895858338382233	0.0939504171358144	0.18241927991189438	0.31145655226563473	0.40565879277548955	0.06828208838097032	0.2146025665779066	10.028562748434556	4.313442784984628	2.5207885939720294	0.7559501286536918	0.9504217394972785	1.2924659896045205	0.002271248100233049	32.319255622072454	55.351700834856935	-1444.3491869233364	-1786.3959301021728	-2253.6358598776505
2092500	-6094.816644556141	-5496.968587904462	-597.8480566516795	0.503185299280859	0.2173693958975592	0.10587500840628097	0.17357029641529925	0.2783683078848163	0.43479010489795317	0.10619811264298394	0.18064347457424795	0.33451799956436534	0.3698920974108263	0.0910721578591192	0.20451774516569043	8.74195913834223	4.298422986611002	2.8451362804567917	0.5929089567579343	0.9225157913481741	1.4826367231165458	0.0022377457883390054	38.15002948199653	57.112195821424905	-1432.7051202867283	-1802.4474318731038	-2261.8160357446295
2100000	-6081.9036320405985	-5467.500426844091	-614.4032051965074	0.46636598347854336	0.2600649964215266	0.08984272114144597	0.18372629895848247	0.2663397483095898	0.45201102042874686	0.08736721573571855	0.19428201552594612	0.33605055673141687	0.38023277977820097	0.09224796150268624	0.19146870198769722	9.24717601756818	2.6246738129604634	2.366089383764052	0.685713959784945	0.8812988148368642	1.4314906251866881	0.0021493314839006656	49.21937551550537	56.62207270801847	-1444.3403290694641	-1773.8901721382992	-2249.2699256363276
2107500	-6111.41853004956	-5479.753775828477	-631.6647542210831	0.4868096579040816	0.22382677651486305	0.10200908327356305	0.18735448230749066	0.31597891905796016	0.4286854251256534	0.09268017411232665	0.1626554817040612	0.3366426566667374	0.37518259470884	0.07970881105932007	0.2084659375651037	11.511833522960632	4.7683021391494345	2.7839146884502197	0.709778454992531	1.061342233011467	1.2274973046388213	0.001900776103592255	54.161857691121355	55.04139285808793	-1433.5560998297428	-1786.4471519993742	-2259.7505239993598
2115000	-6098.231049888742	-5486.6745420177385	-611.5565078710029	0.484605967239824	0.24734059254402424	0.08550444186711657	0.18254899834903351	0.27024559951486704	0.4339429595104126	0.10643065030432232	0.1893807906703995	0.3180849583061023	0.33578616889484336	0.09826693744863058	0.24786193535042494	9.706787751853	3.4821868453866704	3.368067413921835	0.6559961487465726	1.10148643598969	1.240879301686338	0.0020708344086382917	43.42156691871808	56.91155260730451	-1439.111551636635	-1781.553312541583	-2266.00967783952
2122500	-6090.460040241631	-5482.0414564103085	-608.4185838313219	0.520801035063803	0.2208419590590416	0.09645825394299924	0.1618987519341544	0.31162411039643334	0.41687945037685453	0.10684414636954952	0.1646522928571641	0.2683400274996356	0.4303721185937937	0.10389104545096002	0.197396808455612	9.971389977271429	2.3390015285845216	5.933592636656583	0.6605742520774315	0.9066838087219738	1.4311256261152472	0.0022706660464323503	35.28079163324569	56.246572526330866	-1440.5155462277587	-1774.7837124225064	-2266.7421977600434
2130000	-6081.930222874781	-5469.587912742894	-612.3423101318865	0.48029118465089027	0.2591966996251871	0.10422173426002766	0.15629038146389318	0.29737377120922603	0.4266424573580102	0.10716805734614013	0.16881571408662505	0.3103668804223513	0.36342191220530307	0.10159719838155624	0.2246140089907907	10.08090753755557	2.5717398631215684	3.2731967377528393	0.7082985512299228	0.9663307217825113	1.3239816724696107	0.0019989802606130277	41.285261458367486	59.84926692026417	-1437.5324395405762	-1775.9005331485344	-2256.154940053784
2137500	-6085.172552566153	-5480.859401589763	-604.3131509763903	0.4268394574318338	0.2597242694692108	0.1208003746210508	0.1926358984779028	0.3190333676868562	0.4013945216717796	0.09286500585608881	0.18670710478527686	0.3189918857808629	0.3698410584515784	0.08286033565009884	0.2283067201174611	9.185858435351125	2.9445346026265278	2.0382458841813946	0.7298181310973173	0.9763089423307602	1.292586346243812	0.0022987418387967248	38.60346502797618	58.64684030043482	-1436.2948954729902	-1786.9534891099927	-2257.61101700678
2145000	-6078.8061259273945	-5473.400018265771	-605.4061076616233	0.5158371807007495	0.21663257953578663	0.08710076781699266	0.18042947194646944	0.32472826907422453	0.38379477310786414	0.1029354522745358	0.188541505543377	0.3223383004850778	0.38789649078247357	0.0725562976966391	0.21720891103581075	9.185858435351125	5.278987975831972	2.2296493884984074	0.6839801391987925	1.0200459869595777	1.2944690173616218	0.002206283096169614	40.366935874495795	55.502218915206996	-1441.817317793584	-1782.27857880814	-2249.3041216640468
2152500	-6075.78226239387	-5466.797979593559	-608.9842828003116	0.45885081077480583	0.2259375773763556	0.09763511131302306	0.2175765005358137	0.2689263530229467	0.40178316345486476	0.11807004303760055	0.21122044048458943	0.31026227932569295	0.3628648694393855	0.0777366773190333	0.2491361739158895	9.436963447830463	1.7418284303525666	1.905064453277779	0.6476457628743995	0.9988999985796116	1.3517763612263411	0.0021412390490509665	54.616004617804855	56.75017834694474	-1440.2721392508329	-1773.7380779073005	-2252.787762435425
2160000	-6071.501071921135	-5491.297165106546	-580.2039068145888	0.4951703069175915	0.2202237545521523	0.09807778452500157	0.18652815400525288	0.3145515337017288	0.38835489744896085	0.11751071166118475	0.17958285718812705	0.31738900316412094	0.39917206919828435	0.09860387520745832	0.18483505243013762	9.847837398264115	2.369798350088479	7.641253401482628	0.6938322867520573	1.035828814403304	1.2688809573529793	0.0024395686679652886	32.34696709070281	54.613393562559835	-1435.33617019904	-1786.6744599077376	-2269.2865349997687
2167500	-6059.923881159217	-5474.2402967382695	-585.6835844209473	0.4729827089499244	0.2576804486938192	0.10768294877144284	0.16165389358481175	0.3302143302818323	0.4106077782648576	0.07876855105516478	0.18040934039814677	0.31658562562994635	0.3715695035550858	0.07238861392902293	0.2394562568859461	9.847837398264115	1.9898475642335343	1.1380110259418266	0.6630512651564545	1.0062350038812844	1.3291092131772895	0.0024757749206069392	34.958510727956046	57.69158818492549	-1445.0377292937624	-1781.9451116829766	-2247.2574557615308
2175000	-6069.27522245651	-5486.305030672396	-582.9701917841135	0.492745585573843	0.23002363967528897	0.1040967059852049	0.17313406876566131	0.30439989240650867	0.41689857095609256	0.10390230039077922	0.174799236246621	0.3135053129042363	0.3492753960209909	0.09360947619443886	0.24360981488033506	11.13507206063529	1.7544216766094705	1.3874235027869324	0.6096791538395802	0.9245601553010442	1.4639020201633717	0.002468652881861975	31.661945955960892	55.61532692221218	-1442.4321479067532	-1790.1640844301699	-2253.7087983354727
2182500	-6073.265268650544	-5488.17061744093	-585.0946512096139	0.4741596166919849	0.24613343533868193	0.11102660781065743	0.16868034015867395	0.29044925511988645	0.4656982526693816	0.0864044174944786	0.15744807471625485	0.3380139147418089	0.35753528899591586	0.07099357925613203	0.23345721700614425	10.28685646803404	2.8019528607318174	1.8884068886509162	0.6504158305804504	0.8918405355386418	1.4560789473598605	0.0024454315277041166	33.03280534918847	60.26049693641287	-1432.975378820797	-1784.8354847379364	-2270.359753882196
2190000	-6073.584867010993	-5479.373070073039	-594.2117969379536	0.5088028941031816	0.23766212905561676	0.09071199722192877	0.16282297961927117	0.3180716028432351	0.4121815452187598	0.09864624540182161	0.17110060653618495	0.3026807133953667	0.3778114832802674	0.09532090375804608	0.22418689956632082	10.432572758897223	1.95157362685472	1.527752174757539	0.6600689318825089	0.9648084682709043	1.373503880474597	0.0022681035627902034	37.37243180126764	60.81720743386564	-1445.1839186091897	-1782.248671212435	-2251.9404802514146
2197500	-6080.515683420892	-5490.330157226391	-590.1855261945014	0.4820182369351149	0.24272809775185558	0.10027665169221726	0.17497701362081036	0.3429688923932066	0.4127863573861114	0.09278425212147436	0.15146049809920917	0.3066549013253257	0.37653717061458225	0.0850536711420605	0.23175425691803253	8.72341638499339	3.3522283371672716	1.7307713709423245	0.7130661716501298	0.8833378099369251	1.4022296668493728	0.002189430648429179	38.991326052858746	57.73435973451498	-1439.6956206549905	-1788.694130179548	-2261.940406391853
2205000	-6075.686643563646	-5487.591045748917	-588.0955978147289	0.44870122517602795	0.24391671061766393	0.11166919755542105	0.1957128666508852	0.3189001043927477	0.44200221337333717	0.07297747462042055	0.16612020761349616	0.30395629325820306	0.371797061690569	0.06111047486154917	0.2631361701896798	8.72341638499339	1.3285329147725204	3.393886415726428	0.7309233624848142	0.8114888413486531	1.4563064788450306	0.002414178498783117	34.980621246238826	53.2270471898416	-1437.4856260280399	-1787.799835982313	-2262.3055837385646
2212500	-6065.035444004227	-5474.0341712259	-591.0012727783275	0.4572052431099099	0.26094131124079656	0.11571725170883146	0.16613619394046017	0.2863348716678187	0.4274104666943317	0.0977092197096079	0.18854544192824324	0.32319173454763794	0.36636809779358886	0.07874581306326506	0.2316943545955092	13.217982885558685	2.515877952441093	2.4009812076828276	0.6661450585792809	0.9437764209048353	1.3884887350805457	0.002239146951424577	33.59490424856782	58.91755887693597	-1438.9377778772014	-1784.9327506834532	-2250.1636426652453
2220000	-6068.858053608836	-5473.4474818347135	-595.4105717741221	0.4765338395875865	0.265114287084988	0.0850837048609831	0.17326816846644044	0.28825120334820137	0.4425233902272505	0.07228500537007455	0.19694040105447494	0.32505322228834954	0.3784138082040327	0.08011763751507203	0.21641533199254676	9.53995083573728	1.1736852506581683	4.145049422478697	0.6329683841857413	1.0640942991588807	1.3011895470562609	0.0024213516222353353	31.66726398991825	52.45773752942097	-1443.5654146626491	-1787.8523039203978	-2242.0297632516663
2227500	-6081.95378653015	-5483.8128209654	-598.1409655647499	0.4722887729659267	0.2362512009220285	0.08440423834253352	0.20705578776950911	0.2832973844438004	0.43546894715181345	0.10981332720864498	0.1714203411957425	0.34654144680703436	0.3844938238486242	0.06380757891891958	0.2051571504254228	9.53995083573728	3.0201446558674316	2.935586282294579	0.7529725056116877	0.9114063075409713	1.3344448654454903	0.002181336302385858	39.59115704939395	61.821537188973885	-1447.7269080065319	-1784.808050935573	-2251.2778620232943
2235000	-6080.500930068751	-5480.205209079986	-600.2957209887642	0.520237152168622	0.25242068702765913	0.08382642547204838	0.14351573533166836	0.30284925363773946	0.43990738710471217	0.09440643036612212	0.16283692889142753	0.3023711955806967	0.36342556612967253	0.09209879658588489	0.2421044417037468	8.494292508530403	2.8344794490861354	2.373877149018761	0.702891277777038	0.9140050444209183	1.381688874362885	0.0021361204372205285	33.22339384261855	56.99536956747515	-1435.6272336254992	-1784.489619275044	-2260.0883561794426
2242500	-6077.475400992672	-5465.750035182199	-611.7253658104725	0.45122223463895156	0.23878828239360914	0.11686175709731218	0.19312772587012508	0.30435422992126354	0.40914243686078106	0.1083734244637448	0.17812990875421184	0.33352602848143714	0.36187412244880357	0.0839896603596461	0.22061018871011412	9.892623950248673	3.7730450996520424	1.7338257835880804	0.6710131859565203	0.9412513595984907	1.3861688505685898	0.0022322997511984815	44.30737786499115	55.81244437634859	-1432.420955275191	-1786.3481352724073	-2246.9809446346007
2250000	-6080.6872984470865	-5471.688160699395	-608.9991377476913	0.5050428852850047	0.24316536474114064	0.08688708275034113	0.16490466722351158	0.3299539423734028	0.41991776229731864	0.07910569359267264	0.1710226017366072	0.35559139217654495	0.3511633139227818	0.07388274210157256	0.21936255179910172	9.892623950248673	4.338588938300839	1.9523875072685177	0.6329830961103173	0.9887652559600779	1.376503948387271	0.0020933716547918875	41.418091910225925	56.23380748968623	-1438.84300585245	-1773.4055471887898	-2259.4396076581547
2257500	-6077.493351384504	-5482.893358986275	-594.5999923982288	0.4735355735383539	0.26535468747910085	0.11799606040259768	0.14311367857994564	0.3486407778077387	0.39382665431573033	0.08885151934158614	0.16868104853494603	0.3415604684750263	0.3854449978579096	0.07216980510643495	0.2008247285606302	9.434185712552969	1.2529766895135863	3.049331653323485	0.7202195628016117	1.006571610862641	1.2718765385395623	0.0021972082186269906	40.998834662565606	55.350686790949815	-1441.3952395039855	-1784.3542577878718	-2257.143861694418
2265000	-6079.403347885567	-5489.370292848556	-590.0330550370109	0.5165668031580001	0.21567755763765079	0.09928285429441046	0.16847278490993678	0.30917160710730895	0.3846720712276016	0.10302726229644955	0.20312905936864117	0.3064217472494166	0.39109845776519125	0.08441376112912695	0.21806603385626633	8.41919838787667	1.8832142107852146	3.962862112870424	0.6029750042105835	1.0853047540277185	1.3098296465436512	0.0022491260160516667	39.171615235213714	53.998075175125635	-1447.953298462235	-1783.4335670432024	-2257.983427343119
2272500	-6071.616018298955	-5482.0379252174525	-589.578093081503	0.4889605579099306	0.2327774807020362	0.09213304344634779	0.18612891794168365	0.2999250081649182	0.4233308945185903	0.11882065934066237	0.15792343797583042	0.3206490227913978	0.3662432932424998	0.07942209046400296	0.23368559350210058	9.062803680313381	3.7416205007753045	3.031974325172279	0.5874582138364207	0.9291200345906772	1.4814572668768837	0.0023894423614992484	43.39867438335944	58.712689892035584	-1436.958129194842	-1785.2679033770662	-2259.811892645544
2280000	-6052.447877724849	-5461.895510152282	-590.552367572566	0.4886022758172801	0.24997741678882576	0.10685902026428179	0.15456128712961056	0.27493490132276754	0.43468349826663677	0.09938396450149227	0.19099763590910468	0.3360663227905512	0.39711451797843994	0.07483446482931445	0.19198469440169552	10.106807835256316	1.552980839725097	2.415343591771025	0.6709278891133773	0.9235149092909606	1.40399019154382	0.0023690854669240133	35.212613354209935	56.16178684116462	-1437.2203390989516	-1783.3568857810324	-2241.318285272298
2287500	-6071.279225768177	-5478.771555112354	-592.5076706558232	0.48381358865175006	0.21224556725246868	0.11467006954945078	0.18927077454632868	0.28798972327155864	0.45226921935758174	0.07603682590065336	0.18370423147020754	0.3458433267323654	0.3555037732698367	0.0712632783264828	0.22738962167131632	10.129171960461461	1.851569992645958	5.70542088330134	0.6731339979597695	1.0412560062664142	1.2840534910021957	0.00215105172589002	36.26900468657205	55.06467641990242	-1443.180359785632	-1783.227251427759	-2252.3639438989626
2295000	-6063.369413620874	-5471.6212446594545	-591.7481689614192	0.4542882505804662	0.23687943082670387	0.1036290087125764	0.2052033098802517	0.2428673703314523	0.43896317213862374	0.093979318728388	0.22419013880153732	0.31072244911306757	0.3608637894006752	0.07880917238877337	0.2496045890974851	10.213460274452311	4.267768665370225	2.3649063264417354	0.6418309050020156	1.000857180417013	1.3556063474619329	0.002562829288546677	34.2637581863623	52.26280164872211	-1439.6367372840664	-1789.6580120073577	-2242.326495368031
2302500	-6075.779403650639	-5476.848063188638	-598.9313404620016	0.4549037675709207	0.25827574829177147	0.09265458214050383	0.19416590199680203	0.3108038753256296	0.4408001829292052	0.0732128075641068	0.1751831341810598	0.3291812834685381	0.37767121753460076	0.08934927112344362	0.2037982278734188	8.273369640679224	6.516321768372341	3.019815745865785	0.6645799421580105	1.0345333030375037	1.2992895164338092	0.0023779542342075096	33.760352683347996	57.81032436873556	-1435.1489329908175	-1792.999572205473	-2248.6995579923478
2310000	-6080.541531310766	-5476.06682945723	-604.4747018535362	0.4572456933986357	0.2822339897728748	0.08937089442017926	0.17114942240830827	0.31598693181604065	0.4282945266881122	0.08277602912254155	0.17294251237330702	0.30823813935369276	0.37887758280419365	0.0932364409887014	0.21964783685341346	9.302357419484863	2.8922905297955244	7.8966632973799396	0.7264781544544315	0.8989296314988949	1.3732897290678847	0.0023118335252525846	42.99912918292779	54.61880244502648	-1433.4684456894208	-1786.971515440608	-2255.6268683272
2317500	-6089.95923597982	-5504.710732718984	-585.2485032608357	0.5015881148772332	0.20756213159047093	0.09773554611850378	0.19311420741379007	0.29512339785294095	0.4227040992733217	0.09494640802738724	0.1872260948463515	0.3034812777083187	0.41854276295941517	0.07310317611592948	0.2048727832163381	9.11543790051307	2.2332586517386877	1.8098756037453005	0.628131557355516	0.9409905006116267	1.4291071399250255	0.0022605342139886426	34.5798105707695	53.92115859568567	-1437.0987329118116	-1791.762640923284	-2275.8493588838887
2325000	-6053.9902217073595	-5476.442362928537	-577.5478587788227	0.4496651069919846	0.26975166661040206	0.10983098102287919	0.1707522453747322	0.2939737493862064	0.4227743572882366	0.09102225603363555	0.19222963729192294	0.2998040522387775	0.397416404360664	0.0663574337495959	0.236422109650964	10.384767410069866	1.497799453162484	2.4774972825905053	0.7594728889354266	0.9722361148156708	1.2671456290533558	0.0025724609730664364	33.321347291172636	53.63545840740226	-1437.3841857370508	-1776.6023687919567	-2262.455808399529
2332500	-6071.72747652633	-5485.148303063361	-586.5791734629692	0.44633508849746095	0.2695923775241654	0.10213697922860349	0.18193555474976816	0.316257165316469	0.41852100216552746	0.0891554690345956	0.17606636348340945	0.3214129350096727	0.38864975533906776	0.07091349174282748	0.2190238179084334	10.775798091487268	3.6880703164040356	1.3215892724259917	0.773717704647031	0.9300735434589968	1.295131217154195	0.0022101104295595337	34.84237110547596	62.12285083603764	-1441.4001329436617	-1780.3265808948534	-2263.4215892248453
2340000	-6052.234963654806	-5471.788274645725	-580.4466890090807	0.4837728036050062	0.2193078851781206	0.11032756279807908	0.18659174841879217	0.31591570991548806	0.4157205391779735	0.07866915064750862	0.1896946002590314	0.31218718873073886	0.3966381742508042	0.08070832757804815	0.21046630944041006	8.956345137784249	1.664300235314672	4.794711652491474	0.6802087016677387	0.8622834499396392	1.4559850326862769	0.0024835108818942013	31.892160587288352	53.58595037509792	-1438.3598413140614	-1782.395274967154	-2251.0331583645097
2347500	-6072.947519603554	-5476.508383097205	-596.4391365063484	0.4791298522599624	0.25159670390560973	0.08474175901435596	0.18453168482006985	0.3127201335230248	0.4085578200621255	0.1088211592351689	0.16990088717968244	0.31186549359853644	0.38197321745664775	0.09846257584181008	0.207698713103007	9.650417392267883	3.6220214741085517	1.2620888133780712	0.6560365904982334	0.9609817244567996	1.3813437640473387	0.002245877212563849	41.26852553864119	55.11379706093638	-1435.846271275389	-1777.5430970318482	-2263.119014789968
2355000	-6072.253059496778	-5478.791234758073	-593.4618247387049	0.4667636587927559	0.29882424249245715	0.09025488433014663	0.14415721438463824	0.3222537571812123	0.43284388610888913	0.05900650370922049	0.18589585300067968	0.306421075265179	0.3759395125957741	0.08301581270662392	0.23462359943242428	9.785119350171755	2.9451530876048047	3.8088893992674198	0.5909352635718681	1.0392326263840514	1.3678841827277548	0.0021943100223287934	35.94961528237911	55.934265267314416	-1442.8357785236822	-1785.590186394149	-2250.3652698402425
2362500	-6059.332718013955	-5487.442262137812	-571.8904558761434	0.4381720721206978	0.2648617965160068	0.10157080075739283	0.19539533060590042	0.29138322222121255	0.43712825781800535	0.09734238327848446	0.17414613668229934	0.3186123185678943	0.3831690145953674	0.09521115823956054	0.20300750859717903	9.785119350171755	1.2045054817633036	1.9036288473295029	0.6224774154634246	1.0585180355346153	1.3172068224089275	0.0025797954072201658	32.35597676312262	52.05938274127377	-1436.87115343955	-1794.5224585271772	-2256.0486501710843
2370000	-6088.138050265998	-5494.2833161644085	-593.8547341015893	0.49250951660116893	0.2215715737655821	0.09763437311255052	0.18828453652069643	0.32187216417143844	0.41464380747835045	0.10883016347993797	0.15465386487027472	0.3500196422040728	0.34043330626279283	0.08371217096472032	0.22583488056841539	10.545608720838718	2.6140032083206637	0.7843253197279931	0.7211814672553689	0.9709088040215298	1.3065820214243162	0.002328672635680738	31.290621554558875	56.253751933263175	-1439.3484328025443	-1778.030554337428	-2276.9043290244363
2377500	-6069.773574382859	-5495.417922826726	-574.3556515561334	0.47658620211874947	0.23666338854539304	0.09897084532887936	0.18777956400697612	0.29465834088192416	0.43503650291654555	0.09053610168010058	0.17976905452143122	0.3143952072826146	0.3703882903479923	0.06627675626439583	0.2489397461049986	9.426109566218091	1.5649011810454836	1.1518055809479053	0.7073012807541493	0.9273448557151069	1.363960060105762	0.002520513241623618	33.407176980655336	55.138367879542756	-1433.4692570962475	-1777.5925309634765	-2284.356134767002
2385000	-6059.410896407029	-5484.540374384987	-574.8705220220415	0.520688070764784	0.24891860156871856	0.07215005257106669	0.15824327509542876	0.322688966310175	0.4173852131188843	0.0768285572643312	0.1830972633066109	0.3294249990407701	0.35151957896506875	0.09837626051550591	0.22067916147865652	10.691709726565627	2.447963151275061	1.3514809489779354	0.6843658728009334	0.9423214770720013	1.371809630473735	0.0024353256864213645	32.23342689282933	53.36911192477323	-1443.8046529890041	-1778.845116035685	-2261.890605360298
2392500	-6072.09897078167	-5487.188186011754	-584.910784769916	0.4802336440860331	0.23924599044183045	0.10526931936690775	0.17525104610522663	0.2613154078532079	0.4398745626342423	0.10303051423221321	0.19577951528033807	0.3672197293349487	0.3405827955606762	0.07260899445165826	0.2195884806527181	8.37442689923765	2.8122292687697796	2.8457744985678057	0.6816421762763185	0.9533381893317214	1.3635036447551794	0.0022436062446975573	33.577488894230214	57.103192829033	-1441.0277204416448	-1781.3571143960867	-2264.803351174022
2400000	-6073.583486932199	-5477.210006923628	-596.3734800085713	0.5058707808787896	0.21659674906226542	0.08786924095846668	0.18966322910047623	0.36843975279771857	0.38235564092130714	0.07092871363446748	0.1782758926465082	0.3254852716807304	0.3802125113966387	0.07267955951260753	0.22162265741002465	10.593993537744138	3.7851917492114358	2.6953931678309058	0.7411835549085505	0.8894982281839514	1.3680857576451568	0.0022388692950211435	38.868095312320115	58.078587795920704	-1450.2421802202	-1785.0703608434676	-2241.89746585996
2407500	-6081.396459731665	-5485.515332727584	-595.8811270040812	0.47545449917146376	0.2532409029829666	0.1015814942407552	0.16972310360481227	0.2731660027480783	0.47021965476076	0.07565438243615116	0.180959960055012	0.3214431482232298	0.34825793866337806	0.08663147201530444	0.24366744109808908	8.716874452671945	2.799505418156177	4.03391360970989	0.7607800491773932	0.9092767700668283	1.3288040381328126	0.0022378104346797976	40.06444349916176	55.638376680532204	-1438.8321171673083	-1782.7861554005049	-2263.897060159771
2415000	-6062.203584489669	-5471.873762219046	-590.3298222706235	0.482039947022455	0.27519100536824065	0.07811196983232874	0.16465707777697344	0.3194432439181707	0.43652851618526084	0.0992261642934065	0.14480207560316338	0.2977746498877026	0.3990032293262587	0.07687212483716153	0.22634999594887859	10.569792264663054	2.448459009960088	2.5209250829014835	0.6734656972480852	0.9015183832052389	1.4234609942954746	0.00249830042914077	35.821321003450656	55.46231356892029	-1441.021561735881	-1782.2587090694751	-2248.593491413689
