Sample	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	gamma	Theta	pi_trait.0	pi_trait.1	pi_trait.2	pi_trait.3	pi_trait.4	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	R_trait.0	R_trait.1	R_trait.2	R_trait.3	R_trait.4	R_trait.5	R_trait.6	R_trait.7	R_trait.8	R_trait.9	mu_trait	psi.height	D.treeLikelihood	svs.relGeoRate_Fujian_Guangdong	svs.relGeoRate_Fujian_Guangxi	svs.relGeoRate_Fujian_HongKong	svs.relGeoRate_Fujian_Hunan	svs.relGeoRate_Guangdong_Guangxi	svs.relGeoRate_Guangdong_HongKong	svs.relGeoRate_Guangdong_Hunan	svs.relGeoRate_Guangxi_HongKong	svs.relGeoRate_Guangxi_Hunan	svs.relGeoRate_HongKong_Hunan	D_trait.treeLikelihood
150000	-5940.614627798575	-5825.015288333947	-115.59933946462833	0.3429359383763941	0.190175861213959	0.2180966601676534	0.24879154024199365	9.338505584809253	0.32311417838542406	8.78142527663164	0.17090265194725276	0.12908062329569037	0.14499902946219909	0.323803691014581	0.2312140042802765	1	1	1	1	1	1	1	0	0	0	0.20333363741381633	0.2944115540975444	0.013264558033860854	0.05580259676186822	0.25771204775691736	0.054377067676762064	0.03125542682038108	0.07821886346658159	0.004197199248493742	0.007427048723774664	0.48901478313697316	11.169656939156807	-5777.426479118528	0.20333363741381633	0.2944115540975444	0.013264558033860854	0.05580259676186822	0.25771204775691736	0.054377067676762064	0.03125542682038108	0.0	0.0	0.0	-47.58880921541898
165000	-5955.240556575802	-5832.7605491160875	-122.48000745971461	0.3293721549215653	0.20634482011140037	0.21608467035550075	0.24819835461153372	8.728695858648958	0.2851428465505104	10.378327140661874	0.2232423165745372	0.2234060095741438	0.3267582243305288	0.10113549503872535	0.12545795448206465	1	1	0	0	1	1	0	1	1	0	0.654221013143939	0.003921093161923898	0.02885852531177517	0.06487114556300223	0.052773569568365895	0.013862023154116478	0.004072972143403179	0.0242958986037154	0.07376279074759645	0.07936096860216267	2.197660787411561	10.591758516036709	-5786.09210116094	0.654221013143939	0.003921093161923898	0.0	0.0	0.052773569568365895	0.013862023154116478	0.0	0.0242958986037154	0.07376279074759645	0.0	-46.668447955147606
180000	-5945.290795493982	-5829.7431831643125	-115.5476123296695	0.3481594133968403	0.18106857248530658	0.21006380364199437	0.260708210475859	9.681941753492145	0.3982716474228292	6.668598559757194	0.1586741600550482	0.36635348674727863	0.15122170180569872	0.21786959701463365	0.1058810543773406	1	1	1	0	1	1	1	1	1	1	0.14143212323131338	0.1398518975909502	0.09722540954237766	0.011926609229415935	0.1039222742450559	0.07745720624586702	0.0708056115229661	0.08192658686976978	0.10386658498126966	0.17158569654101458	0.30631212554114534	10.676751226225226	-5783.517715076457	0.14143212323131338	0.1398518975909502	0.09722540954237766	0.0	0.1039222742450559	0.07745720624586702	0.0708056115229661	0.08192658686976978	0.10386658498126966	0.17158569654101458	-46.22546808785556
195000	-5947.382652609852	-5829.223937412839	-118.15871519701288	0.34371199600457547	0.18358950944332336	0.21625604287624994	0.2564424516758517	7.668775302638272	0.2968684533218813	7.582332615442059	0.07580136160117115	0.33128740934609396	0.18962616913495356	0.19177874714099463	0.21150631277678653	1	1	0	1	1	1	1	0	0	1	0.12341175189981754	0.2436112360112903	0.03250313257231585	0.08740729490255543	0.10124859081636783	0.13363569716629903	0.11990540586467294	0.04440647641755813	0.039301523141695126	0.07456889120742814	0.510118613806315	10.540328741778795	-5780.779179392736	0.12341175189981754	0.2436112360112903	0.0	0.08740729490255543	0.10124859081636783	0.13363569716629903	0.11990540586467294	0.0	0.0	0.07456889120742814	-48.44475802010315
210000	-5950.551125532577	-5826.215970340644	-124.33515519193341	0.33812840836802943	0.18691793319737346	0.2102639013685971	0.26468975706600056	9.25224762391999	0.4572194142709959	9.9699924972298	0.1622711194822506	0.14563588668782834	0.31352229333486104	0.29334021477041705	0.08523048572464281	1	1	0	1	1	0	1	1	1	0	0.09617624677614608	0.0407978664068377	0.12320494335337208	0.2438096434875323	4.038086876261143E-4	0.029981024985181796	0.4015299889084503	0.012458729685167091	0.031043177719540606	0.020594569990146402	1.1998248690867155	11.208551716689437	-5778.585820059691	0.09617624677614608	0.0407978664068377	0.0	0.2438096434875323	4.038086876261143E-4	0.0	0.4015299889084503	0.012458729685167091	0.031043177719540606	0.0	-47.63015028095262
225000	-5951.513792382652	-5836.97094444081	-114.54284794184282	0.3492809459370963	0.19794365286089244	0.20794304660338134	0.2448323545986306	8.725834644565873	0.2868157284499161	5.332079199292395	0.10684802072642177	0.26604810263473405	0.1140479558470385	0.4464015210556355	0.0666543997361701	1	1	1	1	0	0	1	0	1	1	0.08877723667252282	0.20395022082552589	0.11437316763459676	0.09280618262763331	0.004138438276543161	0.037307549214667474	0.07569274179655472	0.22294098910054544	0.13498493413422116	0.025028539717189664	0.6072140368735761	11.207622184604233	-5790.615315119284	0.08877723667252282	0.20395022082552589	0.11437316763459676	0.09280618262763331	0.0	0.0	0.07569274179655472	0.0	0.13498493413422116	0.025028539717189664	-46.35562932152569
240000	-5946.024444564124	-5831.934582908428	-114.08986165569588	0.35624238330162966	0.20222225771012414	0.20374694813276364	0.2377884108554833	10.412054181935867	0.4244550941167436	6.126637283982271	0.07755608504614171	0.19248957281046505	0.15632824045336166	0.431149550204922	0.1424765514851093	1	1	1	1	1	1	1	1	1	0	0.09767463582816487	0.13805612994341795	0.10186469048079129	0.0072810945775758995	0.13796425922839234	0.021070311925920217	0.055647547700668314	0.04073200702053905	0.09825998655534088	0.30144933673918967	0.30601412493765245	10.564945916570874	-5786.243680187946	0.09767463582816487	0.13805612994341795	0.10186469048079129	0.0072810945775758995	0.13796425922839234	0.021070311925920217	0.055647547700668314	0.04073200702053905	0.09825998655534088	0.0	-45.69090272048233
255000	-5953.0383830251285	-5833.2102607127445	-119.82812231238412	0.34548684355004916	0.19330340661654558	0.21640294850933614	0.24480680132406998	9.664558595782207	0.3993051244112641	7.272880414348117	0.09994149016359205	0.21234410324356864	0.2092747731695948	0.25858534631287294	0.2198542871103714	1	0	0	1	0	1	1	0	1	0	0.05385740755025179	0.04311121175603501	0.006730775167051974	0.018797817863173374	0.18068868334572016	0.0838331970897357	0.23267374013159375	0.06552248646202988	0.18487733965663966	0.12990734097776918	0.40819393462822645	11.364129653781575	-5782.43938199128	0.05385740755025179	0.0	0.0	0.018797817863173374	0.0	0.0838331970897357	0.23267374013159375	0.0	0.18487733965663966	0.0	-50.77087872146396
270000	-5944.616171687502	-5830.598704209895	-114.01746747760689	0.3413137615691476	0.19478890352898703	0.22046718129918397	0.24343015360268233	8.91919488325477	0.39264737441131764	6.311716502538996	0.2836943512779921	0.31335172606630896	0.0979068790611275	0.23335991086564753	0.0716871327289242	1	0	0	1	1	0	0	1	1	0	0.0374445444937938	0.07503148922774411	0.2230770479130202	0.12359663032189742	0.09580562455023203	0.0505908209258645	0.012033288046466757	0.08144925466798625	0.04544681695448738	0.255524482898508	0.25646486972813565	10.582668376524948	-5785.268855780139	0.0374445444937938	0.0	0.0	0.12359663032189742	0.09580562455023203	0.0	0.0	0.08144925466798625	0.04544681695448738	0.0	-45.32984842975604
285000	-5943.750263520493	-5828.907945883103	-114.84231763739034	0.33716362672964845	0.1915114934495871	0.20361473695880938	0.26771014286195616	10.170781792096934	0.38472472484793624	5.3736701725921705	0.20070133585097058	0.29712208209466884	0.24239713048154932	0.19888182550666803	0.0608976260661434	1	1	0	0	1	1	0	0	1	0	0.09805715811205525	0.0015966572845064475	0.07354799402817605	0.17370677135707865	0.16982342606849116	0.07982582145391795	0.10830139329846701	0.09105194661198349	0.04071807932718527	0.16337075245813912	0.41608399700102405	10.241322722988315	-5783.208233521095	0.09805715811205525	0.0015966572845064475	0.0	0.0	0.16982342606849116	0.07982582145391795	0.0	0.0	0.04071807932718527	0.0	-45.69971236200753
300000	-5954.0967305166705	-5834.660344275868	-119.43638624080229	0.36128926978685116	0.1960899049288775	0.19679153984346265	0.2458292854408098	9.48045263822271	0.4300090488793485	7.222074125382093	0.17618653313457805	0.3044221284981359	0.210827683459514	0.2460879998121617	0.06247565509561069	1	1	1	1	1	0	1	0	1	0	0.05833889478239603	0.09641699266787712	0.02252212442147261	0.11682745830385481	0.19847322442350457	0.02362444235516717	0.20100049810675047	0.046716708896615756	0.20660154942341527	0.029478106618946627	0.9136593479065475	11.460532569782616	-5783.902337943599	0.05833889478239603	0.09641699266787712	0.02252212442147261	0.11682745830385481	0.19847322442350457	0.0	0.20100049810675047	0.0	0.20660154942341527	0.0	-50.758006332268316
315000	-5939.349781152558	-5822.963307554096	-116.38647359846203	0.33356971160314447	0.19385598765944853	0.22845421596495902	0.24412008477244923	8.35999275469685	0.4571090673587935	7.120810215538215	0.05746002612690171	0.25987807171931276	0.2718765048506719	0.32651219765644646	0.08427319964666741	1	0	0	1	1	1	1	0	1	0	0.18301314471282454	0.05115775056523289	0.2518442314793198	0.07940279419329445	0.0935739676615459	0.016072639404879276	0.16395111290773107	0.07862724730849967	0.034547386621941095	0.04780972514473168	0.4779482134916946	10.50805596389144	-5777.471403867411	0.18301314471282454	0.0	0.0	0.07940279419329445	0.0935739676615459	0.016072639404879276	0.16395111290773107	0.0	0.034547386621941095	0.0	-45.49190368668487
330000	-5949.536717554168	-5836.190794172025	-113.34592338214283	0.35515200403598723	0.18318955983564633	0.2118527902595278	0.24980564586883985	9.178820669027724	0.4427754260791989	6.88500981075224	0.24445451643005423	0.18311523370641886	0.07136219438104137	0.29737983723388695	0.2036882182485989	1	0	0	1	1	1	1	1	1	0	0.062474071284984244	0.2722319875981737	0.16081015003316743	0.019249790900313597	0.08716321778589645	0.05928793588169277	0.0693195982407013	0.1444960332956697	0.08222288186064357	0.04274433311875749	0.25911542614678706	11.658253883316213	-5786.225934302895	0.062474071284984244	0.0	0.0	0.019249790900313597	0.08716321778589645	0.05928793588169277	0.0693195982407013	0.1444960332956697	0.08222288186064357	0.0	-49.96485986912956
345000	-5940.936977907795	-5828.7509933368665	-112.18598457092837	0.3424891935971433	0.1899389207349037	0.20941873710698872	0.2581531485609654	9.076064080465883	0.3159063724829682	7.056396760220409	0.24368529425636157	0.2639736977502266	0.09412058144951332	0.19692252207482175	0.2012979044690771	1	0	0	1	1	1	0	1	1	0	0.1906415564052133	0.0049191069805140375	0.02795714309892658	0.10562729571710314	0.17162656444117205	0.08547137071034978	0.11237827929706962	0.04367845150087195	0.09527824822039072	0.1624219836283892	0.30390252560951875	10.888364179434182	-5784.55968042696	0.1906415564052133	0.0	0.0	0.10562729571710314	0.17162656444117205	0.08547137071034978	0.0	0.04367845150087195	0.09527824822039072	0.0	-44.19131290990627
360000	-5959.57003509596	-5843.998346416715	-115.57168867924398	0.35656923137888075	0.18254840151976073	0.21396038346975302	0.24692198363160647	7.805118750977626	0.33068624150960946	6.204126792011102	0.2021459061760821	0.2698409673612843	0.23765083755236355	0.1342836056988308	0.1560786832114396	1	1	1	1	1	1	1	1	1	1	0.016668315876275826	0.1186536582003418	0.08327774762802878	0.15062206721934052	0.17192885645560566	0.001195048528499082	0.06715705652462076	0.1091151673259907	0.13381327753896782	0.14756880470232964	0.4398753460920533	10.420649447305978	-5793.041157695346	0.016668315876275826	0.1186536582003418	0.08327774762802878	0.15062206721934052	0.17192885645560566	0.001195048528499082	0.06715705652462076	0.1091151673259907	0.13381327753896782	0.14756880470232964	-50.95718872136938
