Sample	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	gamma	Theta	pi_trait.1	pi_trait.2	pi_trait.3	pi_trait.4	pi_trait.5	I.1	I.2	I.3	I.4	I.5	I.6	I.7	I.8	I.9	I.10	R_trait.1	R_trait.2	R_trait.3	R_trait.4	R_trait.5	R_trait.6	R_trait.7	R_trait.8	R_trait.9	R_trait.10	mu_trait	psi.height	psi.treeLength	D.treeLikelihood	svs.relGeoRate_Fujian_Guangdong	svs.relGeoRate_Fujian_Guangxi	svs.relGeoRate_Fujian_HongKong	svs.relGeoRate_Fujian_Hunan	svs.relGeoRate_Guangdong_Guangxi	svs.relGeoRate_Guangdong_HongKong	svs.relGeoRate_Guangdong_Hunan	svs.relGeoRate_Guangxi_HongKong	svs.relGeoRate_Guangxi_Hunan	svs.relGeoRate_HongKong_Hunan	D_trait.treeLikelihood
403500	-5952.7648202047585	-5834.7040637304835	-118.06075647427505	0.3265922768925452	0.19753766488203273	0.22274488724728914	0.2531251709781331	8.957308454243236	0.3932567586166366	7.4678478071243815	0.1136807603068085	0.17145929349055583	0.37722196123786333	0.11315161047635003	0.22448637448842207	1	0	0	1	1	0	1	1	1	1	0.175353979024071	0.1736064621479932	0.01061216914185377	0.05002249793243789	0.19146180309135122	0.07679828416730201	0.16914167224779736	0.0375131510440405	0.0920243734429681	0.023465607760185744	0.3715812474342174	10.862222511093524	73.31296952862229	-5784.997521262388	0.175353979024071	0.0	0.0	0.05002249793243789	0.19146180309135122	0.0	0.16914167224779736	0.0375131510440405	0.0920243734429681	0.023465607760185744	-49.706542468096295
405000	-5957.742432449444	-5837.479828343542	-120.26260410590218	0.3414143410104846	0.18579522116765915	0.2183573477878057	0.25443309003405074	9.230297200069872	0.26880283521417014	5.598211818014049	0.056398224394515854	0.10979415658021952	0.31813215279031826	0.2911890917465241	0.22448637448842207	0	1	1	1	1	0	0	0	1	0	0.1269890516045512	0.30642932058569355	0.061784511093419606	0.23918309567011348	0.04134466287249566	0.017159411385976084	0.08910749292823669	0.02483644867240491	0.08499568819922454	0.008170316987884993	1.1750489503033725	10.669067978230697	74.86783596992107	-5783.50207226552	0.0	0.30642932058569355	0.061784511093419606	0.23918309567011348	0.04134466287249566	0.0	0.0	0.0	0.08499568819922454	0.0	-53.97775607802259
406500	-5964.478495737022	-5838.876573057479	-125.60192267954322	0.32757025906923626	0.19154916151532783	0.2183573477878057	0.2625232316276304	8.149871789794648	0.3919326365651265	6.6383323545399335	0.10169262209907792	0.2741615516733343	0.1579919287003014	0.3341787845552402	0.13197511297204595	1	1	1	0	1	1	1	1	1	1	0.0782861322085098	0.22050914499406848	0.017664616602833076	0.23918309567011348	0.09192805201416687	0.017159411385976084	0.010892495510167573	0.1430000480016069	0.09499168920660436	0.08638531440595411	0.2767005412817167	11.55486849710361	84.49516427075407	-5791.430264225856	0.0782861322085098	0.22050914499406848	0.017664616602833076	0.0	0.09192805201416687	0.017159411385976084	0.010892495510167573	0.1430000480016069	0.09499168920660436	0.08638531440595411	-47.44630883162235
408000	-5948.958061376544	-5825.532488881796	-123.42557249474821	0.3515522873538181	0.19154916151532783	0.21498542334850437	0.24191312778234988	8.62623902110116	0.4290857082257995	8.468550943409964	0.1099377348235929	0.27961824725491974	0.14538416494997014	0.2599703809852184	0.20508947198629862	1	0	1	0	1	1	0	1	1	1	0.0782861322085098	0.21620896198963288	0.017664616602833076	0.04194311865787348	0.22526975594465365	0.06730142854962531	0.010892495510167573	0.15660598140091253	0.14281485715422812	0.0430126519815643	0.2817390190025128	11.301380942798444	80.40866595234823	-5778.027995830406	0.0782861322085098	0.0	0.017664616602833076	0.0	0.22526975594465365	0.06730142854962531	0.0	0.15660598140091253	0.14281485715422812	0.0430126519815643	-47.50449305138953
409500	-5957.021079069262	-5834.741644793082	-122.27943427618035	0.33878657597708867	0.20247410765910567	0.20654613002109182	0.25219318634271404	9.936095968916096	0.30563155578161094	7.433485668030979	0.18761385279511	0.34889678989680345	0.13073138565324763	0.21683252992527777	0.11592544172956096	1	1	1	1	1	1	1	1	1	1	0.0782861322085098	0.13746932585413682	0.09445786048834194	0.0930682950982892	0.09602149163317213	0.06730142854962531	0.06136364348786649	0.14421034326898724	0.13303214831184176	0.09478933109923002	0.22564652808006416	11.714464826188719	80.9065264199614	-5788.433215918814	0.0782861322085098	0.13746932585413682	0.09445786048834194	0.0930682950982892	0.09602149163317213	0.06730142854962531	0.06136364348786649	0.14421034326898724	0.13303214831184176	0.09478933109923002	-46.308428874267484
411000	-5952.912722156134	-5834.232890893625	-118.67983126250867	0.3318871349932481	0.19889417693231298	0.2220279922048579	0.2471906958695812	8.141807913808012	0.2953259421828964	6.334006690344202	0.18486192672684754	0.1947933840767761	0.13073138565324763	0.25505305043329535	0.2345602531098332	1	1	0	0	1	0	0	1	1	0	0.19451912961355558	0.1177210842795796	0.002587658841694984	0.1373077644764356	0.18389339662926868	0.06479690176371021	0.06136364348786649	0.14520565244644754	0.049715981203278914	0.0428887872581631	0.2206707864568922	11.851911693691525	79.03632256992259	-5790.566970280517	0.19451912961355558	0.1177210842795796	0.0	0.0	0.18389339662926868	0.0	0.0	0.14520565244644754	0.049715981203278914	0.0	-43.66592061310823
412500	-5958.078443864431	-5833.493763679491	-124.58468018494027	0.3240236851175635	0.1963473303753536	0.2220279922048579	0.2576009923022252	9.144215574859306	0.3341496167492378	6.6630659005900235	0.12555515403322862	0.11978480522219057	0.19691045207433283	0.18147237666042837	0.37627721200981945	1	1	1	1	1	1	1	1	1	1	0.1479886535604805	0.05811160019028091	0.002587658841694984	0.10991009921297297	0.37718343611069716	0.06479690176371021	0.04210782662738102	0.12155395896107968	0.049715981203278914	0.026043883528424305	0.37429259455789804	11.148864142673418	80.90315622270879	-5785.464049433886	0.1479886535604805	0.05811160019028091	0.002587658841694984	0.10991009921297297	0.37718343611069716	0.06479690176371021	0.04210782662738102	0.12155395896107968	0.049715981203278914	0.026043883528424305	-48.02971424560453
414000	-5949.78166050953	-5829.935030075973	-119.84663043355725	0.3627590346810045	0.1878160114886039	0.21727648070293842	0.23214847312745335	7.692717086546704	0.304628735949377	7.78575607702832	0.12555515403322862	0.08722254072995159	0.3617821202697069	0.15302980076547723	0.27241038420163555	1	1	1	1	1	1	1	1	1	1	0.1479886535604805	0.04999732032068621	0.002587658841694984	0.2782782048358984	0.0989464930994442	0.06479690176371021	0.04469758624474965	0.12155395896107968	0.049715981203278914	0.1414372411689779	0.25396560138818336	10.420783877429209	73.0079984915701	-5778.692910149053	0.1479886535604805	0.04999732032068621	0.002587658841694984	0.2782782048358984	0.0989464930994442	0.06479690176371021	0.04469758624474965	0.12155395896107968	0.049715981203278914	0.1414372411689779	-51.24211992692059
415500	-5962.551237106031	-5839.969334295673	-122.58190281035762	0.3569414437344866	0.19346877685136338	0.21995570911744675	0.2296340702967035	9.247441623546079	0.45743908075600237	6.739190906049346	0.12555515403322862	0.24584912607223486	0.4381521321163657	0.10987080203522238	0.08057278574294838	1	1	1	1	1	1	1	1	1	1	0.09589346596995395	0.055950541485901555	0.05550835417389616	0.22187805021551246	0.1372740912844148	0.06479690176371021	0.17344489466603016	0.13094864118943988	0.049715981203278914	0.014589078047862525	0.6437387788659028	10.706269414356765	76.56548555386402	-5790.031107512291	0.09589346596995395	0.055950541485901555	0.05550835417389616	0.22187805021551246	0.1372740912844148	0.06479690176371021	0.17344489466603016	0.13094864118943988	0.049715981203278914	0.014589078047862525	-49.938226783382255
417000	-5958.442164200429	-5832.144150852805	-126.29801334762396	0.33500526634865707	0.1836082517800336	0.20445501560199808	0.2769314662693114	9.247441623546079	0.37743422394240245	6.7455073296112475	0.120423556617749	0.4125563012367491	0.129883712273476	0.2565636441290775	0.08057278574294838	1	1	0	0	1	0	1	1	1	0	0.07370228020866652	0.045471133266594785	0.28273056455844037	0.1914339147736126	0.0658386221906507	0.06479690176371021	0.08077288279774408	0.13094864118943988	0.049715981203278914	0.014589078047862525	0.16071378519543558	10.737664209023931	80.98206444568315	-5785.1115003477125	0.07370228020866652	0.045471133266594785	0.0	0.0	0.0658386221906507	0.0	0.08077288279774408	0.13094864118943988	0.049715981203278914	0.0	-47.03265050509258
418500	-5957.534549575365	-5832.8884211024015	-124.64612847296416	0.3292660943169752	0.18275785875142905	0.23310709995994297	0.254868946971653	7.976310449534464	0.2694834686198473	7.5083971468984965	0.1313978644587738	0.4021852987545276	0.17771744905034026	0.1392058700550299	0.14949351768132846	0	1	0	1	1	0	1	1	1	0	0.07370228020866652	0.19471351962371625	0.17170017893327189	0.11359260361986392	0.0658386221906507	0.005498701903954406	0.20849205665702972	0.13094864118943988	0.02092431762554481	0.014589078047862525	0.506376346050355	11.03887939725149	81.38703279056051	-5785.355190669484	0.0	0.19471351962371625	0.0	0.11359260361986392	0.0658386221906507	0.0	0.20849205665702972	0.13094864118943988	0.02092431762554481	0.0	-47.533230432917954
420000	-5953.969162253201	-5830.275200468929	-123.69396178427183	0.3292660943169752	0.18275785875142905	0.23310709995994297	0.254868946971653	9.401445682352787	0.3607062457153741	6.488858212911211	0.0878996216139463	0.4017996112954918	0.24864684995686875	0.1798171734531932	0.08183674368050003	1	1	1	1	1	1	0	1	1	1	0.15282555728615027	0.13881392044083682	0.17170017893327189	0.11359260361986392	0.09196325745558626	0.005498701903954406	0.10324414431461043	0.13094864118943988	0.02092431762554481	0.07048867723074195	0.34251166913921566	10.976034384726724	77.79289435692638	-5783.015187947291	0.15282555728615027	0.13881392044083682	0.17170017893327189	0.11359260361986392	0.09196325745558626	0.005498701903954406	0.0	0.13094864118943988	0.02092431762554481	0.07048867723074195	-47.260012521637854
421500	-5959.730912514605	-5831.336676709789	-128.3942358048161	0.3324691059928498	0.19804579986353624	0.21461614717196112	0.254868946971653	7.753342443415527	0.3270796793281742	7.622271675339606	0.0878996216139463	0.4017996112954918	0.14686869182670362	0.30727695933619303	0.0561551159276653	1	1	0	1	1	1	1	1	1	1	0.15282555728615027	0.012231537957550387	0.13194861606385458	0.275077974294375	0.05126598924085059	0.005498701903954406	0.010124206152011428	0.051952555901773084	0.15748894590520832	0.15158591529427254	0.2853760106201567	11.214624182056887	82.30708314451978	-5785.956620938466	0.15282555728615027	0.012231537957550387	0.0	0.275077974294375	0.05126598924085059	0.005498701903954406	0.010124206152011428	0.051952555901773084	0.15748894590520832	0.15158591529427254	-45.38005577132256
423000	-5950.594772362137	-5827.345494629625	-123.24927773251191	0.34066993510994664	0.18984497074643938	0.2200477419588044	0.24943735218480978	8.564974785277126	0.3606026064882328	7.505941410556922	0.06747725390305548	0.23706908303101232	0.18697692229296328	0.3382515363532142	0.17022520441975472	1	0	0	1	1	1	1	1	0	1	0.05984942875576592	0.012231537957550387	0.13194861606385458	0.275077974294375	0.10011541655175181	0.005498701903954406	0.2321893294548568	0.051952555901773084	0.12302458290257995	0.00811185621353866	0.7622143728538274	10.829236281590738	77.13770484263569	-5780.657859165543	0.05984942875576592	0.0	0.0	0.275077974294375	0.10011541655175181	0.005498701903954406	0.2321893294548568	0.051952555901773084	0.0	0.00811185621353866	-46.687635464081744
424500	-5954.924970336552	-5829.574782211689	-125.3501881248634	0.34066993510994664	0.182319980771628	0.22334532020845485	0.25366476390997067	8.564974785277126	0.3575252871487466	8.21919739593828	0.07238529190201692	0.18664530415033675	0.2894372300076222	0.3621343314319028	0.08939784250812124	1	1	0	0	1	1	0	0	1	1	0.10746081410819228	0.012231537957550387	0.022864668271371638	0.1971310252370979	0.10011541655175181	9.943413109349004E-5	0.23758859722771772	0.030183117283189887	0.17424158404086534	0.11808380519117016	0.7672876043124959	10.227483366272795	77.86594928974935	-5782.800872107644	0.10746081410819228	0.012231537957550387	0.0	0.0	0.10011541655175181	9.943413109349004E-5	0.0	0.0	0.17424158404086534	0.11808380519117016	-46.773910104044774
426000	-5953.94218565987	-5827.222888938453	-126.71929672141717	0.33285551191059637	0.19013440397097828	0.22334532020845485	0.25366476390997067	7.2659884074741194	0.2880009601642514	7.355504868362109	0.1635027888104902	0.18664530415033675	0.2186866948863151	0.3644142425303684	0.06675096962248946	1	1	1	1	1	1	1	1	1	0	0.1962457796768798	0.04265227279018646	0.022864668271371638	0.1971310252370979	0.06344570488378076	0.06140060618405585	0.1425230403332373	0.030183117283189887	0.12546998014903088	0.11808380519117016	0.3501536923000811	10.890362328284578	83.03990815307078	-5784.048376914969	0.1962457796768798	0.04265227279018646	0.022864668271371638	0.1971310252370979	0.06344570488378076	0.06140060618405585	0.1425230403332373	0.030183117283189887	0.12546998014903088	0.0	-43.17451202348487
427500	-5963.453125668751	-5833.007508215902	-130.44561745284935	0.33273923426896523	0.19013440397097828	0.22346159785008596	0.25366476390997067	8.450900773322223	0.30019521289558293	10.192919167883657	0.1282302531326023	0.23232830513525762	0.24198963465898954	0.330700837450661	0.06675096962248946	1	1	1	1	1	1	1	0	1	0	0.12338587399343917	0.03294043799324503	0.022864668271371638	0.012959003240675268	0.06344570488378076	0.06140060618405585	0.28753767291861093	0.030183117283189887	0.1077826718814118	0.2575002433502203	0.7057620343791633	10.727840188733692	84.6088368209649	-5787.069630268291	0.12338587399343917	0.03294043799324503	0.022864668271371638	0.012959003240675268	0.06344570488378076	0.06140060618405585	0.28753767291861093	0.0	0.1077826718814118	0.0	-45.93787794761085
429000	-5956.890837541462	-5830.753970939279	-126.13686660218342	0.31784990176615535	0.19013440397097828	0.22346159785008596	0.26855409641278055	7.178553883007755	0.33322870980343555	8.04389205366924	0.28037921271355365	0.1744161005676921	0.10847595325849704	0.3012469435497129	0.13548178991054424	1	1	1	0	0	0	1	0	0	1	0.32613647235774906	0.03294043799324503	0.046993970757233106	0.012959003240675268	0.06344570488378076	0.06436769371184592	0.09673027922729127	0.1696057919339074	0.16781044827002844	0.019010197624244413	1.634095120172258	10.702636831726856	80.51451486164837	-5779.334212329995	0.32613647235774906	0.03294043799324503	0.046993970757233106	0.0	0.0	0.0	0.09673027922729127	0.0	0.0	0.019010197624244413	-51.419758609283434
430500	-5947.364689417314	-5820.575121464467	-126.78956795284762	0.3263939913837326	0.21302069593676118	0.2149175082325087	0.24566780444699765	8.4021472188961	0.33322870980343555	7.786147626085087	0.1286774892747463	0.34776458958090717	0.19631987969925924	0.225662570326004	0.10157547111908319	1	1	1	0	1	0	1	1	1	1	0.3460828677979857	0.01682997206303416	0.038521147221279584	0.09751839709089068	0.015780788020519278	0.06765244011689925	0.18855505735308573	0.04223868444203341	0.16781044827002844	0.019010197624244413	0.6728478485000545	11.379016288665618	84.37435033597502	-5776.58296302569	0.3460828677979857	0.01682997206303416	0.038521147221279584	0.0	0.015780788020519278	0.0	0.18855505735308573	0.04223868444203341	0.16781044827002844	0.019010197624244413	-43.992158438776634
432000	-5951.526841191054	-5827.688827573176	-123.8380136178776	0.3331222926946784	0.19772546571072144	0.217558991395547	0.25159325019905326	10.883354079147916	0.4000812141690956	6.293250841940515	0.14120811180574006	0.24092961022017115	0.20939469851411627	0.225662570326004	0.18280500913396847	1	1	1	1	1	0	1	1	1	1	0.3460828677979857	0.01682997206303416	0.038521147221279584	0.20868944304436668	0.015780788020519278	0.01029421768362579	0.03558662213678277	0.04223868444203341	0.16781044827002844	0.11816580932034484	0.7869912821686772	11.102492456124974	79.80579992107404	-5780.395622134554	0.3460828677979857	0.01682997206303416	0.038521147221279584	0.20868944304436668	0.015780788020519278	0.0	0.03558662213678277	0.04223868444203341	0.16781044827002844	0.11816580932034484	-47.29320543862159
433500	-5961.322428936876	-5834.38569851396	-126.93673042291611	0.34474112058210377	0.2144253341269474	0.20262043061135557	0.23821311467959344	9.77840902580657	0.3635581847964503	9.745132456812621	0.14120811180574006	0.2085052019339261	0.25367942917270603	0.2807412236700723	0.11586603341755548	1	1	0	0	1	1	0	1	1	0	0.3478808931571509	0.11383478707316266	0.10966851383032361	0.03248580444790669	0.015780788020519278	0.01029421768362579	0.03558662213678277	0.04223868444203341	0.04236012605408837	0.24986956315440711	0.5439722740613637	10.51930910258109	80.76016731904474	-5790.112741016267	0.3478808931571509	0.11383478707316266	0.0	0.0	0.015780788020519278	0.01029421768362579	0.0	0.04223868444203341	0.04236012605408837	0.0	-44.27295749769309
435000	-5957.323379104546	-5832.748476856856	-124.57490224769003	0.33476716634967213	0.1982544299977399	0.21793177527457677	0.2490466283780113	9.323395411718376	0.25912892400287435	9.338453484549467	0.1535378659103449	0.19205037724430896	0.36388163626438474	0.1660081390831585	0.12452198149780286	1	1	1	1	1	1	0	0	1	0	0.18016567017525636	0.11383478707316266	0.12191216365202268	0.01830800363316138	0.029958588835264588	0.0486329107275298	0.03558662213678277	0.08574997632172798	0.030116476232389312	0.33573480121270316	0.38581156839022107	11.021183335705928	80.2049644045267	-5785.9206700705245	0.18016567017525636	0.11383478707316266	0.12191216365202268	0.01830800363316138	0.029958588835264588	0.0486329107275298	0.0	0.0	0.030116476232389312	0.0	-46.827806786331195
436500	-5947.649109101268	-5825.997064238528	-121.6520448627399	0.34534914086813145	0.19115666543375717	0.2144475653201002	0.2490466283780113	6.237863421067333	0.32404600454923205	5.735566836565119	0.11660096544136427	0.19205037724430896	0.3749696378732078	0.17540390787897397	0.14097511156214493	1	1	0	1	1	1	1	1	0	0	0.10192913549272145	0.10329705322751356	0.059198517657468516	0.14122482740725426	0.029958588835264588	0.12188429056773308	0.022507553264472808	0.08574997632172798	0.030116476232389312	0.30413358099345517	0.26801533583937	10.716704067131525	77.34035458717155	-5777.321841900357	0.10192913549272145	0.10329705322751356	0.0	0.14122482740725426	0.029958588835264588	0.12188429056773308	0.022507553264472808	0.08574997632172798	0.0	0.0	-48.67522233817057
438000	-5951.794694335495	-5830.314203885155	-121.4804904503394	0.3542170535827996	0.19251508069286646	0.19982612119483348	0.25344174452950063	10.035277210004846	0.3407235923093083	6.543192878574388	0.1345274745708156	0.2677128069192604	0.3378243638165564	0.17540390787897397	0.08453144681439358	1	1	0	1	1	1	1	1	1	1	0.21731304002702154	0.26997553626490306	0.010945333447511855	0.14122482740725426	0.08990682783819279	0.054563727937639216	0.022507553264472808	0.08574997632172798	0.0661073653213946	0.04170581216988262	0.35895475752838857	10.772721638382594	78.12120814795044	-5784.81701698041	0.21731304002702154	0.26997553626490306	0.0	0.14122482740725426	0.08990682783819279	0.054563727937639216	0.022507553264472808	0.08574997632172798	0.0661073653213946	0.04170581216988262	-45.497186904744815
439500	-5952.056707900454	-5830.189437152108	-121.86727074834579	0.3418107348295722	0.197165424042732	0.20440554461734714	0.2566182965103488	8.979586554181802	0.3621783968046912	7.103411134805066	0.1989162781919457	0.21002318419687038	0.3137502773800942	0.19277881341669603	0.08453144681439358	1	0	1	1	1	1	0	0	1	0	0.21731304002702154	0.2593470486906112	0.026285180876433403	0.14122482740725426	0.08338459498412643	0.054563727937639216	0.029029786118539163	0.13154355488783412	0.050463550919010496	0.0068446881515309005	0.6302682888183354	10.974479725344182	78.76178717302439	-5782.246255185919	0.21731304002702154	0.0	0.026285180876433403	0.14122482740725426	0.08338459498412643	0.054563727937639216	0.0	0.0	0.050463550919010496	0.0	-47.94318196618996
441000	-5943.693720228438	-5823.989753142711	-119.7039670857266	0.3432345398547752	0.18851556647179113	0.211631597163085	0.2566182965103488	9.532979900759806	0.4353557164686855	5.842653418644847	0.14072537442387642	0.23526013834710327	0.14001199509803938	0.19228509423819787	0.29171739789278295	1	0	0	0	1	1	0	1	1	0	0.22635631221710828	0.028720045339749922	0.026285180876433403	0.07588676852967452	0.35110011933539137	0.054563727937639216	0.037540221162132716	0.06725755362828142	0.04142027872892375	0.09086979224466611	0.3538837883067244	10.755410399616487	76.19750328782682	-5779.100817491724	0.22635631221710828	0.0	0.0	0.0	0.35110011933539137	0.054563727937639216	0.0	0.06725755362828142	0.04142027872892375	0.0	-44.888935650987335
442500	-5945.329636388651	-5825.236924435392	-120.09271195325937	0.33312503271834193	0.2028392431554994	0.2095008384610258	0.254534885665133	9.544940490552973	0.30294723725946143	7.704747402265538	0.30323449148098885	0.23526013834710327	0.19300439180227022	0.20760438060888187	0.060896597760755664	1	1	1	1	1	1	1	0	1	1	0.21064078232501104	0.14977785797237214	0.01150053135418486	0.188085901336836	0.13988910542105115	0.007975907649101142	0.037540221162132716	0.14648325798988826	0.054518870349588515	0.05358756443983488	0.5738710788095066	10.824828288194652	75.3994992822031	-5774.5193085736655	0.21064078232501104	0.14977785797237214	0.01150053135418486	0.188085901336836	0.13988910542105115	0.007975907649101142	0.037540221162132716	0.0	0.054518870349588515	0.05358756443983488	-50.71761586172697
444000	-5945.40402175562	-5826.510079959709	-118.89394179591048	0.338768361267341	0.1886789625659087	0.21801779050161743	0.254534885665133	9.827851269427725	0.3323939524947798	6.25434355052692	0.1294604958736178	0.3570824218458285	0.2551304909176536	0.15648037457167613	0.10184621679122383	1	1	1	1	1	1	1	1	1	1	0.21064078232501104	0.16532568362358704	0.01150053135418486	0.10210621552306015	0.13988910542105115	0.007975907649101142	0.037540221162132716	0.14648325798988826	0.0389710446983736	0.13956725025361072	0.23132438606562744	10.383982999721413	73.81150544625012	-5779.369209693879	0.21064078232501104	0.16532568362358704	0.01150053135418486	0.10210621552306015	0.13988910542105115	0.007975907649101142	0.037540221162132716	0.14648325798988826	0.0389710446983736	0.13956725025361072	-47.140870265829896
445500	-5957.341627187234	-5836.64171297643	-120.69991421080344	0.32849530440181507	0.1962884712297045	0.22476838730662713	0.2504478370618535	8.570710886515931	0.4752382726481549	8.888129533803887	0.17957398482737252	0.15116236238258554	0.1830699785477447	0.2686739984015572	0.21751967584073983	1	1	0	1	1	1	1	0	1	0	0.04478751188833833	0.10062027509469941	0.13348703101854098	0.18870761416908965	0.09052837618288606	0.04591402383003656	0.1176058000001756	0.14648325798988826	0.0389710446983736	0.09289506512797222	1.0008480173707384	10.930079806558792	74.79442498148433	-5786.896324027083	0.04478751188833833	0.10062027509469941	0.0	0.18870761416908965	0.09052837618288606	0.04591402383003656	0.1176058000001756	0.0	0.0389710446983736	0.0	-49.74538894934734
447000	-5950.881873667628	-5832.802731711275	-118.07914195635286	0.31241999607348636	0.19136939186830831	0.23446357424582212	0.26174703781238334	7.035537722824115	0.3205072547012698	6.703899822403798	0.17957398482737252	0.14830602036773757	0.1830699785477447	0.30667497923108944	0.1823750370260556	1	0	1	1	1	1	0	1	1	0	0.04478751188833833	0.10062027509469941	0.3360075304803025	0.08474886927986583	0.12575662950317698	0.04591402383003656	0.0038426010247853692	0.009282734507287324	0.06374111675641064	0.18529870763509768	0.8143228589470859	10.582070790284925	73.61327357653639	-5782.7301822588415	0.04478751188833833	0.0	0.3360075304803025	0.08474886927986583	0.12575662950317698	0.04591402383003656	0.0	0.009282734507287324	0.06374111675641064	0.0	-50.0725494524331
448500	-5946.70369492479	-5826.024556459794	-120.67913846499596	0.3425908426626475	0.19797444619267388	0.2064857973500739	0.2529489137946049	8.170734355441088	0.39177822493495024	6.5317751488579425	0.09459518525727866	0.16078841636427343	0.22909558910508554	0.20845125117079208	0.30706955810257014	0	1	0	0	1	1	0	1	1	0	0.0699821790178694	0.17243616744826085	0.09484838262309914	0.037624343252348674	0.11643038113905398	0.030548905868115286	0.23400508498903683	0.009282734507287324	0.06374111675641064	0.17110070439851852	0.1884811712862526	11.08278707579952	76.80309973376771	-5776.8999844253585	0.0	0.17243616744826085	0.0	0.0	0.11643038113905398	0.030548905868115286	0.0	0.009282734507287324	0.06374111675641064	0.0	-49.12457203443598
450000	-5947.18335718267	-5832.500620198218	-114.6827369844521	0.33946541476293707	0.188702718968413	0.21381732729626135	0.25801453897238874	7.84601526797405	0.32806607748957894	6.539127846640851	0.16243158373682048	0.15105434181010455	0.22909558910508554	0.28989415690078263	0.16752432844720666	1	1	1	0	1	0	0	1	1	0	0.3274106406833026	0.10205452609057424	0.09943778931123438	0.024761388958065737	0.21244703588350128	0.038727438338675424	0.0522376143056006	0.009282734507287324	0.07660407105069358	0.05703676087106549	0.781803298658199	10.868714979050031	71.05935242631504	-5786.082661059938	0.3274106406833026	0.10205452609057424	0.09943778931123438	0.0	0.21244703588350128	0.0	0.0	0.009282734507287324	0.07660407105069358	0.0	-46.41795913828031
451500	-5960.24123978225	-5837.118206742371	-123.12303303987969	0.34365080862805514	0.17540968054147738	0.22476220511400982	0.25617730571645786	9.995004560229116	0.38332209143558765	7.744883618149441	0.0908243148699094	0.2944293196989102	0.13352943267253475	0.3171814926667277	0.16403544009191784	1	0	1	1	1	1	1	1	1	0	0.3549197524561108	0.11169880220357845	0.03270388272888491	0.04425062282916545	0.1563455129632087	0.038727438338675424	0.07849867545719605	0.06490448384302488	0.07660407105069358	0.041346758129462424	0.5536458569141952	10.73804096687259	78.14377810082979	-5790.428934864179	0.3549197524561108	0.0	0.03270388272888491	0.04425062282916545	0.1563455129632087	0.038727438338675424	0.07849867545719605	0.06490448384302488	0.07660407105069358	0.0	-46.68927187819224
453000	-5945.69836154979	-5831.461900405675	-114.23646114411511	0.33264904019642305	0.18889851658069273	0.22227513750642663	0.25617730571645786	7.281398482335126	0.3457659964466457	5.364558116221809	0.17501932499923206	0.2606815830022186	0.13352943267253475	0.2936975062906021	0.13707215303541231	1	1	1	1	1	1	1	1	1	1	0.21053299974672326	0.07867796351539304	0.1744167564157706	0.18718050215913046	0.01341563363324369	0.04274278032078231	0.06001531115215743	0.06601997612888758	0.12565131879844987	0.041346758129462424	0.7513399974305092	11.092913979508758	71.22553181751503	-5783.78577701707	0.21053299974672326	0.07867796351539304	0.1744167564157706	0.18718050215913046	0.01341563363324369	0.04274278032078231	0.06001531115215743	0.06601997612888758	0.12565131879844987	0.041346758129462424	-47.67612338860422
454500	-5947.121197534067	-5832.469640292869	-114.65155724119737	0.3405334031769716	0.18969073137289041	0.21783183758917798	0.25194402786096026	9.077246420918454	0.4048423636146253	7.831910708014115	0.16389391452639523	0.2606815830022186	0.2512296130928019	0.246754296081393	0.07744059329719115	1	1	1	1	1	1	1	1	1	1	0.2099963219398317	0.009516948318808963	0.03376476003749799	0.05011212768283173	0.14585544487376176	0.061460109358003556	0.24339746511964272	0.06160407281206769	0.14294599172809214	0.041346758129462424	0.2906370747181422	10.5208038513566	68.61695096076804	-5786.772395579838	0.2099963219398317	0.009516948318808963	0.03376476003749799	0.05011212768283173	0.14585544487376176	0.061460109358003556	0.24339746511964272	0.06160407281206769	0.14294599172809214	0.041346758129462424	-45.697244713031004
456000	-5956.815022733847	-5836.123199696	-120.69182303784812	0.3194280853215272	0.203684260132846	0.21908465379282138	0.25780300075280566	10.208486657308729	0.4355279198271556	5.476362658797633	0.10070224853678181	0.3067017015571677	0.2512296130928019	0.284539992849267	0.056826443963981406	1	0	1	1	1	0	0	1	1	1	0.3365023922472511	0.009516948318808963	0.04771038472668027	0.05011212768283173	0.14585544487376176	0.0855398612731522	0.1201728943110463	0.020297196708913792	0.14294599172809214	0.041346758129462424	0.770739944016109	11.03122850231371	74.6470282155856	-5790.797772867238	0.3365023922472511	0.0	0.04771038472668027	0.05011212768283173	0.14585544487376176	0.0	0.0	0.020297196708913792	0.14294599172809214	0.041346758129462424	-45.3254268287622
